,SCH_NAME,SCHOOL_YR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,GRADE_CODE,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,PRIMARY_DISABILITY_TYPE,DEC1_CNT
1427,Sandusky Middle,2010-2011,SCH,115.0,Lynchburg City ,340.0,06,3.0,M,Y,N,Y,SLD,10
1428,Sandy Hook Elementary,2010-2011,SCH,85.0,Shenandoah County ,810.0,01,5.0,M,Y,N,Y,SLI,10
1429,Sangster Elementary,2010-2011,SCH,29.0,Fairfax County ,2030.0,01,5.0,M,Y,N,N,SLD,10
1430,Sanville Elementary,2010-2011,SCH,44.0,Henry County ,220.0,02,5.0,M,Y,N,Y,SLI,11
1431,Saratoga Elementary,2010-2011,SCH,29.0,Fairfax County ,2040.0,01,5.0,M,Y,N,N,SLD,12
1432,Schoolfield Elementary,2010-2011,SCH,108.0,Danville City ,40.0,KG,3.0,M,Y,N,Y,SLI,10
1433,Scott Memorial Middle,2010-2011,SCH,97.0,Wythe County ,1075.0,06,5.0,M,Y,N,Y,SLD,10
1434,Scottsburg Elementary,2010-2011,SCH,41.0,Halifax County ,1510.0,02,5.0,M,Y,N,Y,SLI,12
1435,Scottsville Elementary,2010-2011,SCH,2.0,Albemarle County ,30.0,,5.0,M,Y,N,Y,SLI,16
1436,Seaford Elementary,2010-2011,SCH,98.0,York County ,170.0,03,5.0,M,Y,N,N,SLI,10
1437,Sealston Elementary ,2010-2011,SCH,48.0,King George County ,221.0,01,5.0,M,Y,N,N,SLI,12
1438,Seatack Elementary,2010-2011,SCH,128.0,Virginia Beach City ,290.0,04,3.0,M,Y,N,Y,OHI,10
1439,Sedgefield Elementary,2010-2011,SCH,117.0,Newport News City ,250.0,01,3.0,M,Y,N,Y,SLI,15
1440,Seldens Landing Elementary,2010-2011,SCH,53.0,Loudoun County ,870.0,01,5.0,M,Y,N,N,SLI,10
1441,Seneca Ridge Middle,2010-2011,SCH,53.0,Loudoun County ,30.0,06,4.0,F,Y,N,N,SLD,10
1442,Seven Pines Elementary,2010-2011,SCH,43.0,Henrico County ,550.0,,3.0,M,Y,N,Y,SLI,10
1443,Sewells Point Elementary,2010-2011,SCH,118.0,Norfolk City ,850.0,01,5.0,M,Y,N,Y,AUT,11
1444,Shady Grove Elementary,2010-2011,SCH,43.0,Henrico County ,710.0,01,5.0,F,Y,N,N,SLI,10
1445,Sharon C. McAuliffe Elementary,2010-2011,SCH,75.0,Prince William County ,730.0,01,3.0,M,Y,N,Y,SLI,11
1446,Sharon Elementary,2010-2011,SCH,3.0,Alleghany County ,90.0,,5.0,F,Y,N,N,DD,10
1447,Shawsville Middle,2010-2011,SCH,60.0,Montgomery County ,290.0,06,5.0,M,Y,N,Y,SLD,11
1448,Sheffey Elementary,2010-2011,SCH,97.0,Wythe County ,740.0,,5.0,M,Y,N,Y,SLI,13
1449,Sheffield Elementary,2010-2011,SCH,115.0,Lynchburg City ,300.0,01,3.0,M,Y,N,Y,,10
1450,Shelburne Middle,2010-2011,SCH,126.0,Staunton City ,110.0,06,5.0,F,Y,N,Y,SLD,10
1451,Shelton Park Elementary,2010-2011,SCH,128.0,Virginia Beach City ,300.0,01,3.0,M,Y,N,Y,SLI,11
1452,Shenandoah Elementary,2010-2011,SCH,69.0,Page County ,310.0,01,5.0,F,Y,N,N,SLI,10
1453,Sherando High,2010-2011,SCH,34.0,Frederick County ,581.0,09,5.0,F,Y,N,N,SLD,10
1454,Sherman Elementary,2010-2011,SCH,29.0,Fairfax County ,80.0,06,5.0,M,Y,N,N,SLI,11
1455,Sherwood Forest Elementary,2010-2011,SCH,118.0,Norfolk City ,650.0,04,3.0,M,Y,N,Y,SLD,10
1456,Shirley C. Heim Middle,2010-2011,SCH,89.0,Stafford County ,440.0,06,5.0,M,Y,N,N,SLD,11
1457,Shoemaker Elementary,2010-2011,SCH,84.0,Scott County ,641.0,02,5.0,M,Y,N,Y,SLI,14
1458,Short Pump Elementary,2010-2011,SCH,43.0,Henrico County ,60.0,05,5.0,M,Y,N,N,SLI,11
1459,Short Pump Middle,2010-2011,SCH,43.0,Henrico County ,80.0,06,5.0,M,Y,N,N,OHI,15
1460,Shrevewood Elementary,2010-2011,SCH,29.0,Fairfax County ,1660.0,02,4.0,M,Y,Y,Y,SLD,10
1461,Signal Hill Elementary,2010-2011,SCH,75.0,Prince William County ,500.0,03,5.0,M,Y,N,N,SLI,10
1462,Signal Knob Middle,2010-2011,SCH,85.0,Shenandoah County ,50.0,06,5.0,M,Y,N,N,SLD,12
1463,Silverbrook Elementary,2010-2011,SCH,29.0,Fairfax County ,1680.0,01,5.0,M,Y,N,N,DD,10
1464,Simonsdale Elementary,2010-2011,SCH,121.0,Portsmouth City ,1480.0,03,3.0,F,Y,N,Y,SLI,11
1465,Sinai Elementary,2010-2011,SCH,41.0,Halifax County ,1521.0,03,3.0,M,Y,N,Y,SLD,10
1466,Skipwith Elementary,2010-2011,SCH,43.0,Henrico County ,480.0,02,3.0,M,Y,N,Y,SLI,10
1467,Skyline High,2010-2011,SCH,93.0,Warren County ,250.0,08,5.0,M,Y,N,N,SLD,13
1468,Skyline Middle,2010-2011,SCH,113.0,Harrisonburg City ,111.0,05,5.0,M,Y,N,Y,SLD,10
1469,Sleepy Hollow Elementary,2010-2011,SCH,29.0,Fairfax County ,710.0,03,4.0,M,Y,N,N,OHI,13
1470,Smart's Mill Middle ,2010-2011,SCH,53.0,Loudoun County ,90.0,06,5.0,F,Y,N,N,SLD,12
1471,Smith Station Elementary,2010-2011,SCH,88.0,Spotsylvania County ,390.0,01,5.0,M,Y,N,N,SLD,12
1472,Smithfield High,2010-2011,SCH,46.0,Isle of Wight County ,40.0,09,3.0,F,Y,N,N,SLD,12
1473,Smithfield Middle,2010-2011,SCH,46.0,Isle of Wight County ,50.0,07,3.0,M,Y,N,N,SLD,13
1474,Smithland Elementary,2010-2011,SCH,113.0,Harrisonburg City ,110.0,,4.0,M,Y,Y,Y,SLI,13
1475,Snow Creek Elementary,2010-2011,SCH,33.0,Franklin County ,1170.0,,5.0,M,Y,N,Y,SLD,12
1476,Snowville Elementary,2010-2011,SCH,77.0,Pulaski County ,430.0,,5.0,M,Y,N,N,SLI,15
1477,Sonnie Penn Elementary,2010-2011,SCH,75.0,Prince William County ,850.0,02,3.0,M,Y,N,N,SLI,16
1478,Sontag Elementary,2010-2011,SCH,33.0,Franklin County ,960.0,05,5.0,F,Y,N,Y,SLI,10
1479,South Anna Elementary,2010-2011,SCH,42.0,Hanover County ,40.0,03,5.0,M,Y,N,N,SLI,11
1480,South Boston Elementary,2010-2011,SCH,41.0,Halifax County ,30.0,01,3.0,F,Y,N,Y,SLI,14
1481,South Boston/Halifax Early Learning Center,2010-2011,SCH,41.0,Halifax County ,950.0,PS,3.0,M,Y,N,Y,DD,14
1482,South County Secondary,2010-2011,SCH,29.0,Fairfax County ,2241.0,07,3.0,M,Y,N,N,SLD,10
1483,South Elementary,2010-2011,SCH,74.0,Prince George County ,300.0,02,5.0,M,Y,N,Y,SLI,10
1484,South Hill Elementary,2010-2011,SCH,58.0,Mecklenburg County ,190.0,02,3.0,M,Y,N,Y,DD,10
1485,South Lakes High,2010-2011,SCH,29.0,Fairfax County ,1990.0,09,3.0,F,Y,N,Y,SLD,12
1486,South River Elementary,2010-2011,SCH,82.0,Rockingham County ,830.0,PS,5.0,F,Y,N,N,SLI,10
1487,South Salem Elementary,2010-2011,SCH,139.0,Salem City ,580.0,02,5.0,M,Y,N,N,SLI,10
1488,Southampton Elementary,2010-2011,SCH,123.0,Richmond City ,1480.0,01,3.0,M,Y,N,Y,SLI,10
1489,Southampton High,2010-2011,SCH,87.0,Southampton County ,690.0,09,3.0,M,Y,N,Y,SLD,13
1490,Southampton Middle,2010-2011,SCH,87.0,Southampton County ,700.0,06,3.0,M,Y,N,Y,SLD,10
1491,Southeastern Elementary,2010-2011,SCH,136.0,Chesapeake City ,620.0,01,5.0,M,Y,N,N,SLI,12
1492,Southside Elementary,2010-2011,SCH,27.0,Dinwiddie County ,10.0,03,5.0,M,Y,N,N,SLD,12
1493,Southwestern Elementary,2010-2011,SCH,127.0,Suffolk City ,280.0,01,3.0,M,Y,N,Y,OHI,11
1494,Sparrow Road Intermediate,2010-2011,SCH,136.0,Chesapeake City ,750.0,04,3.0,M,Y,N,Y,SLD,15
1495,Speedwell Elementary,2010-2011,SCH,97.0,Wythe County ,440.0,,5.0,M,Y,N,Y,,12
1496,Spiller Elementary,2010-2011,SCH,97.0,Wythe County ,190.0,01,5.0,M,Y,N,N,SLI,10
1497,Spotswood Elementary,2010-2011,SCH,88.0,Spotsylvania County ,360.0,01,3.0,M,Y,N,Y,SLI,11
1498,Spotswood High,2010-2011,SCH,82.0,Rockingham County ,20.0,09,5.0,M,Y,N,N,SLD,13
1499,Spotsylvania High,2010-2011,SCH,88.0,Spotsylvania County ,370.0,09,3.0,F,Y,N,N,SLD,10
1500,Spotsylvania Middle,2010-2011,SCH,88.0,Spotsylvania County ,330.0,06,5.0,F,Y,N,N,SLD,10
1501,Spring Hill Elementary,2010-2011,SCH,29.0,Fairfax County ,1620.0,02,5.0,M,Y,N,N,SLI,10
1502,Spring Run Elementary,2010-2011,SCH,21.0,Chesterfield County ,800.0,01,5.0,M,Y,N,N,SLI,12
1503,Springfield Elementary,2010-2011,SCH,69.0,Page County ,50.0,PS,5.0,F,Y,N,Y,SLI,10
1504,Springfield Estates Elementary,2010-2011,SCH,29.0,Fairfax County ,960.0,05,2.0,M,Y,Y,N,SLI,10
1505,Springfield Park Elementary,2010-2011,SCH,43.0,Henrico County ,230.0,KG,5.0,M,Y,N,N,SLI,10
1506,Springville Elementary,2010-2011,SCH,92.0,Tazewell County ,980.0,,5.0,M,Y,N,Y,SLI,10
1507,Springwoods Elementary,2010-2011,SCH,75.0,Prince William County ,320.0,02,3.0,M,Y,N,N,SLI,10
1508,St. Charles Elementary,2010-2011,SCH,52.0,Lee County ,200.0,02,5.0,F,Y,N,Y,SLI,10
1509,St. Clare Walker Middle,2010-2011,SCH,59.0,Middlesex County ,140.0,06,3.0,M,Y,N,Y,SLD,10
1510,St. Helena Elementary,2010-2011,SCH,118.0,Norfolk City ,820.0,,3.0,M,Y,N,Y,SLD,23
1511,St. Paul Elementary,2010-2011,SCH,96.0,Wise County ,871.0,,5.0,F,Y,N,Y,SLD,13
1512,St. Paul High,2010-2011,SCH,96.0,Wise County ,872.0,,5.0,,Y,N,Y,,11
1513,St. Paul School,2010-2011,SCH,18.0,Carroll County ,1110.0,05,5.0,F,Y,N,Y,SLD,10
1514,Stafford Elementary,2010-2011,SCH,89.0,Stafford County ,111.0,,3.0,M,Y,N,N,SLI,10
1515,Stafford Middle,2010-2011,SCH,89.0,Stafford County ,112.0,06,5.0,M,Y,N,N,OHI,10
1516,Stafford Senior High,2010-2011,SCH,89.0,Stafford County ,20.0,09,3.0,F,Y,N,N,SLD,16
1517,Stanley Elementary,2010-2011,SCH,69.0,Page County ,210.0,01,5.0,F,Y,N,Y,SLI,10
1518,Stanleytown Elementary,2010-2011,SCH,44.0,Henry County ,760.0,01,5.0,M,Y,N,Y,SLI,11
1519,Staunton City School PreSchool Programs,2010-2011,SCH,126.0,Staunton City ,41.0,PS,,,Y,N,Y,,10
1520,Staunton River High,2010-2011,SCH,10.0,Bedford County ,1190.0,09,5.0,M,Y,N,N,SLD,13
1521,Staunton River Middle,2010-2011,SCH,10.0,Bedford County ,1191.0,06,5.0,M,Y,N,Y,SLD,10
1522,Stenwood Elementary,2010-2011,SCH,29.0,Fairfax County ,1380.0,03,2.0,M,Y,N,N,DD,11
1523,Sterling Elementary,2010-2011,SCH,53.0,Loudoun County ,690.0,,4.0,M,Y,Y,Y,SLI,10
1524,Sterling Middle,2010-2011,SCH,53.0,Loudoun County ,760.0,06,4.0,M,Y,N,Y,SLD,10
1525,Steuart W. Weller Elementary,2010-2011,SCH,53.0,Loudoun County ,350.0,02,5.0,M,Y,N,N,DD,10
1526,Stewartsville Elementary,2010-2011,SCH,10.0,Bedford County ,640.0,,5.0,F,Y,N,Y,SLI,13
1527,Stickleyville Elementary,2010-2011,SCH,52.0,Lee County ,340.0,,5.0,M,Y,N,N,,13
1528,Stone Bridge High,2010-2011,SCH,53.0,Loudoun County ,850.0,09,5.0,F,Y,N,N,SLD,14
1529,Stone Hill Middle,2010-2011,SCH,53.0,Loudoun County ,570.0,06,5.0,M,Y,N,N,SLD,17
1530,Stone Middle,2010-2011,SCH,29.0,Fairfax County ,2070.0,07,3.0,M,Y,N,N,SLD,11
1531,Stone Robinson Elementary,2010-2011,SCH,2.0,Albemarle County ,920.0,PS,5.0,F,Y,N,N,SLI,13
1532,Stone Spring Elementary,2010-2011,SCH,113.0,Harrisonburg City ,191.0,01,4.0,M,Y,N,Y,MD,10
1533,Stonehouse Elementary,2010-2011,SCH,131.0,Williamsburg-James City County ,203.0,01,5.0,M,Y,N,N,SLI,10
1534,Stonewall Elementary,2010-2011,SCH,34.0,Frederick County ,410.0,,5.0,F,Y,N,N,SLI,13
1535,Stonewall Jackson Elementary,2010-2011,SCH,102.0,Bristol City ,70.0,,5.0,F,Y,N,Y,SLI,13
1536,Stonewall Jackson High,2010-2011,SCH,75.0,Prince William County ,680.0,09,3.0,M,Y,N,N,SLD,11
1537,Stonewall Jackson Middle,2010-2011,SCH,42.0,Hanover County ,440.0,06,5.0,F,Y,N,N,SLD,12
1538,Stonewall Middle,2010-2011,SCH,75.0,Prince William County ,480.0,06,3.0,M,Y,N,Y,SLD,12
1539,Stony Mill Elementary,2010-2011,SCH,71.0,Pittsylvania County ,1710.0,01,5.0,M,Y,N,Y,DD,10
1540,Stony Point Elementary,2010-2011,SCH,2.0,Albemarle County ,240.0,,5.0,F,Y,N,N,OHI,11
1541,Strasburg High,2010-2011,SCH,85.0,Shenandoah County ,770.0,09,5.0,F,Y,N,N,SLD,10
1542,Stratford Landing Elementary,2010-2011,SCH,29.0,Fairfax County ,1350.0,04,3.0,M,Y,N,N,SLD,12
1543,Strawbridge Elementary,2010-2011,SCH,128.0,Virginia Beach City ,940.0,02,5.0,M,Y,N,N,SLD,11
1544,Stuart Elementary,2010-2011,SCH,70.0,Patrick County ,320.0,01,5.0,M,Y,N,N,SLI,10
1545,Stuart High,2010-2011,SCH,29.0,Fairfax County ,1070.0,09,3.0,M,Y,Y,Y,SLD,11
1546,Stuart M. Beville Middle,2010-2011,SCH,75.0,Prince William County ,780.0,06,3.0,F,Y,N,Y,SLD,10
1547,Stuarts Draft Elementary,2010-2011,SCH,8.0,Augusta County ,440.0,01,5.0,M,Y,N,N,SLI,11
1548,Stuarts Draft High,2010-2011,SCH,8.0,Augusta County ,730.0,09,5.0,M,Y,N,Y,SLD,11
1549,Stuarts Draft Middle,2010-2011,SCH,8.0,Augusta County ,60.0,06,5.0,F,Y,N,N,SLD,15
1550,Suburban Park Elementary,2010-2011,SCH,118.0,Norfolk City ,500.0,01,3.0,M,Y,N,Y,ID,11
1551,Sudley Elementary,2010-2011,SCH,75.0,Prince William County ,20.0,01,5.0,M,Y,N,N,SLI,11
1552,Suella G. Ellis Elementary,2010-2011,SCH,75.0,Prince William County ,270.0,02,4.0,M,Y,N,N,SLI,10
1553,Sugar Grove Combined,2010-2011,SCH,86.0,Smyth County ,530.0,,5.0,M,Y,N,Y,SLI,19
1554,Sugarland Elementary,2010-2011,SCH,53.0,Loudoun County ,10.0,02,4.0,M,Y,N,Y,DD,10
1555,Sully Elementary,2010-2011,SCH,53.0,Loudoun County ,750.0,05,4.0,F,Y,N,N,SLI,11
1556,Summer Hill/Ruffin Road Elementary,2010-2011,SCH,123.0,Richmond City ,510.0,01,3.0,M,Y,N,Y,SLI,13
1557,Sunnyside Elementary,2010-2011,SCH,27.0,Dinwiddie County ,180.0,,5.0,M,Y,N,Y,,10
1558,Sunrise Valley Elementary,2010-2011,SCH,29.0,Fairfax County ,280.0,04,5.0,M,Y,N,N,SLI,10
1559,Surry County High,2010-2011,SCH,90.0,Surry County ,10.0,09,3.0,F,Y,N,Y,SLD,10
1560,Surry Elementary,2010-2011,SCH,90.0,Surry County ,20.0,04,3.0,M,Y,N,Y,SLI,10
1561,Sussex Central High,2010-2011,SCH,91.0,Sussex County ,340.0,08,3.0,M,Y,N,Y,ID,11
1562,Sussex Central Middle,2010-2011,SCH,91.0,Sussex County ,20.0,04,3.0,M,Y,N,Y,SLD,10
1563,Sutherland Elementary,2010-2011,SCH,27.0,Dinwiddie County ,520.0,03,3.0,M,Y,N,N,SLI,11
1564,Swans Creek Elementary,2010-2011,SCH,75.0,Prince William County ,890.0,03,3.0,M,Y,N,N,SLI,12
1565,Swansboro Elementary,2010-2011,SCH,123.0,Richmond City ,210.0,03,3.0,M,Y,N,Y,SLD,10
1566,Swanson Middle,2010-2011,SCH,7.0,Arlington County ,240.0,06,5.0,M,Y,N,N,OHI,19
1567,Swift Creek Elementary,2010-2011,SCH,21.0,Chesterfield County ,340.0,02,5.0,M,Y,N,N,SLI,11
1568,Swift Creek Middle,2010-2011,SCH,21.0,Chesterfield County ,270.0,06,3.0,M,Y,N,N,OHI,10
1569,Swords Creek Elementary,2010-2011,SCH,83.0,Russell County ,710.0,,5.0,,Y,N,,,10
1570,Sycamore Park Elementary,2010-2011,SCH,24.0,Culpeper County ,460.0,04,3.0,M,Y,N,Y,SLI,10
1571,Sycolin Creek Elementary,2010-2011,SCH,53.0,Loudoun County ,280.0,01,5.0,F,Y,N,N,DD,10
1572,Sydnor Jennings Elementary,2010-2011,SCH,41.0,Halifax County ,1490.0,05,3.0,M,Y,N,Y,SLD,12
1573,T. Benton Gayle Middle,2010-2011,SCH,89.0,Stafford County ,162.0,06,5.0,F,Y,N,N,SLD,12
1574,T. Ryland Sanford Elementary,2010-2011,SCH,117.0,Newport News City ,290.0,02,3.0,M,Y,N,Y,SLD,10
1575,T.C. Miller Elementary for Innovation,2010-2011,SCH,115.0,Lynchburg City ,90.0,,3.0,F,Y,N,Y,SLI,17
1576,T.C. Williams High,2010-2011,SCH,101.0,Alexandria City ,210.0,09,3.0,F,Y,N,Y,SLD,10
1577,Tabb Elementary,2010-2011,SCH,98.0,York County ,50.0,01,5.0,M,Y,N,N,SLI,11
1578,Tabb High,2010-2011,SCH,98.0,York County ,230.0,09,5.0,M,Y,N,N,SLD,10
1579,Tabb Middle,2010-2011,SCH,98.0,York County ,190.0,06,5.0,M,Y,N,N,OHI,10
1580,Tallwood Elementary,2010-2011,SCH,128.0,Virginia Beach City ,910.0,02,5.0,M,Y,N,N,DD,11
1581,Tallwood High,2010-2011,SCH,128.0,Virginia Beach City ,920.0,09,3.0,F,Y,N,Y,SLD,11
1582,Tangier Combined,2010-2011,SCH,1.0,Accomack County ,530.0,,5.0,,Y,N,,,12
1583,Tanners Creek Elementary,2010-2011,SCH,118.0,Norfolk City ,100.0,02,3.0,M,Y,N,Y,SLD,10
1584,Tappahannock Elementary,2010-2011,SCH,28.0,Essex County ,160.0,01,3.0,M,Y,N,Y,SLI,10
1585,Tarrallton Elementary,2010-2011,SCH,118.0,Norfolk City ,800.0,01,3.0,M,Y,N,Y,SLI,10
1586,Taylor Elementary,2010-2011,SCH,7.0,Arlington County ,420.0,PS,5.0,M,Y,N,N,SLI,16
1587,Tazewell Elementary,2010-2011,SCH,92.0,Tazewell County ,1030.0,01,5.0,M,Y,N,Y,SLI,14
1588,Tazewell High,2010-2011,SCH,92.0,Tazewell County ,890.0,09,5.0,M,Y,N,Y,OHI,14
1589,Tazewell Middle,2010-2011,SCH,92.0,Tazewell County ,100.0,06,5.0,M,Y,N,Y,SLD,11
1590,Terra Centre Elementary,2010-2011,SCH,29.0,Fairfax County ,170.0,01,5.0,M,Y,N,N,SLI,10
1591,Terraset Elementary,2010-2011,SCH,29.0,Fairfax County ,250.0,03,5.0,M,Y,N,N,SLD,12
1592,Thalia Elementary,2010-2011,SCH,128.0,Virginia Beach City ,350.0,01,5.0,M,Y,N,N,SLI,10
1593,Thaxton Elementary,2010-2011,SCH,10.0,Bedford County ,450.0,,5.0,F,Y,N,N,,10
1594,Thelma Crenshaw Elementary,2010-2011,SCH,21.0,Chesterfield County ,410.0,01,5.0,M,Y,N,N,SLD,10
1595,Thomas C. Boushall Middle,2010-2011,SCH,123.0,Richmond City ,480.0,06,3.0,F,Y,N,Y,SLD,12
1596,Thomas C. McSwain Elementary,2010-2011,SCH,126.0,Staunton City ,90.0,02,5.0,M,Y,N,Y,SLI,11
1597,Thomas C. Walker Elementary,2010-2011,SCH,36.0,Gloucester County ,140.0,,5.0,F,Y,N,N,SLI,11
1598,Thomas Dale High,2010-2011,SCH,21.0,Chesterfield County ,610.0,09,3.0,M,Y,N,N,OHI,12
1599,Thomas Eaton Middle,2010-2011,SCH,112.0,Hampton City ,380.0,06,3.0,M,Y,N,N,SLD,13
1600,Thomas Harrison Middle,2010-2011,SCH,113.0,Harrisonburg City ,80.0,05,4.0,M,Y,Y,Y,SLD,11
1601,Thomas Hunter Middle,2010-2011,SCH,57.0,Mathews County ,100.0,05,5.0,M,Y,N,Y,SLD,10
1602,Thomas Jefferson Elementary,2010-2011,SCH,10.0,Bedford County ,1213.0,KG,5.0,F,Y,N,N,SLI,10
1603,Thomas Jefferson High,2010-2011,SCH,123.0,Richmond City ,20.0,09,3.0,F,Y,N,Y,SLD,11
1604,Thomas Walker High,2010-2011,SCH,52.0,Lee County ,880.0,09,5.0,M,Y,N,Y,SLD,10
1605,Thoreau Middle,2010-2011,SCH,29.0,Fairfax County ,1140.0,07,5.0,M,Y,N,N,SLD,33
1606,Thornburg Middle,2010-2011,SCH,88.0,Spotsylvania County ,502.0,06,5.0,M,Y,N,N,SLD,13
1607,Thoroughgood Elementary,2010-2011,SCH,128.0,Virginia Beach City ,400.0,01,5.0,M,Y,N,N,SLD,10
1608,Three Chopt Elementary,2010-2011,SCH,43.0,Henrico County ,10.0,05,5.0,F,Y,N,N,SLI,10
1609,Three Oaks Elementary,2010-2011,SCH,128.0,Virginia Beach City ,100.0,01,5.0,M,Y,N,N,DD,11
1610,Thurgood Marshall Elementary,2010-2011,SCH,75.0,Prince William County ,790.0,02,5.0,M,Y,N,N,SLI,10
1611,Tidewater Park Elementary,2010-2011,SCH,118.0,Norfolk City ,780.0,04,3.0,M,Y,N,Y,SLD,11
1612,Timber Lane Elementary,2010-2011,SCH,29.0,Fairfax County ,830.0,03,4.0,M,Y,N,N,DD,11
1613,Toano Middle,2010-2011,SCH,131.0,Williamsburg-James City County ,100.0,06,5.0,F,Y,N,N,SLD,10
1614,Tomahawk Creek Middle,2010-2011,SCH,21.0,Chesterfield County ,880.0,06,5.0,M,Y,N,N,SLD,15
1615,Tomahawk Elementary,2010-2011,SCH,16.0,Campbell County ,60.0,01,5.0,M,Y,N,N,SLI,10
1616,Totaro Elementary,2010-2011,SCH,13.0,Brunswick County ,720.0,,3.0,M,Y,N,N,SLI,17
1617,Trantwood Elementary,2010-2011,SCH,128.0,Virginia Beach City ,510.0,01,5.0,M,Y,N,N,SLD,10
1618,Trevilians Elementary,2010-2011,SCH,54.0,Louisa County ,641.0,05,5.0,F,Y,N,N,SLI,10
1619,Triangle Elementary,2010-2011,SCH,75.0,Prince William County ,430.0,01,3.0,M,Y,N,Y,SLI,10
1620,Troutville Elementary,2010-2011,SCH,12.0,Botetourt County ,40.0,03,5.0,M,Y,N,N,SLI,13
1621,Truitt Intermediate,2010-2011,SCH,136.0,Chesapeake City ,971.0,03,3.0,M,Y,N,Y,SLD,13
1622,Tuckahoe Elementary,2010-2011,SCH,7.0,Arlington County ,211.0,01,5.0,M,Y,N,N,SLI,12
1623,Tuckahoe Middle,2010-2011,SCH,43.0,Henrico County ,520.0,06,5.0,F,Y,N,N,SLD,10
1624,Tucker-Capps Elementary,2010-2011,SCH,112.0,Hampton City ,360.0,02,3.0,M,Y,N,N,SLD,11
1625,Tunstall High,2010-2011,SCH,71.0,Pittsylvania County ,1730.0,09,5.0,M,Y,N,N,OHI,18
1626,Tunstall Middle,2010-2011,SCH,71.0,Pittsylvania County ,1130.0,06,5.0,M,Y,N,Y,OHI,11
1627,Turner Ashby High,2010-2011,SCH,82.0,Rockingham County ,850.0,09,5.0,M,Y,N,N,SLD,17
1628,Tuscarora High,2010-2011,SCH,53.0,Loudoun County ,200.0,09,5.0,M,Y,N,N,SLD,20
1629,Tussing Elementary,2010-2011,SCH,106.0,Colonial Heights City ,60.0,01,5.0,M,Y,N,N,SLD,13
1630,Twain Middle,2010-2011,SCH,29.0,Fairfax County ,1160.0,07,4.0,M,Y,Y,Y,SLD,14
1631,Twin Hickory Elementary,2010-2011,SCH,43.0,Henrico County ,310.0,KG,5.0,M,Y,N,N,SLI,10
1632,Twin Springs Elementary,2010-2011,SCH,71.0,Pittsylvania County ,1851.0,01,5.0,M,Y,N,N,SLI,10
1633,Twin Springs High,2010-2011,SCH,84.0,Scott County ,780.0,10,5.0,F,Y,N,Y,SLD,11
1634,Twin Valley Elementary/Middle,2010-2011,SCH,14.0,Buchanan County ,1041.0,03,5.0,F,Y,N,Y,SLI,10
1635,Twin Valley High,2010-2011,SCH,14.0,Buchanan County ,1042.0,08,5.0,F,Y,N,Y,SLD,10
1636,Tye River Elementary,2010-2011,SCH,62.0,Nelson County ,20.0,02,3.0,M,Y,N,Y,SLI,12
1637,Union Hall Elementary,2010-2011,SCH,71.0,Pittsylvania County ,1740.0,,3.0,F,Y,N,Y,,10
1638,Union Mill Elementary,2010-2011,SCH,29.0,Fairfax County ,1540.0,01,5.0,M,Y,N,N,SLD,11
1639,Unionville Elementary,2010-2011,SCH,68.0,Orange County ,350.0,01,5.0,M,Y,N,Y,SLI,11
1640,Valley Elementary,2010-2011,SCH,9.0,Bath County ,150.0,,5.0,M,Y,N,Y,,15
1641,Valley Institute Elementary,2010-2011,SCH,94.0,Washington County ,1020.0,01,5.0,M,Y,N,Y,SLI,11
1642,Varina Elementary,2010-2011,SCH,43.0,Henrico County ,290.0,03,3.0,F,Y,N,N,OHI,10
1643,Varina High,2010-2011,SCH,43.0,Henrico County ,580.0,09,3.0,F,Y,N,Y,OHI,13
1644,Venable Elementary,2010-2011,SCH,104.0,Charlottesville City ,40.0,PS,3.0,M,Y,N,Y,SLI,10
1645,Vernon Johns Junior High,2010-2011,SCH,120.0,Petersburg City ,211.0,08,3.0,F,Y,N,N,ID,13
1646,Verona Elementary,2010-2011,SCH,8.0,Augusta County ,710.0,04,5.0,F,Y,N,Y,SLI,10
1647,Victoria Elementary,2010-2011,SCH,55.0,Lunenburg County ,140.0,01,3.0,M,Y,N,Y,SLI,12
1648,Victory Elementary,2010-2011,SCH,75.0,Prince William County ,390.0,01,5.0,M,Y,N,N,SLI,11
1649,Vienna Elementary,2010-2011,SCH,29.0,Fairfax County ,120.0,04,5.0,M,Y,N,N,SLI,11
1650,Virginia Avenue Charlotte Dehart Elementary ,2010-2011,SCH,132.0,Winchester City ,20.0,01,3.0,M,Y,N,N,SLI,10
1651,Virginia Beach Middle,2010-2011,SCH,128.0,Virginia Beach City ,140.0,06,5.0,M,Y,N,N,SLD,10
1652,Virginia Heights Elementary,2010-2011,SCH,124.0,Roanoke City ,70.0,02,5.0,M,Y,N,Y,SLI,10
1653,Virginia High,2010-2011,SCH,102.0,Bristol City ,80.0,09,5.0,M,Y,N,Y,SLD,11
1654,Virginia L. Murray Elementary,2010-2011,SCH,2.0,Albemarle County ,910.0,,5.0,M,Y,N,N,,11
1655,Virginia Middle,2010-2011,SCH,102.0,Bristol City ,10.0,06,5.0,M,Y,N,Y,SLD,15
