ï»¿Year,State,County,School District ,City ,Number Reporting,School,Public/Private,Age,Total_enrolled,Total_Complete,Total_Exempt,ME_total,PME_total,TME_total,PBE_total,PBE_total-philosophy,PBE_total-religion,TDaP,TDaP_exempt,Var,Var_exempt,HepB,HepB_exempt,HepA,HepA_exempt,MMR,Mumps_exempt,Rubella_exempt,Measles2,Measles2_exempt,Polio(IPV),Polio(IPV)_exempt,DTaP,DTaP_exempt,HIB1,HIB1_exempt,MCV4,MCV4_exempt,PCV13,PCV13_exempt,Influenza,Influenza_exempt,No Record
2016,Texas,Fort Bend,,,,,,,111695,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Franklin,,,,,,,1618,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Freestone,,,,,,,3800,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Frio,,,,,,,3240,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Gaines,,,,,,,3529,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Galveston,,,,,,,82828,,,,,,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Garza,,,,,,,1033,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Gillespie,,,,,,,3837,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Glasscock,,,,,,,308,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Goliad,,,,,,,1337,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Gonzales,,,,,,,4271,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Gray,,,,,,,4095,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Grayson,,,,,,,22577,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Gregg,,,,,,,24311,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Grimes,,,,,,,4525,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Guadalupe,,,,,,,26177,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hale,,,,,,,7371,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hall,,,,,,,726,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hamilton,,,,,,,1399,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hansford,,,,,,,1419,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hardeman,,,,,,,767,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hardin,,,,,,,10747,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Harris,,,,,,,909547,,,,,,6549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Harrison,,,,,,,13237,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hartley,,,,,,,422,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Haskell,,,,,,,880,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hays,,,,,,,36237,,,,,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hemphill,,,,,,,997,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Henderson,,,,,,,10129,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hidalgo,,,,,,,234994,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hill,,,,,,,6655,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hockley,,,,,,,4908,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hood,,,,,,,8218,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hopkins,,,,,,,6844,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Houston,,,,,,,3184,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Howard,,,,,,,5599,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hudspeth,,,,,,,605,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hunt,,,,,,,15025,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Hutchinson,,,,,,,4330,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Irion,,,,,,,260,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jack,,,,,,,1629,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jackson,,,,,,,3551,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jasper,,,,,,,6402,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jeff Davis,,,,,,,273,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jefferson,,,,,,,42330,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jim Hogg,,,,,,,1181,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jim Wells,,,,,,,8218,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Johnson,,,,,,,34713,,,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Jones,,,,,,,2678,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Karnes,,,,,,,2523,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kaufman,,,,,,,27721,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kendall,,,,,,,9519,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kenedy,,,,,,,75,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kent,,,,,,,128,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kerr,,,,,,,6867,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kimble,,,,,,,633,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,King,,,,,,,112,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kinney,,,,,,,620,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Kleberg,,,,,,,5269,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Knox,,,,,,,807,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lamar,,,,,,,8573,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lamb,,,,,,,3004,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lampasas,,,,,,,3645,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,La Salle,,,,,,,1368,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lavaca,,,,,,,2428,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lee,,,,,,,3086,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Leon,,,,,,,3127,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Liberty,,,,,,,16259,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Limestone,,,,,,,4028,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lipscomb,,,,,,,812,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Live Oak,,,,,,,1744,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Llano,,,,,,,1859,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lubbock,,,,,,,50202,,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Lynn,,,,,,,1425,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Madison,,,,,,,2684,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Marion,,,,,,,1262,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Martin,,,,,,,1247,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Mason,,,,,,,707,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Matagorda,,,,,,,7264,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Maverick,,,,,,,14831,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Mcculloch,,,,,,,1498,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Mclennan,,,,,,,53732,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Mcmullen,,,,,,,265,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Medina,,,,,,,10199,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Menard,,,,,,,294,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Midland,,,,,,,27639,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Milam,,,,,,,4709,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Mills,,,,,,,1004,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Mitchell,,,,,,,1441,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Montague,,,,,,,3334,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Montgomery,,,,,,,107257,,,,,,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Moore,,,,,,,5084,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Morris,,,,,,,1975,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Motley,,,,,,,159,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Nacogdoches,,,,,,,11238,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Navarro,,,,,,,9915,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Newton,,,,,,,1913,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Nolan,,,,,,,3204,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Nueces,,,,,,,62159,,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Ochiltree,,,,,,,2330,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Oldham,,,,,,,901,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Orange,,,,,,,15334,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Palo Pinto,,,,,,,4620,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Panola,,,,,,,4020,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Parker,,,,,,,21210,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Parmer,,,,,,,2368,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Pecos,,,,,,,3223,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Polk,,,,,,,6933,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Potter,,,,,,,37272,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Presidio,,,,,,,1701,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Rains,,,,,,,1686,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Randall,,,,,,,9862,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Reagan,,,,,,,851,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Real,,,,,,,506,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Red River,,,,,,,2080,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Reeves,,,,,,,2648,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Refugio,,,,,,,1399,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Roberts,,,,,,,195,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Robertson,,,,,,,3356,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Rockwall,,,,,,,21286,,,,,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Runnels,,,,,,,2044,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Rusk,,,,,,,8209,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Sabine,,,,,,,1588,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,San Augustine,,,,,,,1137,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,San Jacinto,,,,,,,3522,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,San Patricio,,,,,,,14484,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,San Saba,,,,,,,973,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Schleicher,,,,,,,570,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Scurry,,,,,,,3346,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Shackelford,,,,,,,637,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Shelby,,,,,,,5541,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Sherman,,,,,,,768,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Smith,,,,,,,38179,,,,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Somervell,,,,,,,1987,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Starr,,,,,,,17607,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Stephens,,,,,,,1493,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Sterling,,,,,,,294,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Stonewall,,,,,,,249,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Sutton,,,,,,,834,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Swisher,,,,,,,1635,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Tarrant,,,,,,,359879,,,,,,4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Taylor,,,,,,,37969,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Terrell,,,,,,,146,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Terry,,,,,,,2438,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Throckmorton,,,,,,,308,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Titus,,,,,,,7100,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Tom Green,,,,,,,21051,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Travis,,,,,,,163823,,,,,,4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Trinity,,,,,,,2320,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Tyler,,,,,,,3648,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Upshur,,,,,,,7343,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Upton,,,,,,,819,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Uvalde,,,,,,,5917,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Val Verde,,,,,,,10731,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Van Zandt,,,,,,,9992,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Victoria,,,,,,,15386,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Walker,,,,,,,8373,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Waller,,,,,,,10872,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Ward,,,,,,,2470,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Washington,,,,,,,5411,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Webb,,,,,,,68599,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Wharton,,,,,,,8510,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Wheeler,,,,,,,1125,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Wichita,,,,,,,20735,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
