Year,RCDTS,Enrollment,PBE,PME
2015-2016,5.01602E+13,514,5,0
2015-2016,5.01602E+13,552,5,1
2015-2016,5.01602E+13,610,3,0
2015-2016,5.01602E+13,371,2,0
2015-2016,5.01602E+13,690,3,0
2015-2016,5.01602E+13,765,1,0
2015-2016,5.01602E+13,626,3,0
2015-2016,5.01602E+13,573,2,1
2015-2016,5.01602E+13,472,0,3
2015-2016,5.01602E+13,488,3,1
2015-2016,5.01602E+13,396,7,2
2015-2016,5.01602E+13,434,10,1
2015-2016,5.01602E+13,304,3,0
2015-2016,5.01602E+13,398,2,0
2015-2016,5.01602E+13,546,4,2
2015-2016,5.01602E+13,522,0,0
2015-2016,5.01602E+13,536,0,1
2015-2016,5.01602E+13,511,2,0
2015-2016,5.01602E+13,398,4,0
2015-2016,5.01602E+13,327,2,0
2015-2016,5.01602E+13,348,4,0
2015-2016,5.01603E+13,836,3,0
2015-2016,5.01603E+13,957,8,1
2015-2016,5.01603E+13,507,7,1
2015-2016,5.01603E+13,460,9,2
2015-2016,5.01603E+13,544,3,0
2015-2016,5.01603E+13,581,12,1
2015-2016,5.01603E+13,444,6,1
2015-2016,5.01603E+13,622,2,0
2015-2016,5.01603E+13,492,3,1
2015-2016,5.01603E+13,466,0,0
2015-2016,5.01603E+13,495,2,0
2015-2016,5.01603E+13,494,10,0
2015-2016,5.01603E+13,444,1,0
2015-2016,5.01603E+13,375,1,2
2015-2016,5.01603E+13,412,1,1
2015-2016,5.01603E+13,616,2,2
2015-2016,5.01603E+13,417,6,1
2015-2016,5.01603E+13,373,13,0
2015-2016,5.01603E+13,386,8,0
2015-2016,5.01603E+13,212,2,0
2015-2016,5.01603E+13,263,0,0
2015-2016,5.01603E+13,131,1,0
2015-2016,5.01603E+13,330,5,0
2015-2016,5.01603E+13,388,4,3
2015-2016,5.01603E+13,307,1,0
2015-2016,5.01603E+13,603,2,2
2015-2016,5.01603E+13,889,5,1
2015-2016,5.01603E+13,867,0,0
2015-2016,5.01603E+13,532,1,0
2015-2016,5.01603E+13,475,6,0
2015-2016,5.01603E+13,559,11,1
2015-2016,5.01603E+13,488,4,0
2015-2016,5.01603E+13,537,1,0
2015-2016,5.01603E+13,486,6,1
2015-2016,5.01604E+13,586,10,2
2015-2016,5.01604E+13,229,0,1
2015-2016,5.01604E+13,358,6,0
2015-2016,5.01604E+13,440,0,0
2015-2016,5.01604E+13,388,6,1
2015-2016,5.01604E+13,244,5,0
2015-2016,5.01604E+13,252,0,0
2015-2016,5.01604E+13,422,2,0
2015-2016,5.01604E+13,287,2,1
2015-2016,5.01604E+13,459,1,1
2015-2016,5.01604E+13,487,5,1
2015-2016,5.01604E+13,886,4,0
2015-2016,5.01604E+13,518,3,1
2015-2016,5.01604E+13,430,0,0
2015-2016,5.01604E+13,502,7,1
2015-2016,5.01604E+13,518,4,2
2015-2016,5.01604E+13,861,3,4
2015-2016,5.01605E+13,686,2,1
2015-2016,5.01605E+13,588,4,1
2015-2016,5.01605E+13,567,1,0
2015-2016,5.01605E+13,606,3,0
2015-2016,5.01605E+13,548,1,2
2015-2016,5.01605E+13,532,2,3
2015-2016,5.01605E+13,487,3,0
2015-2016,5.01605E+13,512,2,1
2015-2016,5.01605E+13,481,3,0
2015-2016,5.01605E+13,681,7,0
2015-2016,5.01605E+13,430,9,1
2015-2016,5.01605E+13,438,4,0
2015-2016,5.01605E+13,551,7,0
2015-2016,5.01605E+13,427,3,1
2015-2016,5.01605E+13,481,3,1
2015-2016,5.01605E+13,444,8,2
2015-2016,5.01605E+13,532,6,0
2015-2016,5.01605E+13,416,2,0
2015-2016,5.01605E+13,461,0,0
2015-2016,5.01605E+13,566,6,0
2015-2016,5.01605E+13,457,7,0
2015-2016,5.01605E+13,711,7,2
2015-2016,5.01605E+13,492,5,0
2015-2016,5.01605E+13,633,9,1
2015-2016,5.01605E+13,417,10,2
2015-2016,5.01605E+13,462,2,1
2015-2016,5.01605E+13,389,9,1
2015-2016,5.01605E+13,625,6,1
2015-2016,5.01606E+13,735,8,0
2015-2016,5.01606E+13,526,3,0
2015-2016,5.01606E+13,443,6,0
2015-2016,5.01606E+13,515,8,0
2015-2016,5.01606E+13,928,3,1
2015-2016,5.01606E+13,811,2,2
2015-2016,5.01606E+13,688,2,3
2015-2016,5.01606E+13,408,1,1
2015-2016,5.01606E+13,379,2,1
2015-2016,5.01606E+13,437,7,0
2015-2016,5.01606E+13,448,7,0
2015-2016,5.01606E+13,450,7,4
2015-2016,5.01606E+13,407,3,1
2015-2016,5.01606E+13,352,0,2
2015-2016,5.01606E+13,418,2,2
2015-2016,5.01606E+13,454,3,0
2015-2016,5.01606E+13,437,1,0
2015-2016,5.01606E+13,238,7,1
2015-2016,5.01606E+13,693,2,0
2015-2016,5.01606E+13,722,3,0
2015-2016,5.01606E+13,481,2,2
2015-2016,5.01606E+13,316,4,1
2015-2016,5.01606E+13,292,7,0
2015-2016,5.01606E+13,755,4,0
2015-2016,5.01606E+13,539,0,0
2015-2016,5.01606E+13,317,0,0
2015-2016,5.01606E+13,345,0,1
2015-2016,5.01606E+13,246,3,0
2015-2016,5.01606E+13,251,7,1
2015-2016,5.01606E+13,756,4,0
2015-2016,5.01606E+13,588,4,0
2015-2016,5.01606E+13,431,1,0
2015-2016,5.01606E+13,398,2,0
2015-2016,5.01606E+13,306,0,0
2015-2016,5.01606E+13,475,6,0
2015-2016,5.01606E+13,616,1,0
2015-2016,5.01606E+13,811,12,0
2015-2016,5.01606E+13,696,5,0
2015-2016,5.01606E+13,458,2,0
2015-2016,5.01606E+13,660,14,0
2015-2016,5.01606E+13,493,10,1
2015-2016,5.01606E+13,684,4,0
2015-2016,5.01606E+13,606,14,0
2015-2016,5.01606E+13,105,1,0
2015-2016,5.01607E+13,576,7,0
2015-2016,5.01607E+13,805,8,0
2015-2016,5.01607E+13,690,9,2
2015-2016,5.01607E+13,362,5,2
2015-2016,5.01607E+13,525,16,2
2015-2016,5.01607E+13,528,6,0
2015-2016,5.01607E+13,389,0,1
2015-2016,5.01607E+13,416,10,0
2015-2016,5.01607E+13,392,4,0
2015-2016,5.01607E+13,356,2,1
2015-2016,5.01607E+13,529,8,1
2015-2016,5.01607E+13,525,3,0
2015-2016,5.01607E+13,581,9,0
2015-2016,5.01607E+13,379,9,0
2015-2016,5.01607E+13,372,6,1
2015-2016,5.01607E+13,42,0,0
2015-2016,5.01607E+13,204,3,0
2015-2016,5.01607E+13,276,2,0
2015-2016,5.01607E+13,379,3,0
2015-2016,5.01607E+13,698,3,1
2015-2016,5.01607E+13,368,3,0
2015-2016,5.01607E+13,382,4,0
2015-2016,5.01607E+13,389,7,0
2015-2016,5.01607E+13,559,1,0
2015-2016,5.01607E+13,550,5,0
2015-2016,5.01607E+13,621,2,2
2015-2016,5.01607E+13,541,7,2
2015-2016,5.01607E+13,692,10,1
2015-2016,5.01607E+13,549,2,0
2015-2016,5.01607E+13,345,1,0
2015-2016,5.01607E+13,547,4,0
2015-2016,5.01607E+13,184,2,1
2015-2016,5.01607E+13,414,1,0
2015-2016,5.01607E+13,395,0,0
2015-2016,5.01607E+13,416,7,0
2015-2016,5.0162E+13,3349,28,4
2015-2016,5.0162E+13,3027,18,8
2015-2016,5.0162E+13,967,2,1
2015-2016,5.01621E+13,1939,3,2
2015-2016,5.01621E+13,2399,10,2
2015-2016,5.01621E+13,2053,10,1
2015-2016,5.01621E+13,26,0,0
2015-2016,5.01621E+13,2368,18,9
2015-2016,5.01621E+13,2733,1,6
2015-2016,5.01621E+13,2671,8,3
2015-2016,5.01621E+13,2222,15,4
2015-2016,5.01621E+13,1864,11,1
2015-2016,5.01621E+13,103,1,1
2015-2016,5.01621E+13,24,0,0
2015-2016,5.01621E+13,1933,5,2
2015-2016,5.01621E+13,1990,10,14
2015-2016,5.01621E+13,2240,13,5
2015-2016,5.01621E+13,1694,2,6
2015-2016,5.01621E+13,2010,7,9
2015-2016,5.01621E+13,2028,9,0
2015-2016,5.01622E+13,2566,4,2
2015-2016,5.01623E+13,2057,6,5
2015-2016,5.01623E+13,3000,12,1
2015-2016,5.01623E+13,19,0,0
2015-2016,6.01608E+13,253,2,0
2015-2016,6.01608E+13,632,7,1
2015-2016,6.01608E+13,491,3,0
2015-2016,6.01608E+13,423,3,0
2015-2016,6.01608E+13,761,8,1
2015-2016,6.01608E+13,282,2,0
2015-2016,6.01608E+13,285,1,0
2015-2016,6.01608E+13,474,1,0
2015-2016,6.01608E+13,638,2,0
2015-2016,6.01608E+13,518,4,0
2015-2016,6.01608E+13,184,0,0
2015-2016,6.01608E+13,411,1,0
2015-2016,6.01608E+13,250,2,0
2015-2016,6.01608E+13,254,1,0
2015-2016,6.01608E+13,418,1,0
2015-2016,6.01608E+13,684,1,0
2015-2016,6.01609E+13,693,0,0
2015-2016,6.01609E+13,658,3,2
2015-2016,6.01609E+13,449,0,0
2015-2016,6.01609E+13,421,0,0
2015-2016,6.01609E+13,397,2,0
2015-2016,6.01609E+13,362,0,0
2015-2016,6.01609E+13,457,0,0
2015-2016,6.01609E+13,549,3,0
2015-2016,6.01609E+13,740,0,0
2015-2016,6.01609E+13,463,1,0
2015-2016,6.01609E+13,391,0,0
2015-2016,6.01609E+13,370,0,0
2015-2016,6.01609E+13,309,0,0
2015-2016,6.01609E+13,86,0,0
2015-2016,6.01609E+13,245,0,0
2015-2016,6.01609E+13,520,1,0
2015-2016,6.01609E+13,459,0,0
2015-2016,6.01609E+13,467,0,0
2015-2016,6.01609E+13,625,0,0
2015-2016,6.01609E+13,624,2,0
2015-2016,6.01609E+13,912,1,0
2015-2016,6.01609E+13,339,0,0
2015-2016,6.01609E+13,988,0,0
2015-2016,6.01609E+13,165,0,0
2015-2016,6.01609E+13,670,6,5
2015-2016,6.01609E+13,388,8,0
2015-2016,6.01609E+13,309,4,1
2015-2016,6.01609E+13,256,3,0
2015-2016,6.01609E+13,167,6,0
2015-2016,6.01609E+13,147,0,0
2015-2016,6.01609E+13,227,2,0
2015-2016,6.01609E+13,80,0,0
2015-2016,6.01609E+13,421,1,1
2015-2016,6.01609E+13,375,1,2
2015-2016,6.01609E+13,391,0,1
2015-2016,6.01609E+13,386,7,1
2015-2016,6.01609E+13,502,0,1
2015-2016,6.01609E+13,547,0,3
2015-2016,6.0161E+13,414,3,1
2015-2016,6.0161E+13,754,6,4
2015-2016,6.0161E+13,587,12,0
2015-2016,6.0161E+13,359,6,0
2015-2016,6.0161E+13,125,4,1
2015-2016,6.0161E+13,412,13,1
2015-2016,6.0161E+13,177,5,0
2015-2016,6.0161E+13,964,18,2
2015-2016,6.0161E+13,972,14,3
2015-2016,6.0161E+13,407,6,1
2015-2016,6.0161E+13,330,2,0
2015-2016,6.0161E+13,535,3,0
2015-2016,6.0161E+13,485,17,3
2015-2016,6.0161E+13,638,9,0
2015-2016,6.0161E+13,713,10,0
2015-2016,6.0161E+13,450,8,0
2015-2016,6.0161E+13,427,12,1
2015-2016,6.0161E+13,1084,0,1
2015-2016,6.0161E+13,924,0,2
2015-2016,6.0161E+13,584,1,0
2015-2016,6.0161E+13,675,0,0
2015-2016,6.0161E+13,2472,3,0
2015-2016,6.0161E+13,1056,0,0
2015-2016,6.0161E+13,855,0,0
2015-2016,6.0161E+13,511,0,0
2015-2016,6.0161E+13,564,0,0
2015-2016,6.0161E+13,683,0,0
2015-2016,6.0161E+13,952,0,0
2015-2016,6.0161E+13,284,0,0
2015-2016,6.0161E+13,638,1,0
2015-2016,6.0161E+13,236,0,0
2015-2016,6.0161E+13,820,0,0
2015-2016,6.0161E+13,465,0,0
2015-2016,6.0161E+13,675,1,0
2015-2016,6.0161E+13,1014,0,0
2015-2016,6.0161E+13,886,0,0
2015-2016,6.0161E+13,599,1,2
2015-2016,6.0161E+13,705,3,0
2015-2016,6.0161E+13,353,0,0
2015-2016,6.0161E+13,542,0,0
2015-2016,6.0161E+13,471,1,0
2015-2016,6.0161E+13,483,0,0
2015-2016,6.0161E+13,304,2,0
2015-2016,6.0161E+13,469,5,0
2015-2016,6.0161E+13,502,4,0
2015-2016,6.0161E+13,291,10,0
2015-2016,6.0161E+13,250,3,0
2015-2016,6.0161E+13,383,4,0
2015-2016,6.0161E+13,700,6,0
2015-2016,6.0161E+13,418,6,0
2015-2016,6.0161E+13,555,2,1
2015-2016,6.0161E+13,519,6,1
2015-2016,6.0161E+13,585,6,0
2015-2016,6.0161E+13,285,1,1
2015-2016,6.0161E+13,327,3,0
2015-2016,6.0161E+13,270,4,0
2015-2016,6.0161E+13,548,4,1
2015-2016,6.0161E+13,288,1,0
2015-2016,6.0161E+13,737,0,0
2015-2016,6.0161E+13,281,0,0
2015-2016,6.01611E+13,319,4,0
2015-2016,6.01611E+13,214,2,0
2015-2016,6.01611E+13,359,2,0
2015-2016,6.01611E+13,233,1,0
2015-2016,6.01611E+13,344,7,0
2015-2016,6.01611E+13,294,2,0
2015-2016,6.01611E+13,535,14,0
2015-2016,6.01611E+13,387,5,0
2015-2016,6.01611E+13,469,21,1
2015-2016,6.0162E+13,3318,33,5
2015-2016,6.0162E+13,3495,0,0
2015-2016,6.0162E+13,3592,2,3
2015-2016,6.0162E+13,1275,0,0
2015-2016,6.0162E+13,82,0,0
2015-2016,6.0162E+13,4070,39,2
2015-2016,6.01621E+13,1635,10,0
2015-2016,6.01621E+13,1832,4,0
2015-2016,6.01621E+13,2094,2,0
2015-2016,6.01621E+13,740,1,0
2015-2016,6.01621E+13,1769,0,3
2015-2016,6.01621E+13,1563,0,0
2015-2016,6.01623E+13,817,0,1
2015-2016,6.0164E+13,934,0,0
2015-2016,6.0164E+13,438,0,0
2015-2016,6.0164E+13,578,4,1
2015-2016,6.0164E+13,639,2,0
2015-2016,6.0164E+13,225,1,0
2015-2016,6.01653E+13,60,1,0
2015-2016,7.0161E+13,589,0,0
2015-2016,7.0161E+13,200,0,0
2015-2016,7.0161E+13,527,0,1
2015-2016,7.0161E+13,199,1,0
2015-2016,7.0161E+13,344,0,1
2015-2016,7.01611E+13,364,0,0
2015-2016,7.01611E+13,609,0,1
2015-2016,7.01611E+13,472,0,0
2015-2016,7.01611E+13,680,1,0
2015-2016,7.01611E+13,446,1,1
2015-2016,7.01611E+13,588,0,2
2015-2016,7.01611E+13,203,1,0
2015-2016,7.01611E+13,434,1,0
2015-2016,7.01611E+13,745,0,0
2015-2016,7.01611E+13,563,4,3
2015-2016,7.01611E+13,313,0,0
2015-2016,7.01611E+13,362,0,1
2015-2016,7.01611E+13,376,1,0
2015-2016,7.01611E+13,262,4,1
2015-2016,7.01611E+13,308,0,1
2015-2016,7.01611E+13,429,3,1
2015-2016,7.01612E+13,980,6,1
2015-2016,7.01612E+13,449,3,0
2015-2016,7.01612E+13,686,2,1
2015-2016,7.01612E+13,747,5,2
2015-2016,7.01612E+13,431,5,5
2015-2016,7.01612E+13,687,6,2
2015-2016,7.01612E+13,814,24,1
2015-2016,7.01612E+13,414,7,2
2015-2016,7.01612E+13,717,1,0
2015-2016,7.01612E+13,395,4,0
2015-2016,7.01612E+13,341,4,0
2015-2016,7.01612E+13,529,3,3
2015-2016,7.01612E+13,368,1,2
2015-2016,7.01612E+13,405,2,1
2015-2016,7.01612E+13,425,2,1
2015-2016,7.01612E+13,398,2,1
2015-2016,7.01612E+13,510,6,0
2015-2016,7.01612E+13,448,3,0
2015-2016,7.01612E+13,544,5,1
2015-2016,7.01612E+13,305,1,0
2015-2016,7.01612E+13,299,2,0
2015-2016,7.01612E+13,297,0,0
2015-2016,7.01612E+13,305,11,2
2015-2016,7.01613E+13,251,0,1
2015-2016,7.01613E+13,255,1,1
2015-2016,7.01613E+13,227,1,0
2015-2016,7.01613E+13,339,0,0
2015-2016,7.01613E+13,321,0,0
2015-2016,7.01613E+13,270,0,0
2015-2016,7.01613E+13,663,0,0
2015-2016,7.01613E+13,361,0,0
2015-2016,7.01613E+13,426,3,1
2015-2016,7.01613E+13,299,4,2
2015-2016,7.01613E+13,39,0,0
2015-2016,7.01613E+13,398,2,0
2015-2016,7.01613E+13,503,2,1
2015-2016,7.01613E+13,540,2,0
2015-2016,7.01613E+13,247,3,0
2015-2016,7.01613E+13,211,2,0
2015-2016,7.01613E+13,147,0,0
2015-2016,7.01613E+13,122,0,0
2015-2016,7.01613E+13,370,2,1
2015-2016,7.01613E+13,388,4,2
2015-2016,7.01613E+13,376,1,1
2015-2016,7.01613E+13,222,2,0
2015-2016,7.01613E+13,222,1,1
2015-2016,7.01613E+13,203,0,0
2015-2016,7.01613E+13,413,0,0
2015-2016,7.01613E+13,559,3,1
2015-2016,7.01613E+13,431,4,3
2015-2016,7.01613E+13,295,0,0
2015-2016,7.01613E+13,283,1,0
2015-2016,7.01613E+13,363,0,0
2015-2016,7.01613E+13,390,0,1
2015-2016,7.01613E+13,386,0,0
2015-2016,7.01613E+13,312,0,0
2015-2016,7.01614E+13,521,4,0
2015-2016,7.01614E+13,569,5,0
2015-2016,7.01614E+13,719,5,0
2015-2016,7.01614E+13,423,5,1
2015-2016,7.01614E+13,342,3,1
2015-2016,7.01614E+13,464,9,1
2015-2016,7.01614E+13,509,5,0
2015-2016,7.01614E+13,303,12,1
2015-2016,7.01614E+13,378,5,0
2015-2016,7.01614E+13,593,8,0
2015-2016,7.01614E+13,609,8,0
2015-2016,7.01614E+13,619,6,0
2015-2016,7.01614E+13,438,5,0
2015-2016,7.01614E+13,375,7,0
2015-2016,7.01614E+13,412,6,0
2015-2016,7.01614E+13,495,6,0
2015-2016,7.01614E+13,578,9,2
2015-2016,7.01614E+13,516,3,0
2015-2016,7.01614E+13,245,1,0
2015-2016,7.01614E+13,418,5,1
2015-2016,7.01614E+13,427,6,1
2015-2016,7.01614E+13,727,3,0
2015-2016,7.01614E+13,612,8,0
2015-2016,7.01614E+13,359,0,0
2015-2016,7.01614E+13,122,3,0
2015-2016,7.01614E+13,531,0,0
2015-2016,7.01614E+13,193,0,0
2015-2016,7.01614E+13,378,1,0
2015-2016,7.01614E+13,213,0,0
