Year,RCDTS,Enrollment,PME,PBE
2009-2010,140160990021002,2805,0,0
2009-2010,50082006X060000,115,0,0
2009-2010,010010040261001,234,0,0
2009-2010,300391400042001,678,0,7
2009-2010,090100070262006,494,2,0
2009-2010,15016299025204C,1573,0,2
2009-2010,14016833Z230000,626,0,0
2009-2010,651089010800001,612,1,3
2009-2010,14016043Z010000,1783,1,4
2009-2010,651089020800001,313,0,2
2009-2010,09010024X010000,52,0,0
2009-2010,15016299025205C,3432,0,0
2009-2010,150162990250829,546,0,0
2009-2010,15016299025010C,685,0,1
2009-2010,090101160220001,1105,0,5
2009-2010,090101160221002,854,0,9
2009-2010,190222040262017,605,3,4
2009-2010,140160630022006,598,0,0
2009-2010,220290020262006,221,1,0
2009-2010,220290020260001,116,0,0
2009-2010,14016708Z140000,108,0,18
2009-2010,480721500253034,157,2,1
2009-2010,56099365U263002,176,1,0
2009-2010,440630150042004,661,1,3
2009-2010,450670030262001,262,1,0
2009-2010,450670030260001,148,0,0
2009-2010,450670030261001,111,0,0
2009-2010,280063030262003,80,0,2
2009-2010,03026007X020000,37,0,0
2009-2010,030262030260001,486,0,0
2009-2010,030262030262008,358,0,0
2009-2010,030262030261002,488,0,0
2009-2010,150162990252491,329,0,2
2009-2010,150162990253753,229,0,0
2009-2010,410570030262002,81,0,0
2009-2010,440632000262009,828,0,8
2009-2010,340491280160004,1349,0,3
2009-2010,090100040262027,416,1,4
2009-2010,140161300021003,440,0,1
2009-2010,150162990253781,257,4,3
2009-2010,140162300130003,2459,12,10
2009-2010,020440550022001,419,0,3
2009-2010,020441330170001,384,0,1
2009-2010,340490560021002,602,0,3
2009-2010,110213020262001,370,2,2
2009-2010,110213020260001,196,0,1
2009-2010,110213020261001,89,0,1
2009-2010,49081008X160000,134,0,3
2009-2010,340491160262006,446,0,2
2009-2010,50082074Y010000,30,0,0
2009-2010,400560040262003,482,0,2
2009-2010,400560040260001,264,0,0
2009-2010,400560040261001,183,0,0
2009-2010,140161400021003,701,3,2
2009-2010,460090640262001,229,1,2
2009-2010,460090640261001,76,0,2
2009-2010,140160150042015,730,0,3
2009-2010,460090640260003,110,0,2
2009-2010,10011007X260000,165,0,0
2009-2010,19022046X100000,533,2,4
2009-2010,28037007X100000,101,0,0
2009-2010,14016319X100000,174,0,0
2009-2010,500821890223006,430,0,0
2009-2010,150162990250844,274,0,0
2009-2010,150162990252494,1007,0,0
2009-2010,150162990252495,531,0,0
2009-2010,150162990250046,1614,0,0
2009-2010,480721500251003,382,0,0
2009-2010,190220020022007,340,0,1
2009-2010,340490340042005,450,1,4
2009-2010,340491160262005,671,1,4
2009-2010,450670050262003,626,0,3
2009-2010,310451310222006,370,0,0
2009-2010,140161040022004,240,0,0
2009-2010,160194300262004,196,1,0
2009-2010,150162990252497,244,0,0
2009-2010,150162990252498,284,2,0
2009-2010,140161680042002,622,0,0
2009-2010,340491090022006,489,0,7
2009-2010,041012050252062,441,0,0
2009-2010,140160650042019,306,1,3
2009-2010,560991610022005,832,2,7
2009-2010,190221810042009,305,1,0
2009-2010,560992020222006,798,1,1
2009-2010,550980050263003,189,1,3
2009-2010,350501950042001,305,0,2
2009-2010,460691170223012,180,0,0
2009-2010,240322010042003,491,2,7
2009-2010,140161040022005,365,0,1
2009-2010,150162990252500,497,0,0
2009-2010,140160210042015,536,1,0
2009-2010,140161460042005,342,0,1
2009-2010,140160150041018,689,0,2
2009-2010,350501850042001,241,0,5
2009-2010,14016121Y060000,412,0,2
2009-2010,250410010262002,236,2,0
2009-2010,250410010260001,111,0,0
2009-2010,320380090262003,187,0,0
2009-2010,510841860252037,316,0,0
2009-2010,150162990252501,444,0,0
2009-2010,150162990252767,454,0,0
2009-2010,150162990252502,346,1,0
2009-2010,080432050262002,140,0,0
2009-2010,080432050260001,211,0,0
2009-2010,140161525022004,240,0,1
2009-2010,140160990022012,255,0,0
2009-2010,340491210170001,4340,1,4
2009-2010,390550110262001,721,0,0
2009-2010,390550110260001,348,0,0
2009-2010,260343160262003,259,5,0
2009-2010,260343160260001,243,0,1
2009-2010,310453030262008,501,0,6
2009-2010,150162990252503,788,0,0
2009-2010,150162990252401,585,0,0
2009-2010,530903080160001,1218,0,6
2009-2010,090101160223002,289,0,1
2009-2010,040041000262008,1092,0,2
2009-2010,090100040262020,230,0,0
2009-2010,100110080262003,301,1,1
2009-2010,120170020262007,437,1,0
2009-2010,140160630022010,386,0,1
2009-2010,140160650042020,475,4,11
2009-2010,140160810022003,224,0,0
2009-2010,140160890022012,336,0,0
2009-2010,140161470022006,346,1,1
2009-2010,140161480022006,323,0,1
2009-2010,170200150262005,240,0,1
2009-2010,170534290042005,278,0,0
2009-2010,170640870252013,423,0,7
2009-2010,211000010262002,463,0,3
2009-2010,211000020262010,648,2,2
2009-2010,310450460222036,463,0,0
2009-2010,340490600262018,586,0,3
2009-2010,340490750022005,468,0,1
2009-2010,350501240022004,303,0,1
2009-2010,350501250022001,153,0,1
2009-2010,410570130023002,140,0,0
2009-2010,440630500262005,296,1,1
2009-2010,460691170222005,286,2,5
2009-2010,470521700222008,411,0,3
2009-2010,550980050262010,429,1,6
2009-2010,010011720222017,269,0,0
2009-2010,190222000262012,417,1,9
2009-2010,041012050252078,775,0,3
2009-2010,480721500251015,237,0,1
2009-2010,150162990250048,1441,0,0
2009-2010,530901080022015,517,0,0
2009-2010,560990860051004,692,0,0
2009-2010,190222030261011,609,3,2
2009-2010,490810410251005,475,0,0
2009-2010,140161480021004,196,0,0
2009-2010,140161700021001,299,0,0
2009-2010,140161030022007,708,1,2
2009-2010,310451290221004,700,0,4
2009-2010,510841860251009,595,0,0
2009-2010,530900520021001,357,0,4
2009-2010,120130350262006,173,0,1
2009-2010,390740250262006,212,0,2
2009-2010,500821180022012,131,0,1
2009-2010,380540270022007,287,0,1
2009-2010,190220200022002,603,0,0
2009-2010,450670050260001,903,0,2
2009-2010,450670050261001,600,0,1
2009-2010,160194250262001,136,0,0
2009-2010,34049061X010000,79,2,34
2009-2010,150162990252504,484,0,3
2009-2010,320380090260001,359,1,0
2009-2010,190222040260001,3246,0,5
2009-2010,340491180260005,1353,0,0
2009-2010,340491180262001,543,0,0
2009-2010,340491180261003,445,0,5
2009-2010,340490600260022,4068,0,0
2009-2010,460690060262002,283,0,0
2009-2010,460690060260001,127,0,0
2009-2010,190222040262023,537,4,8
2009-2010,200961000262005,247,0,0
2009-2010,200961000260001,166,0,0
2009-2010,310450460222037,566,4,3
2009-2010,340491120022008,376,0,5
2009-2010,250412040170001,150,0,0
2009-2010,150162990252505,433,0,0
2009-2010,170200150262006,298,0,0
2009-2010,410570100262001,392,0,2
2009-2010,190220330022007,618,0,1
2009-2010,150162990250049,658,0,0
2009-2010,490810370022009,438,0,1
2009-2010,200970010262002,172,0,0
2009-2010,150162990252902,170,0,0
2009-2010,150162990252506,392,1,0
2009-2010,140161550022004,420,0,0
2009-2010,140161550021001,470,0,0
2009-2010,130140030261001,218,0,0
2009-2010,130140030260006,419,0,0
2009-2010,140160300022003,398,0,3
2009-2010,190220040022008,315,0,0
2009-2010,560992020222007,828,2,6
2009-2010,310451290220001,3430,0,9
2009-2010,080083140260001,404,0,0
2009-2010,080083140262001,194,0,2
2009-2010,080083140261001,315,0,1
2009-2010,080083140262002,462,0,3
2009-2010,270362350263001,66,0,0
2009-2010,270362350262001,406,5,3
2009-2010,270362350260001,320,0,1
2009-2010,270362350261001,232,2,0
2009-2010,190220330021006,767,0,0
2009-2010,160194270262006,321,0,3
2009-2010,440630470042008,700,0,3
2009-2010,340490060022006,486,0,0
2009-2010,410570110262028,498,1,1
2009-2010,21028022P003101,40,0,0
2009-2010,500821180021013,340,0,2
2009-2010,140162120160002,1792,0,0
2009-2010,041012050251001,656,0,0
2009-2010,340490760021003,476,0,3
2009-2010,150162990252908,750,1,0
2009-2010,260621030260001,228,0,0
2009-2010,260621030261001,176,0,0
2009-2010,260621030262001,120,0,0
2009-2010,260621030262002,163,0,0
2009-2010,150162990252509,372,1,0
2009-2010,120800020262002,222,0,0
2009-2010,120800020260001,112,0,0
2009-2010,120800020261002,46,0,0
2009-2010,200240010262004,212,0,0
2009-2010,140160350022001,305,0,2
2009-2010,030250400263001,145,0,0
2009-2010,200830030262010,631,0,0
2009-2010,14016999X160000,79,0,0
2009-2010,041012050252064,361,1,0
2009-2010,140160570022008,350,1,2
2009-2010,140160340042008,549,0,3
2009-2010,14016993Z270000,42,0,0
2009-2010,140160925022002,380,0,0
2009-2010,140160925021001,406,1,0
2009-2010,140160925022003,424,1,2
2009-2010,150162990252507,538,1,0
2009-2010,140160830022005,662,0,1
2009-2010,140161610022007,476,2,1
2009-2010,310453040262006,320,0,1
2009-2010,010750120262001,201,0,0
2009-2010,010750120260001,171,0,0
2009-2010,010750120262002,88,0,0
2009-2010,010750120261001,219,0,0
2009-2010,190220930042006,477,0,0
2009-2010,340490010022002,297,0,5
2009-2010,310453000262023,1719,3,7
2009-2010,190220890042006,306,0,4
2009-2010,190220130021001,452,0,3
2009-2010,140160250022016,600,1,4
2009-2010,500821180022013,541,0,0
2009-2010,150162990250857,283,0,0
2009-2010,34049042Z260000,212,0,10
2009-2010,31045072Z260000,460,1,13
2009-2010,190222010260001,540,0,4
2009-2010,140160280022006,311,0,3
2009-2010,190220450022013,418,0,2
2009-2010,090100040262021,409,4,0
2009-2010,170530080262005,414,4,0
2009-2010,190220070022003,396,0,0
2009-2010,220290660252003,432,0,3
2009-2010,190220600021001,480,1,1
2009-2010,540920020260004,369,0,0
2009-2010,540920020261003,188,0,0
2009-2010,440632000262006,404,0,1
2009-2010,280372300262001,370,0,0
2009-2010,280372300260002,293,0,0
2009-2010,19022178X070000,370,0,5
2009-2010,19022047Y260000,644,1,23
2009-2010,19022048X260000,512,1,20
2009-2010,19022111X160000,107,0,0
2009-2010,190222000260021,2155,3,23
2009-2010,190222000260020,2321,0,2
2009-2010,140162140170006,1988,4,2
2009-2010,150162990252512,435,4,0
2009-2010,190222040262016,553,2,5
2009-2010,150162990252729,159,0,0
2009-2010,400310030262005,261,0,0
2009-2010,390740250262005,220,0,0
2009-2010,240320540022004,835,0,4
2009-2010,14016983X100000,75,0,0
2009-2010,041012050252067,313,0,0
2009-2010,041012050252066,344,0,0
2009-2010,500821150022001,819,2,1
2009-2010,500821150021001,616,0,2
2009-2010,041011400042002,548,1,2
2009-2010,150162990252513,1134,0,0
2009-2010,140160970022010,430,2,5
2009-2010,140161520022008,300,0,0
2009-2010,150162990252514,396,0,0
2009-2010,190220580022013,306,0,5
2009-2010,190222000262013,428,0,8
2009-2010,340490600262021,605,0,0
2009-2010,140160870022010,507,0,1
2009-2010,140161300022010,232,0,0
2009-2010,480721500252010,419,0,0
2009-2010,190222000262014,474,0,11
2009-2010,410570080261002,589,0,0
2009-2010,510841860252040,317,0,0
2009-2010,310453030262009,584,0,3
2009-2010,480723230262003,382,0,0
2009-2010,150162990252516,375,0,0
2009-2010,090101160222013,291,0,7
2009-2010,140160650042021,394,1,6
2009-2010,140160900022005,353,0,5
2009-2010,310450460222038,388,0,3
2009-2010,490810400222023,250,0,1
2009-2010,140160970022001,408,1,1
2009-2010,190220680022005,386,1,0
2009-2010,390550610252014,272,1,0
2009-2010,140160970022003,316,0,3
2009-2010,500821050022002,505,0,0
2009-2010,56099033C042007,792,0,5
2009-2010,340490410042004,644,0,0
2009-2010,150162990250856,325,0,0
2009-2010,150162990252932,112,1,2
2009-2010,150162990252928,271,11,6
2009-2010,310453040262003,549,1,8
2009-2010,330482100262003,141,0,0
2009-2010,330482100260001,62,0,0
2009-2010,330482100261001,78,0,0
2009-2010,510840150260001,450,0,0
2009-2010,510840150261001,338,0,1
2009-2010,270942380262003,242,0,0
2009-2010,140160150042018,496,1,3
2009-2010,190220680022004,366,0,0
2009-2010,530901080022012,295,0,0
2009-2010,130140460022001,177,0,0
2009-2010,340490960042002,273,0,1
2009-2010,120400010262004,90,0,1
2009-2010,140161530022005,584,1,7
2009-2010,140161080022001,312,1,1
2009-2010,140160300022002,348,1,2
2009-2010,190220880160002,2167,0,15
2009-2010,041011330041001,335,1,8
2009-2010,14016982Z190000,202,3,5
2009-2010,140160390021008,862,0,3
2009-2010,56099209U260001,474,0,1
2009-2010,56099209U261002,335,1,0
2009-2010,340491090022007,593,3,7
2009-2010,560991140022002,425,1,5
2009-2010,140161700022005,318,0,0
2009-2010,410570090262020,443,0,0
2009-2010,140161550022002,441,0,1
2009-2010,530901080022013,626,0,1
2009-2010,19022072X160000,106,1,1
2009-2010,56099207U262004,102,0,1
2009-2010,46086001X020000,11,0,0
2009-2010,460860010262002,512,0,3
2009-2010,460860010260001,213,0,1
2009-2010,041011220222011,435,1,1
2009-2010,110870010262002,199,0,0
2009-2010,140160250022018,486,2,0
2009-2010,110870010260002,199,0,0
2009-2010,190220340022002,201,0,2
2009-2010,190220340022001,171,0,2
2009-2010,190220150022004,383,2,0
2009-2010,041013230260001,570,0,3
2009-2010,041013230261002,403,0,1
2009-2010,490812000262007,299,0,3
2009-2010,140160150042019,529,2,1
2009-2010,140160150041016,735,0,3
2009-2010,140160540042006,445,2,0
2009-2010,140161530022002,408,1,3
2009-2010,500821870262015,402,0,0
2009-2010,100680030262007,111,0,0
2009-2010,140161050021001,274,0,0
2009-2010,140162110170002,2860,7,6
2009-2010,190220440022005,401,0,3
2009-2010,041012050252046,385,0,0
2009-2010,140161540022002,231,0,2
2009-2010,500821130022001,552,0,0
2009-2010,500821130021001,321,0,0
2009-2010,400560080262003,277,0,0
2009-2010,400560080261001,184,0,0
2009-2010,240473080262013,690,0,3
2009-2010,14016927X160000,41,0,0
2009-2010,190220070021004,419,0,1
2009-2010,140160270021005,438,0,0
2009-2010,56099365U262008,471,0,0
2009-2010,140160990022011,476,0,0
2009-2010,140161590022005,347,0,0
2009-2010,320380090262007,183,0,1
2009-2010,340492200263001,200,1,3
2009-2010,560990860052022,480,0,1
2009-2010,340490500042006,2163,3,5
2009-2010,410570070262010,441,0,3
2009-2010,170530050262001,359,0,3
2009-2010,310450460222057,340,0,0
2009-2010,170530050260001,135,0,0
2009-2010,340490500042003,1530,3,2
2009-2010,340490500041004,2366,1,8
2009-2010,340490500042005,791,2,4
2009-2010,140161525022005,236,0,0
2009-2010,34049067Y100000,161,0,0
2009-2010,250412050160001,197,0,0
2009-2010,150162990252903,223,0,1
2009-2010,340490960041003,618,0,5
2009-2010,250410040042001,340,0,0
2009-2010,140160990022010,957,0,2
2009-2010,530900860022010,175,0,2
2009-2010,490810400221004,571,0,3
2009-2010,480721500252011,407,0,0
2009-2010,480721500250026,858,1,0
2009-2010,440630470042010,682,0,4
2009-2010,150162990252216,483,0,0
2009-2010,150162990252521,394,0,0
2009-2010,44063040X260000,46,0,3
2009-2010,440632000260008,1194,1,7
2009-2010,440632000260009,692,8,8
2009-2010,340490460042003,418,0,0
2009-2010,14016242Z140000,24,0,0
2009-2010,410570070262005,270,0,0
2009-2010,150162990250830,360,0,0
2009-2010,140161270022001,387,0,4
2009-2010,140161270021005,344,0,0
2009-2010,410570090262016,400,1,2
2009-2010,140161270023001,38,0,0
2009-2010,140161270022004,280,0,3
2009-2010,310453030261012,1288,2,5
2009-2010,500821890221025,373,0,0
2009-2010,120130350262001,151,0,0
2009-2010,150162990252522,251,0,2
2009-2010,090101160222012,317,0,0
2009-2010,150162990252542,759,1,0
2009-2010,14016823Y050000,40,1,0
2009-2010,14016749X050000,289,2,4
2009-2010,270000000003105,20,0,1
2009-2010,150162990253600,328,0,0
2009-2010,190220450022015,186,0,3
2009-2010,190222050260003,2627,1,11
2009-2010,240471150262003,214,0,4
2009-2010,240471150260001,1488,1,3
2009-2010,240471150262005,664,0,3
2009-2010,240471150261001,789,1,2
2009-2010,150162990252525,1336,1,0
2009-2010,150162990250764,2241,0,1
2009-2010,15016299025007C,330,0,0
2009-2010,540921180243105,10,0,0
2009-2010,15016299025004C,3095,0,0
2009-2010,480723100160002,26,0,0
2009-2010,17064005026001C,34,0,0
2009-2010,56099073P003104,20,0,0
2009-2010,250410800021001,467,2,1
2009-2010,150162990252897,991,0,0
2009-2010,210281880262003,390,0,3
2009-2010,210281880260001,201,0,0
2009-2010,210281880261001,117,0,0
2009-2010,140161600022003,457,0,0
2009-2010,340490060021001,544,0,0
2009-2010,50082070X060000,290,0,5
2009-2010,38054002X060000,97,1,0
2009-2010,10068005X060000,116,0,4
2009-2010,14016142X060000,73,0,0
2009-2010,32038005X060000,90,0,0
2009-2010,38054010X060000,136,0,5
2009-2010,40056002X060000,117,0,0
2009-2010,41057030X060000,319,1,3
2009-2010,44063015X060000,344,0,1
2009-2010,56099028X060000,124,0,2
2009-2010,340491260170001,2640,3,7
