Year,RCDTS,Enrollment,PBE,PME
2011-2012,20910660222001,143,0,0
2011-2012,20910810160001,527,2,0
2011-2012,20910840260001,135,0,0
2011-2012,20910840261002,140,0,0
2011-2012,20910840262004,65,0,0
2011-2012,20910840262005,75,0,0
2011-2012,30030010260001,142,2,0
2011-2012,30030010261001,50,0,0
2011-2012,30030010262001,232,1,0
2011-2012,30030020260001,568,3,0
2011-2012,30030020261002,294,1,0
2011-2012,30030020262003,687,6,1
2011-2012,30030020262004,231,2,0
2011-2012,30030020262005,186,0,0
2011-2012,03025002X060000,131,0,0
2011-2012,03025003X100000,223,1,0
2011-2012,03025004Y100000,189,1,0
2011-2012,03025007X100000,382,3,1
2011-2012,30250100260001,278,0,0
2011-2012,30250100262002,524,0,1
2011-2012,30250200260001,193,0,0
2011-2012,30250200262003,173,0,0
2011-2012,30250300260001,207,2,0
2011-2012,30250300262002,242,4,0
2011-2012,30250400260001,849,5,0
2011-2012,30250400261001,625,0,0
2011-2012,30250400262002,581,5,0
2011-2012,30250400262004,77,0,0
2011-2012,30250400262006,209,2,0
2011-2012,30250400262008,363,3,0
2011-2012,30250400263001,31,0,0
2011-2012,30250500260001,386,3,0
2011-2012,30250500261001,176,0,0
2011-2012,30250500262002,537,2,0
2011-2012,03026003X060000,55,0,0
2011-2012,03026007X020000,41,1,0
2011-2012,30262010260003,117,0,0
2011-2012,30262010261001,71,0,0
2011-2012,30262010262001,213,0,0
2011-2012,30262020260002,152,2,0
2011-2012,30262020261001,72,0,0
2011-2012,30262020262001,274,2,1
2011-2012,30262030260001,439,0,0
2011-2012,30262030261002,493,0,0
2011-2012,30262030262004,275,0,0
2011-2012,30262030262008,330,0,1
2011-2012,30262040260002,41,0,0
2011-2012,30262040262001,94,0,0
2011-2012,04004001X060000,302,0,0
2011-2012,04004002X100000,170,0,0
2011-2012,04004004X250000,36,2,0
2011-2012,04004006P003101,40,0,0
2011-2012,40041000260001,1215,0,0
2011-2012,40041000260002,1485,3,1
2011-2012,40041000260003,41,0,0
2011-2012,40041000261002,930,3,0
2011-2012,40041000261003,1065,5,0
2011-2012,40041000262003,545,1,1
2011-2012,40041000262004,300,0,1
2011-2012,40041000262005,629,2,0
2011-2012,40041000262007,314,2,0
2011-2012,40041000262008,742,0,0
2011-2012,40041000262009,621,0,1
2011-2012,40041000262010,716,7,1
2011-2012,40042000260003,545,6,0
2011-2012,40042000261001,256,4,0
2011-2012,40042000262001,197,1,0
2011-2012,40042000262002,147,3,1
2011-2012,40042000262004,311,2,0
2011-2012,40042000262005,275,1,0
2011-2012,04101001Z020000,227,1,1
2011-2012,04101002Y100000,1146,5,0
2011-2012,04101003X100000,504,0,1
2011-2012,04101004X060000,32,1,0
2011-2012,04101005Z010000,293,2,3
2011-2012,04101007X100000,200,0,0
2011-2012,04101008X100000,430,0,1
2011-2012,04101009X100000,180,1,0
2011-2012,04101010X100000,230,0,0
2011-2012,04101013X060000,89,0,1
2011-2012,04101014X100000,208,1,0
2011-2012,04101020X100000,275,3,0
2011-2012,04101021X100000,37,0,0
2011-2012,04101022Z060000,847,3,1
2011-2012,04101023Z260000,1230,34,2
2011-2012,04101027X010000,203,10,0
2011-2012,04101030Z200000,143,11,0
2011-2012,04101032Z140000,688,20,1
2011-2012,04101070X160000,154,5,0
2011-2012,04101088X230000,109,0,1
2011-2012,04101094Z010000,31,7,0
2011-2012,04101095Y140000,13,0,1
2011-2012,04101096X060000,113,3,0
2011-2012,41011220220002,2346,3,0
2011-2012,41011220221005,1122,0,0
2011-2012,41011220222005,360,4,0
2011-2012,41011220222006,339,1,0
2011-2012,41011220222007,345,1,0
2011-2012,41011220222008,380,0,0
2011-2012,41011220222010,416,2,0
2011-2012,41011220222011,445,1,0
2011-2012,41011220222013,470,1,0
2011-2012,41011220222014,375,0,0
2011-2012,41011220222015,604,5,0
2011-2012,41011310041002,783,3,0
2011-2012,41011310042001,418,4,1
2011-2012,41011310042002,465,9,0
2011-2012,41011310042003,389,4,1
2011-2012,41011340042001,137,0,0
2011-2012,41011400041001,549,3,0
2011-2012,41011400042001,492,5,1
2011-2012,41011400042002,507,2,0
2011-2012,41012050250001,1829,7,0
2011-2012,41012050250002,1529,1,0
2011-2012,41012050250003,1961,8,5
2011-2012,41012050250004,1765,4,0
2011-2012,41012050251001,677,0,0
2011-2012,41012050251006,962,2,0
2011-2012,41012050251008,1000,6,0
2011-2012,41012050251009,722,4,0
2011-2012,41012050251010,723,1,0
2011-2012,41012050252014,644,2,1
2011-2012,41012050252016,207,0,0
2011-2012,41012050252017,449,3,3
2011-2012,41012050252018,478,1,0
2011-2012,41012050252019,312,1,1
2011-2012,04101205025201C,316,0,0
2011-2012,41012050252020,218,1,0
2011-2012,41012050252022,402,2,0
2011-2012,41012050252024,609,0,0
2011-2012,41012050252027,415,0,0
2011-2012,41012050252029,330,1,1
2011-2012,04101205025202C,253,0,0
2011-2012,41012050252034,268,0,0
2011-2012,41012050252037,502,0,0
2011-2012,41012050252039,378,0,0
2011-2012,04101205025203C,354,1,0
2011-2012,41012050252040,345,0,0
2011-2012,41012050252041,383,0,1
2011-2012,41012050252043,418,1,0
2011-2012,41012050252046,413,0,0
2011-2012,41012050252047,496,0,0
2011-2012,41012050252051,565,2,0
2011-2012,41012050252054,622,4,0
2011-2012,41012050252056,483,2,0
2011-2012,41012050252059,315,6,0
2011-2012,41012050252062,449,0,1
2011-2012,41012050252063,328,2,0
2011-2012,41012050252064,373,2,0
2011-2012,41012050252066,347,3,0
2011-2012,41012050252067,303,5,0
2011-2012,41012050252078,804,7,0
2011-2012,41012050252080,275,0,0
2011-2012,41012050252082,525,1,0
2011-2012,41012050252084,385,0,0
2011-2012,41012050252085,337,5,3
2011-2012,41012050252086,1148,1,0
2011-2012,41012050253069,40,0,1
2011-2012,41012050253072,126,0,0
2011-2012,41012050253073,625,2,1
2011-2012,41012050253075,423,0,0
2011-2012,41012050253078,362,0,0
2011-2012,41012070160001,2124,6,1
2011-2012,41013200260001,295,2,0
2011-2012,41013200261002,165,0,1
2011-2012,41013200262003,209,1,0
2011-2012,41013200262004,242,2,2
2011-2012,41013200262005,153,1,0
2011-2012,41013210260001,315,2,0
2011-2012,41013210261001,282,1,0
2011-2012,41013210262002,346,2,1
2011-2012,41013220260001,215,0,0
2011-2012,41013220261001,101,0,0
2011-2012,41013220262001,335,4,0
2011-2012,41013230260001,570,3,0
2011-2012,41013230261002,348,2,0
2011-2012,41013230262003,343,6,0
2011-2012,41013230262005,323,4,1
2011-2012,05016008Z010000,513,3,1
2011-2012,05016014X010000,57,2,0
2011-2012,50160150041011,819,4,0
2011-2012,50160150041014,530,2,0
2011-2012,50160150041016,728,0,1
2011-2012,50160150041018,705,4,0
2011-2012,50160150042001,744,3,1
2011-2012,50160150042003,601,4,0
2011-2012,50160150042004,550,7,2
2011-2012,50160150042005,538,1,0
2011-2012,50160150042006,680,7,4
2011-2012,50160150042007,810,2,0
2011-2012,50160150042008,800,1,0
2011-2012,50160150042009,768,4,0
2011-2012,50160150042010,564,4,0
2011-2012,50160150042013,585,8,0
2011-2012,50160150042015,809,2,0
2011-2012,50160150042018,486,4,1
2011-2012,50160150042019,441,2,1
2011-2012,50160150042020,566,6,2
2011-2012,50160150042023,626,2,2
2011-2012,50160150043001,475,1,3
2011-2012,50160210041002,669,1,0
2011-2012,50160210041006,753,0,0
2011-2012,50160210041007,693,2,0
2011-2012,50160210042003,580,0,0
2011-2012,50160210042004,599,3,0
2011-2012,50160210042007,494,3,0
2011-2012,50160210042009,433,0,2
2011-2012,50160210042010,417,4,0
2011-2012,50160210042011,310,4,1
2011-2012,50160210042013,436,2,0
2011-2012,50160210042014,498,0,0
2011-2012,50160210042015,552,0,0
2011-2012,50160210043001,459,2,0
2011-2012,50160230021002,484,1,1
2011-2012,50160230022001,378,5,3
2011-2012,50160230022004,297,1,0
2011-2012,50160230022005,323,0,1
2011-2012,50160250021014,862,8,1
2011-2012,50160250021015,861,9,0
2011-2012,50160250022002,507,0,0
2011-2012,50160250022005,475,4,0
2011-2012,50160250022009,554,4,0
2011-2012,50160250022011,443,7,1
2011-2012,50160250022016,712,3,0
2011-2012,50160250022018,482,0,1
2011-2012,50160260021006,496,2,0
2011-2012,50160260022001,446,0,0
2011-2012,50160260022003,454,2,3
2011-2012,50160270021005,430,0,0
2011-2012,50160270022002,356,0,1
2011-2012,50160270022004,388,0,0
2011-2012,50160280021004,609,2,0
2011-2012,50160280022002,360,4,1
2011-2012,50160280022003,441,5,2
2011-2012,50160280022006,296,1,1
2011-2012,50160290022001,179,0,0
2011-2012,50160290022002,304,1,0
2011-2012,50160300021001,411,0,0
2011-2012,50160300022002,347,1,0
2011-2012,50160300022003,381,6,0
2011-2012,50160310021001,351,5,0
2011-2012,50160310022002,539,3,2
2011-2012,50160340041006,797,1,1
2011-2012,50160340041007,831,2,1
2011-2012,50160340042001,564,4,1
2011-2012,50160340042002,575,2,0
2011-2012,50160340042003,566,3,0
2011-2012,50160340042004,498,2,1
2011-2012,50160340042005,486,0,0
2011-2012,50160340042008,529,0,0
2011-2012,50160350021001,628,4,0
2011-2012,50160350022001,287,8,4
2011-2012,50160350022002,373,9,2
2011-2012,50160360021005,471,2,0
2011-2012,50160360022001,344,4,0
2011-2012,50160360022002,286,3,0
2011-2012,50160360022003,292,0,0
2011-2012,50160360022004,410,2,1
2011-2012,50160370021001,258,4,1
2011-2012,50160370022003,418,2,1
2011-2012,50160380022001,572,3,1
2011-2012,50160390021008,810,2,0
2011-2012,50160390022002,540,0,4
2011-2012,50160390022003,396,0,0
2011-2012,50160390022005,546,3,0
2011-2012,50160390022006,532,1,2
2011-2012,50160390022007,830,0,0
2011-2012,05016049Y140000,2070,2,2
2011-2012,50160540041001,695,7,8
2011-2012,50160540041012,630,5,2
2011-2012,50160540041018,572,5,3
2011-2012,50160540041019,645,6,2
2011-2012,50160540041020,575,2,3
2011-2012,50160540042002,666,0,4
2011-2012,50160540042003,577,0,1
2011-2012,50160540042005,490,4,3
2011-2012,50160540042006,439,1,2
2011-2012,50160540042007,520,2,4
2011-2012,50160540042008,420,5,6
2011-2012,50160540042009,404,4,1
2011-2012,50160540042010,581,0,0
2011-2012,50160540042011,408,7,2
2011-2012,50160540042013,457,1,0
2011-2012,50160540042015,416,9,3
2011-2012,50160540042018,561,4,3
2011-2012,50160540042019,454,3,0
2011-2012,50160540042022,555,0,0
2011-2012,50160540042023,603,9,2
2011-2012,50160540042026,507,3,4
2011-2012,50160540042027,574,2,5
2011-2012,50160540042028,422,0,1
2011-2012,50160540042029,565,2,3
2011-2012,50160540042030,505,6,3
2011-2012,50160540042031,428,2,0
2011-2012,50160540042032,392,5,1
2011-2012,50160570021004,691,2,2
2011-2012,50160570022002,452,2,0
2011-2012,50160570022005,472,8,0
2011-2012,50160570022008,522,8,0
2011-2012,50160590041010,808,1,0
2011-2012,50160590041012,506,0,0
2011-2012,50160590041016,673,1,0
2011-2012,50160590042001,415,3,2
2011-2012,50160590042002,324,0,0
2011-2012,50160590042003,378,3,0
2011-2012,50160590042006,372,0,0
2011-2012,50160590042008,421,0,1
2011-2012,50160590042009,482,0,0
2011-2012,50160590042014,374,0,2
2011-2012,50160590042016,447,0,0
2011-2012,50160590042018,483,0,0
2011-2012,50160590042019,414,0,0
2011-2012,50160590042020,333,3,2
2011-2012,50160620041001,569,0,0
2011-2012,50160620041003,646,1,2
2011-2012,50160620042001,466,2,2
2011-2012,50160620042002,319,4,0
2011-2012,50160620042004,274,4,1
2011-2012,50160620042005,817,1,0
2011-2012,50160620042008,489,2,1
2011-2012,50160620042009,373,0,0
2011-2012,50160620042010,337,0,0
2011-2012,50160620042011,242,0,0
2011-2012,50160620042012,279,4,1
2011-2012,50160630021003,780,2,0
2011-2012,50160630022006,622,3,0
2011-2012,50160630022008,452,0,0
2011-2012,50160630022009,376,0,0
2011-2012,50160630022010,391,1,0
2011-2012,50160630022011,426,4,0
2011-2012,50160630022012,583,0,4
2011-2012,50160640041006,768,3,0
2011-2012,50160640041007,689,5,1
2011-2012,50160640042001,384,4,3
2011-2012,50160640042004,664,12,1
2011-2012,50160640042005,472,2,1
2011-2012,50160640042011,648,7,0
2011-2012,50160640042012,609,3,1
2011-2012,50160640043001,42,0,0
2011-2012,50160650041002,565,8,2
2011-2012,50160650041007,711,4,2
2011-2012,50160650041012,555,11,1
2011-2012,50160650042004,356,4,3
2011-2012,50160650042005,481,5,2
2011-2012,50160650042009,415,0,0
2011-2012,50160650042010,437,0,0
2011-2012,50160650042014,400,4,1
2011-2012,50160650042015,369,6,2
2011-2012,50160650042019,320,5,2
2011-2012,50160650042020,491,8,4
2011-2012,50160650042021,491,6,2
2011-2012,50160650042022,534,6,2
2011-2012,50160650042023,389,5,3
2011-2012,50160650042024,350,5,0
2011-2012,50160650043017,29,0,0
2011-2012,50160650043020,201,1,0
2011-2012,50160670021002,237,0,0
2011-2012,50160670022003,350,4,0
2011-2012,50160680021002,656,0,0
2011-2012,50160680022001,361,0,0
2011-2012,50160680022004,372,0,0
2011-2012,50160680022005,346,1,0
2011-2012,50160690021003,551,1,0
2011-2012,50160690022001,566,1,1
2011-2012,50160690022004,656,5,1
2011-2012,05016069Y100000,802,0,0
2011-2012,50160700022003,850,3,0
2011-2012,50160710022001,472,0,0
2011-2012,05016071X160000,71,2,0
2011-2012,50160720022002,625,4,2
2011-2012,50160730022001,559,4,0
2011-2012,50160735021003,603,4,0
2011-2012,50160735022002,548,5,0
2011-2012,50160735022003,170,0,1
2011-2012,50160740021001,428,1,0
2011-2012,50160740022003,391,0,0
2011-2012,50160740022004,414,0,1
2011-2012,05016076Y100000,325,1,0
2011-2012,05016078X050000,270,32,0
2011-2012,05016100X160000,362,15,0
2011-2012,05016102X060000,489,7,1
2011-2012,05016106Z200000,172,3,1
2011-2012,05016113Y100000,988,3,1
2011-2012,05016115X160000,44,0,2
2011-2012,05016122X160000,53,0,0
2011-2012,05016123Y050000,136,0,0
2011-2012,05016124X010000,7,0,0
2011-2012,05016125X010000,5,0,0
2011-2012,05016128X060000,66,0,0
2011-2012,05016130X010000,56,3,1
2011-2012,05016146X060000,268,6,0
2011-2012,05016148X160000,113,1,2
2011-2012,05016154X060000,414,17,0
2011-2012,05016156X060000,196,1,0
2011-2012,05016160X060000,316,5,0
2011-2012,05016170X230000,56,0,0
2011-2012,05016171Z140000,736,27,0
2011-2012,50162020170001,3198,32,0
2011-2012,50162030170001,3154,16,4
2011-2012,50162030170002,1082,8,1
2011-2012,50162070170001,1896,1,0
2011-2012,50162070170003,2622,14,3
2011-2012,50162070170004,2304,9,13
2011-2012,50162110170001,2417,4,2
2011-2012,50162110170002,2797,13,16
2011-2012,50162110170003,2743,0,0
2011-2012,50162110170004,2425,8,3
2011-2012,50162110170006,2048,6,6
2011-2012,50162110173001,35,1,0
2011-2012,50162110173002,45,0,0
2011-2012,05016212X050000,699,6,1
2011-2012,05016213X160000,36,0,0
2011-2012,50162140170002,2005,5,5
2011-2012,50162140170004,2031,5,0
2011-2012,50162140170005,2127,10,3
2011-2012,50162140170006,1795,2,9
2011-2012,50162140170007,1860,6,10
2011-2012,50162140170008,2093,6,8
2011-2012,50162140173001,86,0,1
2011-2012,50162140173004,48,0,0
2011-2012,50162140173005,86,0,0
2011-2012,50162140173006,25,0,0
2011-2012,05016218X050000,436,4,1
2011-2012,50162190170002,2184,4,0
2011-2012,50162190170003,2641,6,1
2011-2012,05016219X160000,100,2,0
2011-2012,05016222X170000,40,0,0
2011-2012,50162250170001,2062,8,6
2011-2012,50162250170002,2629,5,1
2011-2012,50162250173001,33,1,0
2011-2012,05016230X050000,325,3,1
2011-2012,05016244X160000,85,0,2
2011-2012,05016269P003101,30,0,0
2011-2012,05016269P003103,10,0,0
2011-2012,05016269P003105,10,0,0
2011-2012,05016269P003111,9,0,0
2011-2012,05016269P003112,13,0,0
2011-2012,05016275X010000,136,6,0
2011-2012,05016276X100000,333,3,2
2011-2012,05016277X100000,320,2,1
2011-2012,05016278X100000,397,2,0
2011-2012,05016287X010000,336,10,3
2011-2012,05016296X100000,132,0,0
2011-2012,05016298X100000,214,0,0
2011-2012,05016303X100000,196,0,0
2011-2012,05016309X100000,220,0,0
2011-2012,05016311X100000,660,2,2
2011-2012,05016312X100000,463,8,0
2011-2012,05016320Y050000,168,1,0
2011-2012,05016322X230000,79,0,0
2011-2012,05016380X170000,147,7,0
2011-2012,05016414X170000,69,4,0
2011-2012,05016419X100000,440,5,0
2011-2012,05016420X100000,181,0,1
2011-2012,05016469X100000,263,0,0
2011-2012,05016479Z200000,1177,24,2
2011-2012,05016494X100000,446,5,1
2011-2012,05016503X100000,107,2,0
2011-2012,05016504X100000,568,2,0
2011-2012,05016508X100000,310,1,0
2011-2012,05016512X100000,278,0,0
2011-2012,05016523X100000,504,0,0
2011-2012,05016526X100000,331,0,0
2011-2012,05016553X100000,305,1,4
2011-2012,05016556X100000,337,0,2
2011-2012,05016558X100000,275,0,0
2011-2012,05016574X160000,8,0,0
2011-2012,05016594X010000,282,2,0
2011-2012,05016611S190000,1,0,0
2011-2012,05016657X100000,152,0,2
2011-2012,05016658X100000,182,1,0
2011-2012,05016666X100000,493,5,2
2011-2012,05016667X100000,565,2,0
2011-2012,05016674X160000,170,1,0
2011-2012,05016675X260000,450,16,1
2011-2012,05016679Z270000,37,2,0
2011-2012,05016691X050000,210,1,0
2011-2012,05016708Z140000,104,14,0
2011-2012,05016734X050000,18,0,0
2011-2012,05016754X160000,62,3,0
2011-2012,05016756X160000,128,0,0
2011-2012,05016777X160000,133,1,1
2011-2012,05016782P003101,91,2,0
2011-2012,05016783X100000,132,0,0
2011-2012,05016793X010000,12,0,0
2011-2012,05016830X050000,63,1,0
2011-2012,05016834X230000,408,0,0
2011-2012,05016876S190000,17,0,0
2011-2012,05016904X160000,17,0,0
2011-2012,05016907Z010000,251,3,0
2011-2012,05016925Z010000,259,0,0
2011-2012,05016942X010000,36,0,0
2011-2012,05016979X100000,929,0,0
2011-2012,05016982Z190000,221,3,0
2011-2012,05016987Z010000,195,0,0
2011-2012,05016989Z100000,214,3,2
2011-2012,06016028Y100000,1219,3,0
2011-2012,06016063Y100000,513,0,0
2011-2012,60160780022001,266,0,2
2011-2012,60160790022001,402,5,1
2011-2012,60160800022001,508,2,0
2011-2012,60160800022002,470,1,0
2011-2012,60160810021001,349,0,0
2011-2012,60160810022001,696,3,1
2011-2012,60160810022003,282,0,0
2011-2012,60160830021003,852,0,0
2011-2012,60160830022002,516,1,0
2011-2012,60160830022004,616,1,0
2011-2012,60160830022005,674,1,0
2011-2012,60160830023001,17,0,0
2011-2012,60160840021002,443,0,1
2011-2012,60160840022003,231,2,2
2011-2012,60160840022004,267,0,0
2011-2012,60160840022005,402,0,2
2011-2012,60160845022001,657,0,0
2011-2012,60160855022001,592,0,0
2011-2012,60160860022001,556,0,2
2011-2012,60160870021005,529,0,0
2011-2012,60160870021006,423,0,0
2011-2012,60160870022003,410,1,0
2011-2012,60160870022007,462,0,0
2011-2012,60160870022008,493,0,0
2011-2012,60160870022010,546,1,0
2011-2012,60160880021007,512,0,0
2011-2012,60160880022001,617,0,0
2011-2012,60160880022003,544,0,0
2011-2012,60160880022005,431,0,0
2011-2012,60160880022006,347,0,0
2011-2012,60160880022009,100,0,0
2011-2012,60160880023003,271,0,0
2011-2012,60160890022001,436,0,0
2011-2012,60160890022002,386,2,0
2011-2012,60160890022003,431,0,1
2011-2012,60160890022004,390,0,0
2011-2012,60160890022005,313,0,0
2011-2012,60160890022006,706,0,0
2011-2012,60160890022007,951,0,0
2011-2012,60160890022008,375,0,0
2011-2012,60160890022010,964,3,0
2011-2012,60160890022012,341,0,0
2011-2012,60160900021002,590,0,0
2011-2012,60160900022001,382,4,1
2011-2012,60160900022005,352,6,0
2011-2012,60160910021001,280,0,0
2011-2012,60160910022001,153,0,0
2011-2012,60160910022003,172,2,0
2011-2012,60160910022004,165,0,0
2011-2012,60160910022005,119,0,0
2011-2012,60160920022001,529,0,1
2011-2012,60160925021001,409,0,0
2011-2012,60160925022002,414,0,0
2011-2012,60160925022003,432,2,0
2011-2012,60160930022001,490,0,1
2011-2012,60160940022001,518,1,0
2011-2012,06016094Y100000,604,1,0
2011-2012,60160950021001,397,3,0
2011-2012,60160950022002,694,6,0
2011-2012,60160960021004,507,6,0
2011-2012,60160960022001,334,3,0
2011-2012,60160960022002,169,3,0
2011-2012,60160960022003,399,4,0
2011-2012,60160960022005,145,4,0
2011-2012,60160970021003,865,8,1
2011-2012,60160970021004,871,16,0
2011-2012,60160970022001,426,5,1
2011-2012,60160970022003,327,5,0
2011-2012,60160970022005,491,9,0
2011-2012,60160970022006,458,6,0
2011-2012,60160970022007,572,7,0
2011-2012,60160970022008,635,5,0
2011-2012,60160970022009,511,4,1
2011-2012,60160970022010,412,12,3
2011-2012,60160980021004,1078,0,2
2011-2012,60160980022001,926,0,0
2011-2012,60160980022002,718,1,1
2011-2012,60160980022003,631,0,1
2011-2012,60160990021002,2735,1,0
2011-2012,60160990022001,1090,0,0
2011-2012,60160990022002,864,0,0
2011-2012,60160990022003,525,0,0
2011-2012,60160990022004,634,1,0
2011-2012,60160990022005,707,0,0
2011-2012,60160990022006,1002,0,0
2011-2012,60160990022007,289,0,0
2011-2012,60160990022008,713,0,0
2011-2012,60160990022009,371,0,0
2011-2012,60160990022010,902,1,0
2011-2012,60160990022011,446,0,0
2011-2012,60160990022012,357,0,0
2011-2012,60160990022013,820,0,0
2011-2012,60160990022014,986,0,0
2011-2012,60160990022015,949,0,0
2011-2012,60161000021002,595,0,3
2011-2012,60161000021003,641,0,0
2011-2012,60161000022001,363,0,0
2011-2012,60161000022003,542,0,0
2011-2012,60161000022004,477,0,0
2011-2012,60161000022006,523,0,0
2011-2012,60161000022007,300,0,0
2011-2012,60161000022008,488,3,0
2011-2012,60161010021006,519,3,1
2011-2012,60161010022001,331,6,0
2011-2012,60161010022002,252,1,0
2011-2012,60161010022005,394,1,0
2011-2012,60161020021004,679,5,0
2011-2012,60161020022001,393,2,0
2011-2012,60161020022002,615,10,0
2011-2012,60161020022003,460,6,0
2011-2012,60161020022007,632,6,0
2011-2012,60161020022008,272,2,1
2011-2012,60161030022002,305,1,0
2011-2012,60161030022004,280,2,0
2011-2012,60161030022005,489,0,0
2011-2012,60161030022006,306,0,0
2011-2012,60161030022007,744,1,0
2011-2012,60161030022008,307,0,0
2011-2012,60161050021001,281,0,0
2011-2012,60161050022002,206,0,0
2011-2012,60161050022003,381,7,0
2011-2012,60161050022004,199,2,0
2011-2012,60161050022005,326,9,0
2011-2012,60161060021003,326,4,0
2011-2012,60161060022001,549,7,2
2011-2012,60161070021001,336,6,0
2011-2012,60161070022002,465,7,0
2011-2012,06016119Y100000,534,4,0
2011-2012,06016121Y060000,342,4,0
2011-2012,06016125X060000,77,5,1
2011-2012,06016133X060000,51,0,0
2011-2012,06016134X060000,136,5,0
2011-2012,06016136X060000,175,2,0
2011-2012,06016144X060000,130,0,0
2011-2012,06016153X060000,12,0,0
2011-2012,06016157X060000,238,6,3
2011-2012,60162000130001,3277,15,3
2011-2012,60162010170001,3216,0,0
2011-2012,60162010170002,3487,5,1
2011-2012,60162010170003,1269,0,0
2011-2012,60162010173001,84,0,0
2011-2012,60162040170001,3981,30,0
2011-2012,60162080170001,1463,7,2
2011-2012,60162090170001,1958,5,0
2011-2012,60162090170002,2372,1,1
2011-2012,60162090170003,848,1,0
2011-2012,60162120160001,1718,5,0
2011-2012,60162120160002,1769,0,0
2011-2012,06016228P003101,20,0,0
2011-2012,06016228P003102,18,0,0
2011-2012,06016228P003103,36,0,0
2011-2012,06016228P003104,20,0,0
2011-2012,60162340160001,812,0,0
2011-2012,06016242Z140000,17,0,0
2011-2012,06016261X100000,263,0,0
2011-2012,06016264X100000,250,0,0
2011-2012,06016280X100000,634,4,1
2011-2012,06016281X100000,210,0,0
2011-2012,06016282X100000,191,0,0
2011-2012,06016283X100000,187,0,1
2011-2012,06016285X100000,209,2,0
2011-2012,06016289X100000,74,0,0
2011-2012,06016299X100000,232,0,3
2011-2012,06016304X100000,377,0,0
2011-2012,06016305X100000,110,0,0
2011-2012,06016306X100000,229,1,1
2011-2012,06016307X100000,380,5,0
2011-2012,06016315X100000,177,0,0
2011-2012,06016400P003101,64,0,0
2011-2012,60164010260001,990,3,0
2011-2012,60164010261001,460,0,0
2011-2012,60164010262003,578,2,2
2011-2012,60164010262004,666,5,0
2011-2012,60164010262005,255,8,0
2011-2012,06016473X100000,200,2,0
2011-2012,06016482X100000,472,0,1
2011-2012,06016483X100000,220,0,0
2011-2012,06016484X100000,151,0,0
2011-2012,06016485X100000,494,2,4
2011-2012,06016498X100000,51,0,0
2011-2012,06016500X100000,144,0,0
2011-2012,06016510X100000,111,2,0
2011-2012,60165270513101,60,0,0
2011-2012,06016528X100000,427,0,0
2011-2012,06016529X100000,606,1,0
