Year,RCDTS,Enrollment,PBE,PME
2014-2015,020910370042002,164,0,0
2014-2015,020910370042003,267,3,0
2014-2015,020910430042001,430,4,0
2014-2015,020910660220001,69,0,0
2014-2015,020910660221001,37,0,0
2014-2015,020910660222001,133,0,0
2014-2015,020910810160001,491,1,0
2014-2015,020910840260001,116,0,0
2014-2015,020910840261002,76,0,0
2014-2015,020910840262005,177,0,0
2014-2015,030030010262001,234,0,0
2014-2015,030030020260001,532,4,0
2014-2015,030030020261002,303,2,0
2014-2015,030030020262003,667,7,3
2014-2015,030030020262004,231,1,0
2014-2015,030030020262005,172,0,0
2014-2015,03025002X060000,136,0,0
2014-2015,03025004Y100000,190,0,0
2014-2015,03025007X100000,404,5,1
2014-2015,030250100260001,260,0,0
2014-2015,030250100262002,488,3,1
2014-2015,030250200260001,191,0,0
2014-2015,030250200262003,155,0,0
2014-2015,030250300260001,189,2,0
2014-2015,030250300262002,268,4,0
2014-2015,030250400260001,781,2,0
2014-2015,030250400261001,576,5,0
2014-2015,030250400262002,678,6,0
2014-2015,030250400262006,220,1,0
2014-2015,030250400262008,401,7,0
2014-2015,030250500260001,357,2,0
2014-2015,030250500261001,165,3,0
2014-2015,030250500262002,558,5,0
2014-2015,03026003X060000,56,0,0
2014-2015,03026007X020000,50,1,0
2014-2015,030262010260003,107,0,0
2014-2015,030262010261001,47,0,0
2014-2015,030262010262001,228,0,0
2014-2015,030262020260002,153,0,0
2014-2015,030262020261001,68,0,0
2014-2015,030262020262001,270,0,2
2014-2015,030262030260001,482,0,0
2014-2015,030262030261002,443,1,0
2014-2015,030262030262004,290,1,0
2014-2015,030262030262008,292,1,1
2014-2015,030262040260002,143,2,0
2014-2015,030262040262001,333,3,0
2014-2015,04004001X060000,262,2,2
2014-2015,04004002X100000,126,2,0
2014-2015,04004006P003101,39,0,0
2014-2015,040041000260001,"1,280",1,5
2014-2015,040041000260002,"1,445",6,2
2014-2015,040041000261002,840,1,0
2014-2015,040041000261003,"1,052",4,1
2014-2015,040041000262003,423,6,0
2014-2015,040041000262005,599,4,2
2014-2015,040041000262007,299,2,0
2014-2015,040041000262008,868,0,2
2014-2015,040041000262009,636,3,1
2014-2015,040041000262010,649,5,1
2014-2015,040042000260003,531,6,0
2014-2015,040042000261001,253,3,0
2014-2015,040042000262001,206,2,0
2014-2015,040042000262002,141,2,0
2014-2015,040042000262004,301,5,0
2014-2015,040042000262005,218,0,0
2014-2015,04101001Z020000,223,6,1
2014-2015,04101002Y100000,"1,006",5,1
2014-2015,04101003X100000,435,0,1
2014-2015,04101004X060000,84,2,0
2014-2015,04101005Z010000,296,2,2
2014-2015,04101007X100000,208,0,0
2014-2015,04101008X100000,365,2,0
2014-2015,04101009X100000,132,1,0
2014-2015,04101010X100000,163,0,0
2014-2015,04101013X060000,103,1,0
2014-2015,04101014X100000,186,3,0
2014-2015,04101020X100000,279,3,0
2014-2015,04101021X100000,83,1,0
2014-2015,04101022Z060000,856,10,1
2014-2015,04101023Z260000,"1,180",35,1
2014-2015,04101027X010000,155,9,0
2014-2015,04101030Z200000,117,12,0
2014-2015,04101032Z140000,620,17,0
2014-2015,04101070X160000,141,2,0
2014-2015,04101096X060000,89,0,0
2014-2015,041011220220002,"2,104",4,1
2014-2015,041011220221005,"1,084",2,0
2014-2015,041011220222005,355,1,1
2014-2015,041011220222006,294,0,0
2014-2015,041011220222007,332,4,0
2014-2015,041011220222008,356,1,0
2014-2015,041011220222010,361,2,2
2014-2015,041011220222011,433,3,0
2014-2015,041011220222013,454,1,0
2014-2015,041011220222014,404,5,0
2014-2015,041011220222015,590,1,1
2014-2015,041011310041002,640,6,1
2014-2015,041011310042001,389,7,0
2014-2015,041011310042002,403,6,1
2014-2015,041011310042003,387,3,0
2014-2015,041011330041001,374,2,1
2014-2015,041011330042001,375,10,0
2014-2015,041011340042001,117,0,0
2014-2015,041011400041001,553,3,0
2014-2015,041011400042001,478,8,1
2014-2015,041011400042002,498,6,0
2014-2015,041012050250001,"1,907",2,0
2014-2015,041012050250002,"1,962",6,0
2014-2015,041012050250003,"1,712",7,0
2014-2015,041012050250004,"1,740",0,0
2014-2015,041012050251001,933,2,1
2014-2015,041012050251006,766,2,0
2014-2015,041012050251008,"1,009",6,4
2014-2015,041012050251009,693,0,0
2014-2015,041012050251010,560,0,0
2014-2015,041012050252014,683,1,0
2014-2015,041012050252016,385,0,0
2014-2015,041012050252017,316,0,0
2014-2015,041012050252018,435,2,2
2014-2015,041012050252019,364,1,0
2014-2015,04101205025201C,320,0,0
2014-2015,041012050252020,195,0,0
2014-2015,041012050252022,415,3,0
2014-2015,041012050252024,449,1,0
2014-2015,041012050252027,450,6,0
2014-2015,041012050252029,323,1,0
2014-2015,04101205025202C,306,2,0
2014-2015,041012050252034,313,3,1
2014-2015,041012050252037,520,2,0
2014-2015,041012050252039,458,5,0
2014-2015,04101205025203C,505,2,1
2014-2015,041012050252040,266,0,0
2014-2015,041012050252041,396,0,0
2014-2015,041012050252043,399,2,1
2014-2015,041012050252046,336,3,0
2014-2015,041012050252047,450,1,0
2014-2015,041012050252051,593,4,0
2014-2015,041012050252054,778,3,0
2014-2015,041012050252056,395,4,0
2014-2015,041012050252059,288,3,0
2014-2015,041012050252062,456,4,1
2014-2015,041012050252063,308,0,0
2014-2015,041012050252064,358,0,0
2014-2015,041012050252066,344,2,0
2014-2015,041012050252067,314,2,0
2014-2015,041012050252078,514,5,0
2014-2015,041012050252080,302,2,0
2014-2015,041012050252082,425,1,0
2014-2015,041012050252084,423,1,2
2014-2015,041012050252085,320,5,1
2014-2015,041012050252086,"1,012",2,0
2014-2015,041012050252087,566,4,0
2014-2015,041012050253001,225,1,1
2014-2015,041012050253069,37,0,0
2014-2015,041012050253073,537,4,0
2014-2015,041012050253075,378,0,0
2014-2015,041012050253078,334,1,0
2014-2015,041012070160001,"2,108",10,1
2014-2015,041013200260001,292,0,0
2014-2015,041013200261002,151,0,0
2014-2015,041013200262003,230,0,0
2014-2015,041013200262004,217,3,1
2014-2015,041013200262005,163,0,2
2014-2015,041013210260001,278,0,0
2014-2015,041013210261001,268,0,0
2014-2015,041013210262002,343,5,1
2014-2015,041013220260001,200,1,0
2014-2015,041013220261001,95,1,0
2014-2015,041013220262001,307,7,0
2014-2015,041013230260001,474,1,0
2014-2015,041013230261002,338,3,2
2014-2015,041013230262003,329,6,0
2014-2015,041013230262005,295,3,0
2014-2015,05016008Z010000,535,1,0
2014-2015,050160150041011,778,3,1
2014-2015,050160150041014,545,1,2
2014-2015,050160150041016,775,1,1
2014-2015,050160150041018,685,6,1
2014-2015,050160150042001,675,0,1
2014-2015,050160150042003,611,2,0
2014-2015,050160150042004,479,5,2
2014-2015,050160150042005,622,0,1
2014-2015,050160150042006,661,5,0
2014-2015,050160150042007,755,5,1
2014-2015,050160150042008,851,3,0
2014-2015,050160150042009,727,7,0
2014-2015,050160150042010,635,9,1
2014-2015,050160150042013,629,8,0
2014-2015,050160150042015,821,2,1
2014-2015,050160150042018,564,8,0
2014-2015,050160150042019,520,5,1
2014-2015,050160150042020,545,6,1
2014-2015,050160150042023,597,1,0
2014-2015,050160150043001,299,3,0
2014-2015,050160210041002,701,4,1
2014-2015,050160210041006,762,0,0
2014-2015,050160210041007,646,3,0
2014-2015,050160210042003,596,2,0
2014-2015,050160210042004,587,6,0
2014-2015,050160210042007,489,1,0
2014-2015,050160210042009,420,5,2
2014-2015,050160210042010,422,5,1
2014-2015,050160210042011,347,2,2
2014-2015,050160210042013,433,2,1
2014-2015,050160210042014,474,0,2
2014-2015,050160210042015,532,0,0
2014-2015,050160210043001,542,0,0
2014-2015,050160230021002,516,1,0
2014-2015,050160230022001,389,5,0
2014-2015,050160230022004,300,3,0
2014-2015,050160230022005,364,2,0
2014-2015,050160250021014,871,4,1
2014-2015,050160250021015,917,6,1
2014-2015,050160250022002,496,3,0
2014-2015,050160250022004,383,8,1
2014-2015,050160250022005,557,0,0
2014-2015,050160250022009,597,11,1
2014-2015,050160250022011,453,10,1
2014-2015,050160250022016,623,5,0
2014-2015,050160250022018,475,1,0
2014-2015,050160260021006,459,2,0
2014-2015,050160260022001,472,1,0
2014-2015,050160260022003,465,8,0
2014-2015,050160270021005,435,1,0
2014-2015,050160270022002,352,1,1
2014-2015,050160270022004,406,1,0
2014-2015,050160280021004,613,1,1
2014-2015,050160280022002,390,5,1
2014-2015,050160280022003,395,10,0
2014-2015,050160280022006,323,3,1
2014-2015,050160290022001,202,0,0
2014-2015,050160290022002,284,0,0
2014-2015,050160300021001,411,1,0
2014-2015,050160300022002,336,2,1
2014-2015,050160300022003,372,6,1
2014-2015,050160310021001,305,1,0
2014-2015,050160310022002,594,6,0
2014-2015,050160340041006,866,6,1
2014-2015,050160340041007,859,4,0
2014-2015,050160340042001,526,0,0
2014-2015,050160340042002,482,7,0
2014-2015,050160340042003,602,3,3
2014-2015,050160340042004,469,1,0
2014-2015,050160340042005,546,2,1
2014-2015,050160340042008,520,6,1
2014-2015,050160350021001,593,13,3
2014-2015,050160350022001,263,2,1
2014-2015,050160350022002,342,5,1
2014-2015,050160360021005,447,0,0
2014-2015,050160360022001,389,7,0
2014-2015,050160360022002,270,4,0
2014-2015,050160360022003,249,0,0
2014-2015,050160360022004,443,2,0
2014-2015,050160370021001,280,1,0
2014-2015,050160370022003,452,2,1
2014-2015,050160380022001,506,2,3
2014-2015,050160390021008,884,2,0
2014-2015,050160390022002,502,2,2
2014-2015,050160390022003,427,0,0
2014-2015,050160390022005,507,9,0
2014-2015,050160390022006,509,8,2
2014-2015,050160390022007,840,2,1
2014-2015,05016049Y140000,"2,069",3,1
2014-2015,050160540041001,643,6,2
2014-2015,050160540041012,590,4,4
2014-2015,050160540041018,565,3,0
2014-2015,050160540041019,614,2,1
2014-2015,050160540041020,556,2,3
2014-2015,050160540042002,543,3,5
2014-2015,050160540042003,462,0,0
2014-2015,050160540042005,480,0,2
2014-2015,050160540042006,471,3,2
2014-2015,050160540042007,656,10,2
2014-2015,050160540042008,412,9,2
2014-2015,050160540042009,403,5,0
2014-2015,050160540042010,549,4,2
2014-2015,050160540042011,418,4,5
2014-2015,050160540042013,458,2,1
2014-2015,050160540042015,440,6,2
2014-2015,050160540042018,522,4,2
2014-2015,050160540042019,387,3,0
2014-2015,050160540042022,449,0,0
2014-2015,050160540042023,575,9,1
2014-2015,050160540042026,491,7,2
2014-2015,050160540042027,689,4,6
2014-2015,050160540042028,467,3,2
2014-2015,050160540042029,562,0,0
2014-2015,050160540042030,485,5,0
2014-2015,050160540042031,450,1,2
2014-2015,050160540042032,386,8,4
2014-2015,050160540043111,591,9,0
2014-2015,050160570021004,710,4,0
2014-2015,050160570022002,503,3,2
2014-2015,050160570022005,458,6,0
2014-2015,050160570022008,566,18,1
2014-2015,050160590041010,911,3,0
2014-2015,050160590041012,522,1,0
2014-2015,050160590041016,760,2,0
2014-2015,050160590042001,444,4,2
2014-2015,050160590042002,377,0,2
2014-2015,050160590042003,419,4,1
2014-2015,050160590042006,442,1,2
2014-2015,050160590042008,491,5,2
2014-2015,050160590042009,453,4,0
2014-2015,050160590042014,427,0,0
2014-2015,050160590042016,497,0,0
2014-2015,050160590042018,468,5,0
2014-2015,050160590042019,451,0,0
2014-2015,050160590042020,337,10,3
2014-2015,050160620041001,668,2,0
2014-2015,050160620041003,684,2,0
2014-2015,050160620042001,480,0,2
2014-2015,050160620042002,325,4,0
2014-2015,050160620042004,258,2,1
2014-2015,050160620042005,823,4,1
2014-2015,050160620042008,582,1,1
2014-2015,050160620042009,320,0,0
2014-2015,050160620042010,349,0,1
2014-2015,050160620042011,252,2,0
2014-2015,050160620042012,252,5,0
2014-2015,050160630021003,773,2,0
2014-2015,050160630022006,605,1,0
2014-2015,050160630022008,450,3,0
2014-2015,050160630022009,380,1,0
2014-2015,050160630022010,313,1,0
2014-2015,050160630022011,478,2,0
2014-2015,050160630022012,617,1,0
2014-2015,050160640041006,847,9,0
2014-2015,050160640041007,726,7,0
2014-2015,050160640042001,447,3,0
2014-2015,050160640042004,657,14,2
2014-2015,050160640042005,466,12,0
2014-2015,050160640042011,659,5,0
2014-2015,050160640042012,616,9,0
2014-2015,050160640042013,105,0,0
2014-2015,050160650041002,537,7,0
2014-2015,050160650041007,786,8,3
2014-2015,050160650041012,615,8,1
2014-2015,050160650042004,365,6,2
2014-2015,050160650042005,482,16,2
2014-2015,050160650042009,577,10,1
2014-2015,050160650042010,391,0,1
2014-2015,050160650042014,419,10,0
2014-2015,050160650042015,380,4,0
2014-2015,050160650042019,349,3,0
2014-2015,050160650042020,523,9,0
2014-2015,050160650042021,517,5,0
2014-2015,050160650042022,572,11,0
2014-2015,050160650042023,382,7,0
2014-2015,050160650042024,374,9,0
2014-2015,050160650043017,36,0,0
2014-2015,050160650043020,207,7,0
2014-2015,050160670021002,262,2,0
2014-2015,050160670022003,347,0,2
2014-2015,050160680021002,684,0,0
2014-2015,050160680022001,369,0,0
2014-2015,050160680022004,407,2,0
2014-2015,050160680022005,387,1,0
2014-2015,050160690021003,575,2,0
2014-2015,050160690022001,592,2,0
2014-2015,050160690022004,620,2,0
2014-2015,05016069Y100000,783,0,0
2014-2015,050160700022003,867,6,0
2014-2015,050160710022001,523,5,1
2014-2015,05016071X160000,69,0,0
2014-2015,050160720022002,665,5,4
2014-2015,050160730022001,554,2,0
2014-2015,050160735021003,333,3,0
2014-2015,050160735022002,517,4,0
2014-2015,050160735022003,166,0,0
2014-2015,050160740021001,414,1,0
2014-2015,050160740022003,371,1,0
2014-2015,050160740022004,438,7,2
2014-2015,05016076Y100000,289,1,0
2014-2015,05016078X050000,300,32,2
2014-2015,05016100X160000,299,12,3
2014-2015,05016102X060000,518,10,1
2014-2015,05016106Z200000,225,6,0
2014-2015,05016113Y100000,927,4,2
2014-2015,05016115X160000,56,0,2
2014-2015,05016123Y050000,139,0,0
2014-2015,05016125X010000,13,0,0
2014-2015,05016130X010000,57,0,0
2014-2015,05016146X060000,248,7,0
2014-2015,05016148X160000,119,0,0
2014-2015,05016154X060000,328,17,0
2014-2015,05016156X060000,177,2,1
2014-2015,05016160X060000,316,4,0
2014-2015,05016171Z140000,634,56,1
2014-2015,050162030170001,"3,123",18,8
2014-2015,050162030170002,977,1,1
2014-2015,050162070170001,"1,943",7,2
2014-2015,050162070170003,"2,374",18,1
2014-2015,050162070170004,"2,102",9,2
2014-2015,050162110170001,"2,390",23,10
2014-2015,050162110170002,"2,698",23,2
2014-2015,050162110170003,"2,698",3,3
2014-2015,050162110170004,"2,349",12,7
2014-2015,050162110170006,"1,964",13,2
2014-2015,050162110173001,31,0,0
2014-2015,050162110173002,34,0,0
2014-2015,05016212X050000,701,7,0
2014-2015,05016213X160000,29,1,0
2014-2015,050162140170002,"1,986",7,3
2014-2015,050162140170004,"1,990",9,12
2014-2015,050162140170005,"2,208",17,5
2014-2015,050162140170006,"1,818",2,17
2014-2015,050162140170007,"1,986",1,0
2014-2015,050162140170008,"1,981",9,19
2014-2015,05016218X050000,411,0,0
2014-2015,050162190170002,"2,129",8,0
2014-2015,050162190170003,"2,589",10,1
2014-2015,05016222X170000,61,8,0
2014-2015,050162250170001,"2,039",5,3
2014-2015,050162250170002,"2,900",11,0
2014-2015,050162250173001,32,0,0
2014-2015,05016230X050000,476,2,2
2014-2015,05016244X160000,62,0,0
2014-2015,05016246X250000,9,0,0
2014-2015,05016269P003101,34,0,0
2014-2015,05016269P003105,10,0,0
2014-2015,05016269P003111,10,0,0
2014-2015,05016269P003112,20,0,0
2014-2015,05016275X010000,211,0,0
2014-2015,05016276X100000,311,7,1
2014-2015,05016277X100000,241,2,0
2014-2015,05016278X100000,449,2,0
2014-2015,05016287X010000,370,8,2
2014-2015,05016296X100000,67,0,0
2014-2015,05016298X100000,240,0,0
2014-2015,05016303X100000,276,0,0
2014-2015,05016309X100000,144,2,0
2014-2015,05016311X100000,623,8,1
2014-2015,05016312X100000,501,2,0
2014-2015,05016320Y050000,153,0,0
2014-2015,05016322X230000,111,0,0
2014-2015,05016380X170000,122,3,1
2014-2015,05016414X170000,122,21,0
2014-2015,05016419X100000,352,5,1
2014-2015,05016420X100000,194,3,0
2014-2015,05016469X100000,209,2,0
2014-2015,05016479Z200000,"1,025",22,2
2014-2015,05016494X100000,456,2,2
2014-2015,05016503X100000,314,1,0
2014-2015,05016504X100000,529,7,0
2014-2015,05016508X100000,285,0,0
2014-2015,05016512X100000,234,0,0
2014-2015,05016523X100000,477,1,0
2014-2015,05016526X100000,259,0,0
2014-2015,05016553X100000,301,6,0
2014-2015,05016556X100000,299,0,0
2014-2015,05016558X100000,262,1,0
2014-2015,05016594X010000,304,6,1
2014-2015,05016611S190000,1,0,0
2014-2015,05016657X100000,120,0,0
2014-2015,05016658X100000,166,1,0
2014-2015,05016666X100000,483,10,0
2014-2015,05016667X100000,507,1,0
2014-2015,05016674X160000,171,1,0
2014-2015,05016675X260000,451,21,2
2014-2015,05016679Z270000,38,2,0
2014-2015,05016708Z140000,97,22,0
2014-2015,05016734X050000,21,0,0
2014-2015,05016756X160000,130,0,0
2014-2015,05016777X160000,166,4,2
2014-2015,05016782P003101,82,4,2
2014-2015,05016783X100000,147,5,1
2014-2015,05016841X160000,88,0,0
2014-2015,05016876S190000,18,0,0
2014-2015,05016904X160000,19,0,0
2014-2015,05016908X160000,15,0,0
2014-2015,05016909X160000,19,0,0
2014-2015,05016925Z010000,267,0,4
2014-2015,05016942X010000,23,0,0
2014-2015,05016979X100000,877,1,0
2014-2015,05016982Z190000,238,3,5
2014-2015,05016987Z010000,231,0,0
2014-2015,05016989Z100000,246,2,1
2014-2015,06016001X160000,9,3,0
2014-2015,06016026X010000,101,0,0
2014-2015,06016028Y100000,"1,194",3,1
2014-2015,06016063Y100000,444,3,0
2014-2015,060160780022001,251,0,0
2014-2015,060160790022001,440,6,1
2014-2015,060160800022001,618,8,2
2014-2015,060160800022002,492,2,0
2014-2015,060160810021001,418,2,0
2014-2015,060160810022001,761,0,0
2014-2015,060160810022003,271,1,0
2014-2015,060160830021003,888,0,0
2014-2015,060160830022002,468,1,0
2014-2015,060160830022004,629,2,0
2014-2015,060160830023001,23,1,0
2014-2015,060160840021002,429,1,1
2014-2015,060160840022003,242,1,0
2014-2015,060160840022004,255,1,0
2014-2015,060160840022005,396,1,1
2014-2015,060160845022001,727,1,0
2014-2015,060160855022001,679,0,0
2014-2015,060160860022001,640,1,1
2014-2015,060160870021005,451,0,0
2014-2015,060160870021006,404,1,0
2014-2015,060160870022003,405,2,0
2014-2015,060160870022007,414,0,0
2014-2015,060160870022008,462,0,0
2014-2015,060160870022010,622,2,1
2014-2015,060160880021007,491,0,0
2014-2015,060160880022001,492,0,0
2014-2015,060160880022003,488,0,0
2014-2015,060160880022005,434,0,0
2014-2015,060160880022006,507,1,0
2014-2015,060160880023003,225,0,0
2014-2015,060160890022001,538,0,0
2014-2015,060160890022002,481,1,1
2014-2015,060160890022003,452,1,2
2014-2015,060160890022004,652,2,0
2014-2015,060160890022006,678,0,0
2014-2015,060160890022007,927,2,0
2014-2015,060160890022008,376,0,0
2014-2015,060160890022010,"1,013",1,0
2014-2015,060160890022012,106,0,0
2014-2015,060160900021002,655,5,3
2014-2015,060160900022001,383,5,0
2014-2015,060160900022005,305,4,1
2014-2015,060160910021001,261,2,0
2014-2015,060160910022001,151,4,0
2014-2015,060160910022003,146,2,0
2014-2015,060160910022004,221,1,0
2014-2015,060160910022005,77,0,0
2014-2015,060160920022001,454,0,1
2014-2015,060160925021001,397,3,1
2014-2015,060160925022002,370,1,1
2014-2015,060160925022003,431,8,1
2014-2015,060160930022001,550,1,1
2014-2015,060160940022001,528,1,0
2014-2015,06016094Y100000,467,0,0
2014-2015,060160950021001,415,1,1
2014-2015,060160950022002,735,10,1
2014-2015,060160960021004,590,10,0
2014-2015,060160960022001,358,6,0
2014-2015,060160960022002,150,4,0
2014-2015,060160960022003,405,10,2
2014-2015,060160960022005,167,2,0
2014-2015,060160970021003,943,14,2
2014-2015,060160970021004,959,13,1
2014-2015,060160970022001,406,2,0
2014-2015,060160970022003,318,6,0
2014-2015,060160970022005,515,7,1
2014-2015,060160970022006,501,13,2
2014-2015,060160970022007,656,12,2
2014-2015,060160970022008,704,20,0
2014-2015,060160970022009,475,7,0
2014-2015,060160970022010,432,10,1
2014-2015,060160980021004,"1,102",0,1
2014-2015,060160980022001,988,3,0
2014-2015,060160980022002,641,0,0
2014-2015,060160980022003,647,2,1
2014-2015,060160990021002,"2,772",1,0
2014-2015,060160990022001,"1,151",0,0
2014-2015,060160990022002,828,0,0
2014-2015,060160990022003,489,0,0
2014-2015,060160990022004,553,1,0
2014-2015,060160990022005,769,0,0
2014-2015,060160990022006,961,1,1
2014-2015,060160990022007,285,0,0
2014-2015,060160990022008,648,0,0
2014-2015,060160990022009,300,0,0
2014-2015,060160990022010,842,1,1
2014-2015,060160990022011,523,1,0
2014-2015,060160990022013,731,1,0
2014-2015,060160990022014,989,1,0
2014-2015,060160990022015,885,0,0
2014-2015,060161000021002,547,0,0
2014-2015,060161000021003,676,0,0
2014-2015,060161000022001,380,0,0
2014-2015,060161000022003,550,0,0
2014-2015,060161000022004,441,1,0
2014-2015,060161000022006,465,0,0
2014-2015,060161000022007,308,0,0
2014-2015,060161000022008,480,3,0
2014-2015,060161010021006,506,3,0
2014-2015,060161010022001,293,10,0
2014-2015,060161010022002,249,4,0
2014-2015,060161010022005,391,2,0
2014-2015,060161020021004,692,7,1
2014-2015,060161020022003,524,8,0
2014-2015,060161020022007,610,5,0
2014-2015,060161020022008,275,3,0
2014-2015,060161030022006,279,0,0
2014-2015,060161050021001,326,2,0
2014-2015,060161050022002,209,2,0
2014-2015,060161050022003,358,5,0
2014-2015,060161050022004,218,2,0
2014-2015,060161050022005,345,7,0
2014-2015,060161060021003,313,1,3
2014-2015,060161060022001,513,11,0
2014-2015,060161070021001,363,5,0
2014-2015,060161070022002,465,17,1
2014-2015,06016115X060000,8,0,0
2014-2015,06016119Y100000,539,2,0
2014-2015,06016121Y060000,247,1,0
2014-2015,06016125X060000,56,1,1
2014-2015,06016133X060000,85,2,0
2014-2015,06016134X060000,126,4,0
2014-2015,06016136X060000,153,4,0
2014-2015,06016157X060000,217,3,1
2014-2015,060162000130001,"3,311",28,6
2014-2015,060162010170001,"3,388",0,0
2014-2015,060162010170002,"3,585",3,1
2014-2015,060162010170003,"1,216",0,0
2014-2015,060162010173001,82,0,0
2014-2015,060162040170001,"4,038",36,2
2014-2015,060162080170001,"1,587",11,0
2014-2015,060162090170001,"1,809",8,0
2014-2015,060162090170002,"2,179",0,3
2014-2015,060162090170003,750,1,0
2014-2015,060162120160001,"1,760",1,3
2014-2015,060162120160002,"1,615",0,0
2014-2015,06016228P003103,40,0,0
2014-2015,06016228P003104,19,0,0
2014-2015,06016228P003105,40,0,0
2014-2015,060162340160001,797,4,1
2014-2015,06016261X100000,335,0,0
2014-2015,06016264X100000,237,0,0
2014-2015,06016280X100000,653,9,0
2014-2015,06016281X100000,259,2,0
2014-2015,06016282X100000,180,0,0
2014-2015,06016283X100000,210,0,0
2014-2015,06016285X100000,224,3,0
2014-2015,06016299X100000,233,0,2
2014-2015,06016304X100000,346,4,0
2014-2015,06016305X100000,122,0,1
2014-2015,06016306X100000,263,3,1
2014-2015,06016307X100000,377,3,0
2014-2015,06016315X100000,184,1,0
2014-2015,06016400P003101,71,0,0
2014-2015,060164010260001,970,0,0
2014-2015,060164010261001,401,2,0
2014-2015,060164010262003,601,5,2
2014-2015,060164010262004,653,6,1
2014-2015,060164010262005,219,0,0
2014-2015,06016473X100000,144,0,0
2014-2015,06016482X100000,473,0,1
2014-2015,06016483X100000,212,0,0
2014-2015,06016484X100000,126,0,0
2014-2015,06016485X100000,486,2,2
2014-2015,06016500X100000,191,0,0
2014-2015,060165270513101,60,1,0
2014-2015,06016528X100000,403,4,0
2014-2015,06016529X100000,597,0,0
2014-2015,06016530X100000,159,4,0
2014-2015,06016554X100000,473,6,3
2014-2015,06016741X060000,135,0,0
2014-2015,06016744X160000,133,1,1
2014-2015,06016809Y100000,721,5,1
2014-2015,06016811X160000,34,2,0
2014-2015,06016818X160000,62,0,0
2014-2015,06016856X160000,69,0,0
2014-2015,06016859X160000,26,1,0
2014-2015,06016938Z100000,25,1,0
2014-2015,06016943X160000,145,1,0
2014-2015,06016966X160000,27,1,0
2014-2015,06016969X160000,126,1,0
2014-2015,06016981X160000,51,3,0
2014-2015,06016990X010000,15,0,0
2014-2015,06016994P003101,40,0,0
2014-2015,06016999X160000,83,3,0
2014-2015,07016007Y030000,376,7,1
2014-2015,07016019X270000,9,0,0
2014-2015,07016020X020000,23,0,0
2014-2015,07016025Z010000,9,0,0
2014-2015,07016026Y100000,166,0,0
2014-2015,07016029X010000,101,0,0
2014-2015,07016039Y030000,537,5,0
2014-2015,07016055Y100000,"1,087",2,6
2014-2015,07016073Y100000,326,0,0
2014-2015,07016081Z020000,78,2,4
2014-2015,07016095Y100000,496,3,0
2014-2015,070161040021001,562,0,0
2014-2015,070161040022001,186,0,0
2014-2015,070161040022003,525,0,0
2014-2015,070161040022004,215,0,1
2014-2015,070161040022005,362,0,0
2014-2015,070161080022001,393,1,0
