COUNTY,BEDS Code,SCHOOL_NAME,GRADE_ORG_DESC,AFFILIATION,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,UGE,UGS,KFULL,KHALF,PK,Enrollment
ORANGE,440401759101,AEF CHAPEL FIELD SCHOOL,K-12 School,PRESBYTERIAN,6,18,6,11,11,12,11,21,14,28,34,35,0,0,11,0,7,225
ORANGE,440601145071,JOHN S BURKE CATHOLIC HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,125,122,135,113,0,0,0,0,0,495
ORANGE,440601145074,SAINT JOHN'S SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,24,22,20,27,14,22,22,26,0,0,0,0,0,0,20,0,0,197
ORANGE,441000145081,OUR LADY OF MOUNT CARMEL SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,11,20,17,22,18,21,19,21,0,0,0,0,0,0,16,0,19,184
ORANGE,441000445847,MIDDLETOWN SDA CHURCH SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,6,4,5,2,3,4,3,5,0,0,0,0,0,0,8,0,8,48
ORANGE,441000997719,"NYSARC INC, ORANGE COUNTY CHAPTER",Special School,INDEPENDENT,8,1,0,0,0,0,0,0,0,0,0,0,24,13,0,0,107,153
ORANGE,441000999534,NEW BEGINNINGS MONTESSORI SCHOOL,Elementary,INDEPENDENT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,101,122
ORANGE,441201145086,SACRED HEART SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,30,27,25,28,23,34,32,29,0,0,0,0,0,0,24,0,26,278
ORANGE,441201148378,THEVENET MONTESSORI SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,12,17,10,0,0,0,0,0,0,0,0,0,0,0,18,0,45,102
ORANGE,441201229273,CONGREGATION BNEI YOEL SCHOOL,K-12 School,JEWISH,129,124,123,91,129,93,106,102,83,109,122,163,0,0,389,0,0,1763
ORANGE,441201229930,SHERI TORAH,K-12 School,JEWISH,241,212,194,170,177,156,157,134,135,102,196,88,0,0,772,0,200,2934
ORANGE,441201319543,ST PAUL CHRISTIAN EDUCATION CENTER,Elementary,LUTHERAN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,80,96
ORANGE,441202228240,UTA OF KIRYAS JOEL-BOYS,Junior Senior School,JEWISH,300,271,276,247,285,214,230,186,155,146,0,0,0,0,453,0,184,2947
ORANGE,441202228249,UTA OF KIRYAS JOEL-GIRLS,K-12 School,JEWISH,307,277,279,272,251,235,236,221,201,204,153,110,0,0,332,0,189,3267
ORANGE,441301147141,MOST PRECIOUS BLOOD SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,12,22,16,17,8,15,8,0,0,0,0,0,0,31,0,27,170
ORANGE,441301805702,FOX HILL SCHOOL,Elementary,INDEPENDENT,2,3,3,2,4,4,7,7,0,0,0,0,0,0,0,0,0,32
ORANGE,441301808513,HARMONY CHRISTIAN SCHOOL,K-12 School,CHRISTIAN FUNDAMENTALIST,14,15,17,10,15,12,13,16,16,21,18,19,0,0,17,0,24,227
ORANGE,441301996070,MONTGOMERY MONTESSORI SCHOOL INC,Elementary,INDEPENDENT,6,2,9,3,0,0,0,0,0,0,0,0,0,0,5,0,10,35
ORANGE,441600145069,BISHOP DUNN MEMORIAL SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,26,25,31,23,27,34,28,26,0,0,0,0,0,0,18,0,27,265
ORANGE,441600145510,SAN MIGUEL ACADEMY OF NEWBURGH,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,17,17,17,14,0,0,0,0,0,0,0,0,0,65
ORANGE,441600145592,NORA CRONIN PRESENTATION ACADEMY,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,9,15,15,10,0,0,0,0,0,0,0,0,0,49
ORANGE,441600149355,SACRED HEART SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,10,16,9,11,20,9,11,0,0,0,0,0,0,15,0,36,151
ORANGE,441600229607,CONGREGATION MESIFTA OHR HATALMUD,Senior High,JEWISH,0,0,0,0,0,0,0,0,17,11,19,11,0,26,0,0,0,84
ORANGE,441800808644,CALVARY CHRISTIAN SCHOOL,Junior Senior School,CHRISTIAN FUNDAMENTALIST,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,6
ORANGE,441800995574,FEI TIAN ACADEMY OF THE ARTS,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,4,14,25,35,27,28,0,0,0,0,0,133
ORANGE,441903997088,TUXEDO PARK SCHOOL,Elementary,INDEPENDENT,15,18,26,28,28,26,31,32,14,0,0,0,0,0,13,0,16,247
ORANGE,442101145089,ST STEPHEN & ST EDWARD SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,18,16,17,21,19,21,30,18,0,0,0,0,0,0,18,0,38,216
ORANGE,442101809921,BELLVALE SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,3,3,4,4,5,4,3,4,0,0,0,0,0,0,0,4,0,34
ORLEANS,450801809551,ORLEANS COUNTY CHRISTIAN SCHOOL,Junior Senior School,CHRISTIAN FUNDAMENTALIST,1,0,1,3,1,0,2,3,3,0,4,3,0,0,0,0,0,21
OSWEGO,460701425457,DEXTERVILLE SDA CHURCH SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,0,1,1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,11
OSWEGO,461300185528,TRINITY CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,17,21,19,10,20,15,0,0,0,0,0,0,0,0,17,0,69,188
OSWEGO,461300808392,OSWEGO COMMUNITY CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,10,10,10,5,7,5,6,3,0,0,0,0,0,0,14,0,19,89
OSWEGO,461801805690,PROVIDENCE CHRISTIAN SCHOOL,Elementary,INDEPENDENT,0,2,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,9
OTSEGO,470501997072,PATHFINDER VILLAGE,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,25
OTSEGO,471101997806,"SPRINGBROOK NEW YORK, INC",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,22,68,0,0,0,90
OTSEGO,471400859056,ONEONTA COMMUNITY CHRISTIAN SCHOOL,Junior Senior School,BAPTIST,6,6,6,5,6,8,0,2,4,3,1,7,0,0,4,0,11,69
OTSEGO,471701999556,BROOKWOOD SCHOOL (THE),Elementary,INDEPENDENT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,47
PUTNAM,480101809662,HUDSON VALLEY CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,8,10,7,6,6,0,0,0,0,0,0,0,0,0,6,0,11,54
PUTNAM,480101998681,HAMPTON SCHOOLS,Elementary,INDEPENDENT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,27
PUTNAM,480102145019,SAINT JAMES THE APOSTLE SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,28,23,14,17,18,17,24,15,0,0,0,0,0,0,28,0,39,223
PUTNAM,480102805983,MISSION CHURCH ACADEMY AND PRESCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,30,42
PUTNAM,480601996087,LONGVIEW SCHOOL,Junior Senior School,INDEPENDENT,2,0,1,1,1,3,0,4,3,3,1,1,0,0,2,0,1,23
PUTNAM,480601996550,GREEN CHIMNEYS SCHOOL FOR LITTLE FOLKS,Junior Senior School,INDEPENDENT,0,8,8,15,23,27,40,30,28,31,13,12,0,0,0,0,0,235
RENSSELAER,490301115686,HOLY SPIRIT SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,15,11,20,17,15,12,14,0,10,0,0,0,0,0,20,0,87,221
RENSSELAER,490301999028,WOODLAND HILL MONTESSORI SCHOOL,Elementary,INDEPENDENT,22,19,23,18,17,18,17,18,0,0,0,0,0,0,36,0,88,276
RENSSELAER,490501117509,SAINT MARY'S ACADEMY-ELEMENTARY,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,12,6,12,14,7,8,8,11,0,0,0,0,0,0,12,0,20,110
RENSSELAER,490501506666,HOOSAC SCHOOL,Junior Senior School,EPISCOPAL,0,0,0,0,0,0,0,4,18,24,26,46,0,0,0,0,0,118
RENSSELAER,490601115663,SAINT AUGUSTINE'S SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,20,17,15,14,14,8,0,0,0,0,0,0,0,0,14,0,22,124
RENSSELAER,490601115672,CATHOLIC CENTRAL HIGH SCHOOL,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,0,33,44,95,73,94,80,0,0,0,0,0,419
RENSSELAER,490601809362,OAKWOOD CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,14,5,8,7,3,5,5,0,0,0,0,0,0,0,8,0,7,62
RENSSELAER,490801116667,LA SALLE INSTITUTE,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,25,48,50,75,89,63,91,0,0,0,0,0,441
RENSSELAER,490804115704,SAINT JUDE THE APOSTLE SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,23,27,31,24,19,17,0,0,0,0,0,0,0,0,30,0,89,260
RENSSELAER,490804998235,VANDERHEYDEN HALL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,4,4,4,3,2,0,0,0,0,0,17
RENSSELAER,491200995972,DOANE STUART SCHOOL (THE),K-12 School,INDEPENDENT,16,8,13,17,15,18,31,26,36,37,50,34,0,0,9,0,6,316
RENSSELAER,491302999322,ROBERT C PARKER SCHOOL,Elementary,INDEPENDENT,7,9,10,5,11,9,16,11,0,0,0,0,0,0,10,0,23,111
RENSSELAER,491700115756,SACRED HEART SCHOOL,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,24,19,16,21,16,14,0,0,0,0,0,0,0,0,27,0,58,195
RENSSELAER,491700858430,REDEMPTION CHRISTIAN ACADEMY,Junior Senior School,BAPTIST,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,2,9
RENSSELAER,491700997083,EMMA WILLARD SCHOOL,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,75,87,81,93,0,0,0,0,0,336
RENSSELAER,491700999668,SUSAN ODELL TAYLOR SCHOOL (THE),Elementary,INDEPENDENT,11,8,8,5,10,5,0,0,0,0,0,0,0,0,13,0,22,82
ROCKLAND,500101145198,ALBERTUS MAGNUS HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,131,126,141,124,0,0,0,0,0,522
ROCKLAND,500101226114,ROCKLAND JEWISH ACADEMY,Elementary,JEWISH,9,12,6,8,8,0,0,0,0,0,0,0,0,0,10,0,26,79
ROCKLAND,500101229658,HEBREW ACADEMY-OHR MENACHEM CHABAD,Elementary,JEWISH,14,0,10,4,4,4,3,6,0,0,0,0,0,0,14,0,8,67
ROCKLAND,500101996670,ROCKLAND COUNTRY DAY SCHOOL,K-12 School,INDEPENDENT,4,7,7,5,6,6,7,9,17,9,21,19,0,0,6,0,1,124
ROCKLAND,500101999089,BLUE ROCK SCHOOL,Elementary,INDEPENDENT,11,9,10,7,12,15,8,5,0,0,0,0,0,0,9,1,0,87
ROCKLAND,500108145040,SAINT ANTHONY SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,31,27,31,26,25,23,27,18,0,0,0,0,0,0,29,0,28,265
ROCKLAND,500201145043,SAINT GREGORY BARBARIGO SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,35,46,35,34,49,34,29,31,0,0,0,0,0,0,42,0,0,335
ROCKLAND,500201998806,CHILDREN OF MARY NURSERY KINDERGARTEN,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,31,48
ROCKLAND,500301145260,SAINT DOMINICS HOME,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,3,0,1,7,10,12,12,15,0,0,0,0,0,14,2,0,0,76
ROCKLAND,500301999199,PRE-SCHOOL PLAYHOUSE,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,35,49
ROCKLAND,500304145050,SAINT PAUL SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,30,19,30,20,19,28,25,30,0,0,0,0,0,0,18,0,38,257
ROCKLAND,500304998107,SUMMIT SCHOOL (THE),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,137
ROCKLAND,500304999260,RIVER SCHOOL (THE),Elementary,INDEPENDENT,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,22
ROCKLAND,500308145046,SAINT MARGARET SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,32,24,21,24,27,18,21,17,0,0,0,0,0,0,35,0,46,265
ROCKLAND,500401145051,SACRED HEART SCHOOL,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,28,25,20,24,31,18,20,29,0,0,0,0,0,0,35,0,25,255
ROCKLAND,500401226004,CONGREGATION KOLEL CHASIDEL RACHMISTRIVKA,Elementary,JEWISH,29,27,26,22,18,0,0,0,0,0,0,0,0,0,29,28,29,208
ROCKLAND,500401229384,BAIS YAAKOV OF RAMAPO,Senior High,JEWISH,0,0,0,0,0,0,0,0,32,30,29,21,0,0,0,0,0,112
ROCKLAND,500401229393,YESHIVAS OHR REUVEN,Senior High,JEWISH,0,0,0,0,0,0,0,0,21,15,12,15,0,0,0,0,0,63
ROCKLAND,500401229597,YESHIVA DARCHEI NOAM,Elementary,JEWISH,22,21,26,37,21,22,26,22,0,0,0,0,0,0,25,0,20,242
ROCKLAND,500401229697,ATERES BAIS YAAKOV ACADEMY OF ROCKLAND,K-12 School,JEWISH,26,23,27,22,30,29,30,43,33,29,32,32,0,0,22,0,25,403
ROCKLAND,500401229856,CONGREGATION ATERES TZVI,Elementary,JEWISH,15,11,14,20,19,15,17,16,0,0,0,0,0,0,13,0,20,160
ROCKLAND,500401996118,PASCACK VALLEY LEARNING CENTER,Junior Senior School,INDEPENDENT,0,0,14,8,16,12,9,11,13,14,10,9,0,0,0,0,0,116
ROCKLAND,500402206673,MESIFTA BETH SHRAGA,Senior High,JEWISH,0,0,0,0,0,0,0,0,24,22,20,14,0,0,0,0,0,80
ROCKLAND,500402207407,SHAAREI TORAH OF ROCKLAND,Senior High,JEWISH,0,0,0,0,0,0,0,0,20,20,24,16,0,0,0,0,0,80
ROCKLAND,500402209903,YESHIVA BAIS HACHINUCH,Elementary,JEWISH,0,0,7,9,11,12,13,13,0,0,0,0,0,0,0,0,0,65
ROCKLAND,500402220016,CONGREGATION YESHIVA NOIAM MGODIM,Elementary,JEWISH,20,21,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,80
ROCKLAND,500402225047,CONGREGATION TALMUD TORAH D'CHASIDEI BOBOV OF MONSEY,Junior Senior School,JEWISH,54,57,54,52,49,48,42,29,26,22,0,0,0,0,68,0,98,599
ROCKLAND,500402225056,MESIVTA MAAMAR MORDECHAI,Senior High,JEWISH,0,0,0,0,0,0,0,0,9,9,11,19,0,0,0,0,0,48
ROCKLAND,500402225490,SKILL BUILDING CENTER (THE),Elementary,JEWISH,3,12,4,8,4,7,3,2,0,0,0,0,0,0,11,0,10,64
ROCKLAND,500402225496,BAIS TRANY OF MONSEY,Elementary,JEWISH,23,21,26,20,23,16,15,20,0,0,0,0,0,0,27,0,87,278
ROCKLAND,500402225550,BOBOVER YESHIVA OF MONSEY,Junior Senior School,JEWISH,25,23,25,23,25,21,17,0,21,31,23,0,0,0,14,0,30,278
ROCKLAND,500402225586,CONGREGATION BAIS CHANA MALKA,Junior Senior School,JEWISH,18,20,16,9,12,9,18,10,17,13,11,11,0,0,26,0,61,251
ROCKLAND,500402225587,CONGREGATION MACHON TIFERES BACHURIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24
ROCKLAND,500402225674,BNEI YAKOV YOSEF OF MONSEY,Elementary,JEWISH,26,28,27,19,19,0,0,0,0,0,0,0,0,0,28,0,60,207
ROCKLAND,500402225708,MONSEY BEIS CHAYA MUSHKA-HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,13,24,19,8,0,0,0,0,0,64
ROCKLAND,500402225721,TORAS EMACHU,Elementary,JEWISH,25,16,19,8,9,15,0,0,0,0,0,0,0,0,26,0,41,159
ROCKLAND,500402225751,IMREI SHUFER,Elementary,JEWISH,12,13,16,17,11,10,10,0,0,0,0,0,0,0,9,0,19,117
ROCKLAND,500402225984,BAIS YAAKOV AYELES HASHACHAR INC,Elementary,JEWISH,4,4,6,10,2,5,3,3,0,0,0,0,0,0,4,0,3,44
ROCKLAND,500402226030,BAIS CHINUCH L'BONOIS,Elementary,JEWISH,26,24,23,24,22,20,19,19,0,0,0,0,0,0,45,0,54,276
ROCKLAND,500402226086,CONGREGATION YESHIVA OF GREATER MONSEY INC,Elementary,JEWISH,22,22,10,0,0,0,0,0,0,0,0,0,0,0,22,0,20,96
ROCKLAND,500402226093,CONGREGATION YESHIVAS MEON HATORAH,Senior High,JEWISH,0,0,0,0,0,0,0,0,11,17,14,10,0,0,0,0,0,52
ROCKLAND,500402226096,CONGREGATION MESIFTA,Senior High,JEWISH,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,22
ROCKLAND,500402226099,BNOS CHAYIL,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,20
ROCKLAND,500402226104,BAIS YAAKOV ELEMENTARY SCHOOL OF ROCKLAND,Elementary,JEWISH,24,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,40,103
ROCKLAND,500402226129,MESIVTA AHAVAS HATORAH,Senior High,JEWISH,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,23
ROCKLAND,500402226132,CONGREGATION TALMUD TORAH INC,Other,JEWISH,30,25,19,24,19,20,17,20,0,0,0,0,0,0,22,0,41,237
ROCKLAND,500402226134,MESIVTA OF YESHIVA D'MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,20,22,20,0,0,0,0,0,0,62
ROCKLAND,500402226135,CONGREGATION YETEV LEV OF MONSEY,Elementary,JEWISH,20,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,71,127
ROCKLAND,500402226150,YESHIVA OHR TORAH,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,36,37,94,96,0,0,0,0,0,263
ROCKLAND,500402226151,CONG KHAL YEREIM YESH BAIS HILLEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,20,20,20,17,0,0,0,0,0,77
ROCKLAND,500402226477,YESHIVA OF SPRING VALLEY,Elementary,JEWISH,179,164,153,192,169,164,156,167,0,0,0,0,0,0,185,0,160,1689
ROCKLAND,500402226478,A H SCHREIBER HEBREW ACADEMY OF ROCKLAND,Elementary,JEWISH,35,34,27,28,31,28,43,27,0,0,0,0,0,0,32,0,31,316
ROCKLAND,500402226680,BETH ROCHEL SCHOOL-GIRLS,K-12 School,JEWISH,86,90,84,83,94,86,82,87,71,77,79,53,0,1,101,0,99,1173
ROCKLAND,500402227455,YESHIVA BETH DAVID,Elementary,JEWISH,84,80,84,82,55,56,56,51,19,17,24,9,0,0,65,0,72,754
ROCKLAND,500402227568,BAIS YAAKOV HIGH SCHOOL OF SPRING VALLEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,107,96,88,91,0,0,0,0,0,382
ROCKLAND,500402227589,YESHIVA AHAVATH ISRAEL-BNOS VISNITZ,K-12 School,JEWISH,278,273,243,219,245,215,223,186,210,195,168,174,0,0,324,0,393,3346
ROCKLAND,500402228423,UNITED TALMUDICAL ACADEMY,K-12 School,JEWISH,150,161,135,144,136,138,119,138,144,114,111,91,0,0,412,0,0,1993
ROCKLAND,500402228547,CONG MACHZIKEI HADAS OF BELZ,Elementary,JEWISH,99,39,33,26,42,30,34,27,0,0,0,0,0,0,49,0,0,379
ROCKLAND,500402228999,YESHIVA HIGH SCHOOL OF MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,28,28,26,16,0,0,0,0,0,98
ROCKLAND,500402229080,YESHIVA BETH MIKROH,Elementary,JEWISH,81,46,58,62,52,59,45,47,0,0,0,0,0,0,46,0,59,555
ROCKLAND,500402229084,BAIS YAAKOV CHOFETZ CHAIM-POMONA,Elementary,JEWISH,45,30,45,41,43,37,37,38,0,0,0,0,0,0,28,0,51,395
ROCKLAND,500402229085,BAS MIKROH,Elementary,JEWISH,45,49,53,31,31,33,32,34,0,0,0,0,0,0,45,0,41,394
ROCKLAND,500402229103,TALMUD TORAH KHAL ADAS YEREIM,Elementary,JEWISH,29,30,28,25,30,22,26,26,0,0,0,0,0,0,33,0,28,277
ROCKLAND,500402229165,YESHIVA DEGEL HATORAH,Elementary,JEWISH,22,24,21,24,24,24,18,18,0,0,0,0,0,0,26,0,17,218
ROCKLAND,500402229279,CONGREGATION OHR YITZCHOK,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,20,20,20,20,0,0,84,0,0,164
ROCKLAND,500402229299,BAIS SHIFRA MIRIAM,K-12 School,JEWISH,24,18,20,25,27,24,17,23,26,24,17,21,0,0,24,0,14,304
ROCKLAND,500402229315,ROCKLAND INSTITUTE FOR SPECIAL EDUCATION,Junior Senior School,JEWISH,1,1,6,1,1,5,5,6,5,2,3,6,0,11,1,0,0,54
ROCKLAND,500402229325,YESHIVA TZOIN YOSEF,Junior Senior School,JEWISH,59,54,52,55,52,52,47,53,50,27,28,22,0,0,49,0,0,600
ROCKLAND,500402229520,YESHIVA AVIR YAAKOV,K-12 School,JEWISH,299,262,266,219,255,242,209,211,137,167,185,231,0,0,375,0,825,3883
ROCKLAND,500402229528,YESHIVA SHAAR EPHRAIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,59,32,59,70,0,0,0,0,0,220
ROCKLAND,500402229549,YESHIVA GEDOLAH OF SOUTH MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,22,16,17,15,0,0,0,0,0,70
ROCKLAND,500402229565,BNOS ESTHER PUPA,K-12 School,JEWISH,40,28,30,28,32,27,29,23,29,33,28,22,0,0,25,0,28,402
ROCKLAND,500402229623,CONGREGATION BAIS MALKA,K-12 School,JEWISH,47,46,47,43,48,34,36,43,39,30,29,30,0,0,47,0,40,559
ROCKLAND,500402229696,MESIVTA ZIEV HATORAH,Senior High,JEWISH,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,21
ROCKLAND,500402229806,MOSDOS SANZ KLAUSENBURG OF MONSEY,Elementary,JEWISH,46,43,39,41,21,28,23,26,0,0,0,0,0,0,67,0,78,412
ROCKLAND,500402229816,SHAAREI ARAZIM OF MONSEY,Senior High,JEWISH,0,0,0,0,0,0,0,0,27,13,29,13,0,0,0,0,0,82
ROCKLAND,500402229834,CONGREGATION NOAM E LISENK,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,158,78,15,0,0,0,0,0,251
ROCKLAND,500402229896,BAIS YAAKOV D'RAV HIRSCH,Senior High,JEWISH,0,0,0,0,0,0,0,0,46,35,38,32,0,0,0,0,0,151
ROCKLAND,500402229918,CHEDER CHABAD OF MONSEY,Elementary,JEWISH,35,36,31,32,33,28,34,28,0,0,0,0,0,0,34,0,30,321
ROCKLAND,500402229966,BAIS YEHUDA,Senior High,JEWISH,0,0,0,0,0,0,0,0,43,29,26,0,0,0,0,0,0,98
ROCKLAND,500402808884,CORNERSTONE CHRISTIAN SCHOOL,Elementary,CHRISTIAN FUNDAMENTALIST,22,20,13,13,9,12,4,0,0,0,0,0,0,0,24,0,0,117
ROCKLAND,500402995550,YESHIVA DARKEI EMUNAH,Elementary,JEWISH,18,12,14,12,17,18,0,0,0,0,0,0,0,0,16,0,38,145
ROCKLAND,500402995555,CONGREGATION BIRCHOS YOSEF,Elementary,JEWISH,9,8,6,0,0,0,0,0,0,0,0,0,0,0,8,0,7,38
ROCKLAND,500402996054,COMMUNITY ENRICHMENT CENTER,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
ROCKLAND,500402996676,GREEN MEADOW WALDORF SCHOOL,K-12 School,INDEPENDENT,29,24,27,19,22,13,30,21,26,30,26,25,0,0,45,33,25,395
ROCKLAND,500402999409,ROCKLAND LEARNING CENTER,Elementary,INDEPENDENT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,29
SAINT LAWRENCE,510201155004,SAINT MARY SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,7,7,6,9,11,13,0,0,0,0,0,0,0,0,8,0,11,72
SAINT LAWRENCE,510201999730,LITTLE RIVER COMMUNITY SCHOOL,K-12 School,INDEPENDENT,2,0,4,3,2,9,4,2,1,2,3,0,0,0,1,0,0,33
SAINT LAWRENCE,511101155007,SAINT JAMES SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,18,15,13,13,6,15,0,0,0,0,0,0,0,0,13,0,18,111
SAINT LAWRENCE,511901656117,DEER CROSSING AMISH SCHOOL,Elementary,MENNONITES,4,2,3,0,5,0,4,2,0,0,0,0,0,0,0,0,0,20
SAINT LAWRENCE,512001155896,TRINITY CATHOLIC SCHOOL,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,19,22,16,28,18,23,0,0,0,0,0,0,0,0,39,0,22,187
SAINT LAWRENCE,512001185654,HOLY NAME OF JESUS ACADEMY,K-12 School,ROMAN CATHOLIC - OGDENSBURG DIOCESE,5,9,4,9,8,13,9,15,31,25,14,10,0,0,5,0,2,159
SAINT LAWRENCE,512300155012,ST MARGUERITE D'YOUVILLE ACADEMY,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,9,11,8,2,3,6,0,0,0,0,0,0,0,0,11,0,5,55
SAINT LAWRENCE,512404658926,TOWNLINE SCHOOL,Elementary,MENNONITES,3,3,2,2,2,5,5,3,0,0,0,0,0,0,0,0,0,25
SAINT LAWRENCE,512404658927,MUD LAKE SCHOOL,Elementary,MENNONITES,3,2,5,0,0,1,2,4,0,0,0,0,0,0,0,0,0,17
SAINT LAWRENCE,512404658928,PLIMPTON SCHOOL,Elementary,MENNONITES,3,4,4,0,2,1,2,3,0,0,0,0,0,0,0,0,0,19
SAINT LAWRENCE,512404658929,TWIN MAPLES,Elementary,MENNONITES,3,3,2,2,5,1,3,7,0,0,0,0,0,0,0,0,0,26
SAINT LAWRENCE,512404658930,ELM GROVE SCHOOL,Elementary,MENNONITES,2,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,17
SAINT LAWRENCE,512404659077,ANDERSON VALLEY SCHOOL,Elementary,MENNONITES,2,2,3,2,1,2,5,1,0,0,0,0,0,0,0,0,0,18
SAINT LAWRENCE,512404659078,LOCUST GROVE SCHOOL,Elementary,MENNONITES,2,3,7,2,3,4,4,1,0,0,0,0,0,0,0,0,0,26
SAINT LAWRENCE,512404659400,MAPLE RIDGE SCHOOL,Elementary,MENNONITES,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,18
