County,BEDS Code,Name,Grade Org,Affiliation,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,UGS,FullK,HalfK,PreK,Enrollment
KINGS,332000226101,YESHIVA AND MESIVTA WIZNITZ OF USA,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,32,28,23,16,0,0,0,0,99
KINGS,332000226126,MOSDOS SATMAR BP,Junior Senior School,JEWISH,110,123,116,87,72,69,0,48,57,24,20,22,0,0,154,0,329,1231
KINGS,332000226199,CONGREGATION YESHIVA BNEI TORAH,Pre-K Only,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,33
KINGS,332000226212,TOMER DVORA SCHOOL - SITE 3,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,50,108
KINGS,332000226218,CONG TALMIDEI MESIVTA TIFERES SHMIEL,Other,JEWISH,0,0,0,0,0,0,0,0,0,26,34,43,0,0,0,0,0,103
KINGS,332000226225,YESHIVA TOLDOS YESUSCHER,Elementary,JEWISH,11,17,12,9,11,13,0,20,16,0,0,0,0,0,17,0,23,149
KINGS,332000226229,BAIS YAAKOV OF BENSONHURST,Elementary,JEWISH,6,18,18,22,19,17,0,23,23,0,0,0,0,0,17,0,5,168
KINGS,332000226250,CONG DARKEI AVOS SANZ OF BP,Other,JEWISH,11,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,50
KINGS,332000226270,YESODEI BINA INC,Other,JEWISH,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,16
KINGS,332000226331,TALMUD TORAH D'CHASIDEI GUR,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,48
KINGS,332000226486,BETH JACOB OF BORO PARK,Elementary,JEWISH,128,129,145,164,134,154,0,163,163,0,0,0,0,0,122,0,74,1376
KINGS,332000226893,BETH JACOB SCHOOL FOR GIRLS,K-12 School,JEWISH,45,43,51,50,46,46,0,53,44,83,72,71,65,0,44,0,35,748
KINGS,332000226900,BOBOVER YESHIVA BNEI ZION-15TH AVE,Junior Senior School,JEWISH,139,134,132,117,130,111,0,140,121,67,76,0,0,0,149,157,0,1473
KINGS,332000226935,TOMER DVORA SCHOOL - SITE 2,Elementary,JEWISH,66,66,69,67,58,64,0,61,68,0,0,0,0,0,0,0,0,519
KINGS,332000226948,YESHIVA CHSAN SOFER,K-12 School,JEWISH,40,36,40,52,48,44,0,42,38,15,11,16,11,0,38,52,0,483
KINGS,332000226957,YESHIVA OHEL MOSHE,Elementary,JEWISH,7,5,6,6,6,8,0,11,0,0,0,0,0,0,12,0,0,61
KINGS,332000227132,HEBREW ACADEMY FOR SPEC CHLDRN,Special School,JEWISH,0,0,0,0,0,0,79,0,0,0,0,0,0,35,0,0,311,425
KINGS,332000227219,YESHIVA BETH HILLEL OF KRASNA,Elementary,JEWISH,54,65,64,29,32,36,0,34,37,39,44,0,0,0,116,0,116,666
KINGS,332000227460,YESHIVA AND BETH HAMEDRASH SHAAREI,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,30,30,28,0,0,0,0,0,88
KINGS,332000227463,YESHIVA YAGDIL TORAH,Elementary,JEWISH,82,69,58,56,56,52,0,53,40,0,0,0,0,0,54,0,26,546
KINGS,332000227506,HEBREW INSTITUTE FOR THE DEAF,Pre-K Only,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,184
KINGS,332000227520,BAIS YITZCHAK SCHOOL,Elementary,JEWISH,27,31,22,31,35,32,0,25,0,0,0,0,0,0,29,0,29,261
KINGS,332000227819,BNOS ZION OF BOBOV,K-12 School,JEWISH,157,161,159,151,150,125,0,127,123,94,121,96,112,0,181,0,75,1832
KINGS,332000227945,TOMER DVORA SCHOOL - SITE 1,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,70,78,61,56,0,0,0,0,265
KINGS,332000228236,YESHIVA YESODE HATORAH,Elementary,JEWISH,31,27,28,24,30,29,0,31,23,0,0,0,0,0,19,0,40,282
KINGS,332000228239,GERER YESHIVA/MESIVTA BAIS YISROEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,48,62,37,16,0,0,0,0,163
KINGS,332000228244,MOSDOS CHASIDEI SQ-T Y Y BORO PARK,Junior Senior School,JEWISH,35,44,33,35,45,47,0,34,38,33,34,25,0,0,48,62,0,513
KINGS,332000228254,TORAH VYIRAH OF BORO PARK,Elementary,JEWISH,0,0,0,140,153,164,0,168,0,0,0,0,0,0,0,0,0,625
KINGS,332000228436,BAIS TZIPORAH,K-12 School,JEWISH,79,52,47,45,48,46,0,47,41,37,31,52,36,0,80,11,29,681
KINGS,332000228439,YESHIVA MACHZIKEI HADAS,Elementary,JEWISH,42,52,76,98,106,93,0,88,90,0,0,0,0,0,47,0,52,744
KINGS,332000228527,BNOS YERUSHALAYIM,K-12 School,JEWISH,102,89,77,90,83,78,0,89,74,66,78,69,67,0,130,0,69,1161
KINGS,332000228651,BAIS YAAKOV D'CHASSIDEI GUR,Elementary,JEWISH,72,65,51,72,48,43,0,49,46,0,0,0,0,0,51,0,118,615
KINGS,332000228679,BAIS YAAKOV OF 18TH AVE,Elementary,JEWISH,32,28,31,30,29,31,0,31,29,0,0,0,0,0,30,0,32,303
KINGS,332000228769,YESHIVA IMREI YOSEF SPINKA,Junior Senior School,JEWISH,11,15,21,22,18,21,0,15,19,25,24,22,0,0,12,0,0,225
KINGS,332000228797,YESHIVA TIFERES BUNIM,Elementary,JEWISH,9,10,8,20,11,19,0,18,9,0,0,0,0,0,13,0,12,129
KINGS,332000228904,YESHIVAS NOVOMINSK-KOL YEHUDA,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,43,44,39,39,0,0,0,0,165
KINGS,332000228908,BAIS ESTHER SCHOOL,K-12 School,JEWISH,105,100,87,79,73,72,0,61,48,41,47,46,24,0,104,0,216,1103
KINGS,332000228915,BAIS YAAKOV D'GUR HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,33,52,29,34,0,0,0,0,148
KINGS,332000229010,BNOS YAKOV OF BORO PARK,K-12 School,JEWISH,63,52,69,63,62,59,0,46,48,35,19,45,39,0,71,0,61,732
KINGS,332000229051,MACHON BAIS YAAKOV HILDA BIRN HS,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,19,27,28,31,0,0,0,0,105
KINGS,332000229076,BAIS FRIMA CHINUCH CENTER,K-12 School,JEWISH,18,8,20,14,12,7,0,20,11,12,8,9,13,0,12,0,56,220
KINGS,332000229091,YESHIVA DERECH CHAIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
KINGS,332000229112,SINAI ACADEMIC CENTER,Junior Senior School,JEWISH,0,0,0,0,0,1,0,3,5,8,10,17,11,0,0,0,0,55
KINGS,332000229159,TALMUD TORAH D'RABINU YOEL,Elementary,JEWISH,171,156,159,154,149,0,0,0,0,0,0,0,0,0,350,90,0,1229
KINGS,332000229276,MERKAZ BNOS/BNOS CHAVA HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,16
KINGS,332000229282,YESHIVA CONGREGATION TORAS YUFA,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60
KINGS,332000229319,TIFERES MIRIAM SCHOOL FOR GIRLS,Junior Senior School,JEWISH,0,0,0,0,0,0,0,1,7,7,9,10,6,0,0,0,0,40
KINGS,332000229340,SHALSHELES BAIS YAAKOV,K-12 School,JEWISH,8,12,9,10,14,12,0,16,17,19,34,39,35,0,9,0,0,234
KINGS,332000229376,ZICHRON YEHUDA-BAIS SIMCHA,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,17
KINGS,332000229420,YESHIVA TIFERES SHMIEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,32,32,42,0,0,0,0,0,106
KINGS,332000229460,CHEDER (THE),Elementary,JEWISH,46,52,47,54,48,51,0,46,53,0,0,0,0,0,54,0,48,499
KINGS,332000229590,CONGREGATION MACHNE CHAIM INC,K-12 School,JEWISH,63,70,73,68,63,62,0,58,65,51,44,50,36,0,76,0,122,901
KINGS,332000229665,YESHIVA KEHILATH YAKOV,Elementary,JEWISH,45,33,39,41,41,34,0,41,0,0,0,0,0,0,39,0,75,388
KINGS,332000229673,VIZNITZER CHAIDER TIFERES YISROEL,Elementary,JEWISH,15,18,23,22,26,26,0,16,22,0,0,0,0,0,17,0,28,213
KINGS,332000229822,GAN YISROEL,Elementary,JEWISH,71,48,52,72,71,75,0,55,73,0,0,0,0,0,46,0,58,621
KINGS,332000229839,YESHIVA NESIVOS CHAIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,8,5,6,5,0,0,0,0,24
KINGS,332000229894,OHR TORAH ,Special School,JEWISH,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30
KINGS,332000305792,LUTHERAN ELEM SCHOOL OF BAY RIDGE,Elementary,LUTHERAN,17,16,15,15,15,13,0,12,9,0,0,0,0,0,21,0,20,153
KINGS,332000307373,LEIF ERICSON DAY SCHOOL,Elementary,LUTHERAN,9,11,12,8,7,7,0,10,13,0,0,0,0,0,4,0,5,86
KINGS,332000445840,BROOKLYN SDA ELEMENTARY SCHOOL,Elementary,SEVENTH-DAY ADVENTIST,9,14,8,15,10,8,0,11,10,0,0,0,0,0,9,0,11,105
KINGS,332000718760,D & G KALOIDIS PAROCHIAL SCHOOL,Elementary,GREEK ORTHODOX,25,14,10,11,11,12,0,15,7,0,0,0,0,0,16,0,57,178
KINGS,332000808988,BAY RIDGE CHRISTIAN ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,9,6,8,9,12,12,0,3,13,0,0,0,0,0,13,0,11,96
KINGS,332000809366,GATEWAY CITY ACADEMY,Elementary,CHRISTIAN FUNDAMENTALIST,9,5,0,4,10,11,0,3,5,0,0,0,0,0,4,0,125,176
KINGS,332000996880,ADELPHI ACADEMY,K-12 School,INDEPENDENT,3,3,2,6,1,6,0,7,5,8,6,9,8,0,6,0,71,141
KINGS,332000996928,POLY PREP COUNTRY DAY SCHOOL,K-12 School,INDEPENDENT,33,33,33,34,57,86,0,98,80,134,135,115,118,0,37,0,37,1030
KINGS,332000997766,GUILD FOR EXCEPTIONAL CHILDREN,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101
KINGS,332000999653,BAY RIDGE PREP SCHOOL,K-12 School,INDEPENDENT,14,12,16,19,19,36,0,32,35,51,39,39,43,0,14,0,0,369
KINGS,332100125507,ST PETER CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,21,10,18,20,21,20,0,16,17,0,0,0,0,0,20,0,72,235
KINGS,332100126015,ST ATHANASIUS CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,27,26,26,25,24,14,0,32,28,0,0,0,0,0,27,0,60,289
KINGS,332100126073,BISHOP KEARNEY HIGH SCHOOL,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,67,71,58,71,0,0,0,0,267
KINGS,332100126097,OUR LADY OF GRACE CATHOLIC ACAD,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,9,24,14,22,17,26,0,19,21,0,0,0,0,0,14,0,0,166
KINGS,332100206938,LUBAVITCHER SCHOOL CHABAD,Junior Senior School,JEWISH,16,19,14,11,9,9,0,17,9,4,2,10,4,0,0,0,0,124
KINGS,332100206993,MESIVTA YESHIVA RABBI CHAIM BERLIN,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,74,63,56,56,0,0,0,0,249
KINGS,332100207932,LUBAVITCHER HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,33,30,25,23,0,0,0,0,111
KINGS,332100225340,ELITE HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,13,6,8,9,0,0,0,0,36
KINGS,332100225677,YESHIVAT MAGEN ABRAHAM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,5,6,8,12,0,0,0,0,31
KINGS,332100225701,MAZEL DAY SCHOOL,Elementary,JEWISH,31,30,36,13,19,12,0,15,6,0,0,0,0,0,37,0,26,225
KINGS,332100225735,BNOT CHAYA ACADEMY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,3,6,9,7,0,0,0,0,25
KINGS,332100226075,YESHIVAT DARCHEI ERES INC,Junior Senior School,JEWISH,115,91,92,88,58,72,0,49,0,64,69,67,67,0,122,0,104,1058
KINGS,332100226100,CONGREGATION BNOS CHAYA,Elementary,JEWISH,18,20,15,0,0,0,0,0,0,0,0,0,0,0,21,0,22,96
KINGS,332100226160,PATHWAY STUDY CENTER INC (THE),Special School,JEWISH,0,0,0,0,0,0,38,0,0,0,0,0,0,6,0,0,0,44
KINGS,332100226165,YESHIVA YESODEI HACHAIM,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,3,10,10,13,0,0,0,0,36
KINGS,332100226198,CONGREGATION CHASIDEI BELZ BETH MALK,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,72,80,67,0,0,0,0,0,219
KINGS,332100226224,YESHIVA MACHZIKEI HADAS 2,Elementary,JEWISH,50,47,52,0,0,0,0,0,0,0,0,0,0,0,52,0,54,255
KINGS,332100226237,YESHIVA DARCHEI ALIYA,Other,JEWISH,11,17,7,4,10,10,0,0,0,0,0,0,0,0,17,0,0,76
KINGS,332100226244,YESHIVA LEV TORAH - SITE 2,Other,JEWISH,16,9,9,10,0,0,0,0,0,0,0,0,0,0,11,0,31,86
KINGS,332100226303,YESHIVA SHAREI HAYOSHER,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,27,35
KINGS,332100226500,YESHIVA TORAH TEMIMAH,K-12 School,JEWISH,22,33,30,35,34,38,0,37,33,27,33,30,21,0,18,0,16,407
KINGS,332100226924,MAGEN DAVID YESH-ISAAC SHLM E,Elementary,JEWISH,92,118,132,112,118,156,0,132,160,0,0,0,0,0,111,0,116,1247
KINGS,332100226933,SHULAMITH SCHOOL FOR GIRLS-BROOKLYN,K-12 School,JEWISH,24,26,21,20,23,17,0,16,15,0,0,0,0,0,23,27,0,212
KINGS,332100226947,YESHIVA OF BROOKLYN,K-12 School,JEWISH,51,49,57,59,58,67,0,60,50,51,50,29,68,0,30,16,25,720
KINGS,332100226952,YESHIVA KARLIN STOLIN,K-12 School,JEWISH,39,50,36,53,38,28,0,48,48,49,49,57,32,0,46,0,36,609
KINGS,332100226958,YESHIVA RABBI CHAIM BERLIN,Elementary,JEWISH,83,86,86,81,80,86,0,83,82,0,0,0,0,0,74,0,69,810
KINGS,332100227202,AHI EZER YESHIVA,Elementary,JEWISH,12,16,7,15,22,19,0,25,34,0,0,0,0,0,5,0,23,178
KINGS,332100227245,BNOS ISRAEL OF EAST FLATBUSH,Elementary,JEWISH,28,31,29,27,29,27,0,35,29,0,0,0,0,0,28,0,27,290
KINGS,332100227684,YESHIVAH OF FLATBUSH ELEMENTARY SCH,Elementary,JEWISH,156,105,147,148,132,134,0,152,123,0,0,0,0,0,142,0,90,1329
KINGS,332100227824,BAIS YAAKOV ACADEMY,K-12 School,JEWISH,56,60,65,60,54,60,0,58,54,65,67,50,55,0,53,0,60,817
KINGS,332100228502,SHULAMITH  OF BROOKLYN,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,8,17,10,16,0,0,0,0,51
KINGS,332100228530,ATERET TORAH CENTER,K-12 School,JEWISH,68,86,62,75,56,44,0,63,57,55,41,53,47,0,73,84,84,948
KINGS,332100228724,SHAARE TORAH SCHOOL,Junior Senior School,JEWISH,36,25,27,30,32,31,0,29,31,22,29,29,29,0,0,0,0,350
KINGS,332100228850,YESHIVA IMREI CHAIM VIZNITZ,Elementary,JEWISH,73,72,75,51,56,60,0,54,49,0,0,0,0,0,76,0,144,710
KINGS,332100229088,MAGEN DAVID YESHIVAH HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,123,111,96,100,0,0,0,0,430
KINGS,332100229099,BET YAAKOV ATERET TORAH,Elementary,JEWISH,75,71,65,80,68,68,0,49,55,0,0,0,0,0,86,64,73,754
KINGS,332100229120,CONG OHR SHRAGA D'VERETZKY,K-12 School,JEWISH,30,23,21,31,30,28,0,28,27,26,22,18,22,0,24,0,18,348
KINGS,332100229256,BET YAKOV ATERET TORAH HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,57,51,58,61,0,0,0,0,227
KINGS,332100229424,GESHER YEHUDA,Junior Senior School,JEWISH,4,5,6,10,5,5,0,12,10,8,7,3,11,0,8,0,0,94
KINGS,332100229485,BIG APPLE INSTITUTE INC,Elementary,JEWISH,121,125,120,102,109,81,0,70,70,0,0,0,0,0,147,0,0,945
KINGS,332100229598,YESHIVAT OR HATORAH,Junior Senior School,JEWISH,13,22,12,20,17,15,0,18,20,14,11,15,0,0,16,0,0,193
KINGS,332100229599,BET YAAKOV OHR SARAH,K-12 School,JEWISH,28,21,22,26,23,26,0,28,27,15,24,13,20,0,38,0,30,341
KINGS,332100229679,MESIVTA & YESHIVA GEDOLAH OF MNHTTN,Senior High,JEWISH,0,0,0,0,0,0,0,2,2,6,5,0,1,0,0,0,0,16
KINGS,332100229811,BARKAI YESHIVA,Elementary,JEWISH,33,29,31,37,36,38,0,36,36,0,0,0,0,0,48,0,30,354
KINGS,332100229813,IVDU SCHOOL,Elementary,JEWISH,2,3,4,1,1,5,0,4,5,14,13,14,23,0,0,0,0,89
KINGS,332100229830,B'NOT RACHEL HIGH SCHOOL FOR GIRLS,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,19,21,28,17,0,0,0,0,85
KINGS,332100995351,IMAGINE ACADEMY,Special School,INDEPENDENT,0,0,0,0,0,0,24,0,0,0,0,0,0,15,0,0,0,39
KINGS,332100995457,REACH FOR THE STARS LEARNING CENTER,Special School,INDEPENDENT,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,21
KINGS,332100996045,BECEC INC,Pre-K Only,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,294,314
KINGS,332100997913,WINDMILL MONTESSORI SCHOOL,Elementary,INDEPENDENT,9,15,11,9,6,2,0,4,7,0,0,0,0,0,13,0,7,83
KINGS,332100999764,BROOKLYN AMITY SCHOOL,K-12 School,INDEPENDENT,8,6,13,12,7,14,0,18,7,13,10,6,18,0,5,0,48,185
KINGS,332200125181,MIDWOOD CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,23,21,26,25,27,32,0,27,23,0,0,0,0,0,15,0,20,239
KINGS,332200126021,ST BERNARD CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,32,32,30,29,35,30,0,30,30,0,0,0,0,0,34,0,33,315
KINGS,332200126033,ST EDMUND PREP HIGH SCHOOL,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,138,134,156,170,0,0,0,0,598
KINGS,332200126034,ST EDMUND ELEMENTARY SCHOOL,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,13,21,23,16,20,29,0,21,27,0,0,0,0,0,13,0,18,201
KINGS,332200126049,GOOD SHEPHERD CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,22,16,15,19,14,25,0,32,26,0,0,0,0,0,30,0,36,235
KINGS,332200126077,ST MARK CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,19,12,23,21,18,26,0,18,18,0,0,0,0,0,21,0,52,228
KINGS,332200126080,MARY QUEEN OF HEAVEN CATHOLIC,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,17,16,10,21,16,22,0,21,24,0,0,0,0,0,13,0,20,180
KINGS,332200206950,YESHIVA OF FLATBUSH-JOEL BRAVERMAN H,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,159,142,148,151,0,0,0,0,600
KINGS,332200216910,EAST MIDWOOD HEBREW DAY SCHOOL,Elementary,JEWISH,16,21,18,16,25,12,0,7,12,0,0,0,0,0,18,0,27,172
KINGS,332200225638,SHAARE TORAH HIGH SCHOOL-GIRLS,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,49,31,32,40,0,0,0,0,152
KINGS,332200225688,MASORES BAIS YAAKOV HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,48,51,61,56,0,0,0,0,216
KINGS,332200225730,KOLLEL ZICHRON YOSEF,Pre-K Only,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
KINGS,332200225985,YESHIVAT LEV TORAH,Elementary,JEWISH,14,21,16,15,19,21,0,17,19,11,0,0,0,0,10,0,0,163
KINGS,332200226005,CONGREGATION BNOS YAAKOV,Other,JEWISH,0,0,0,0,0,0,0,0,0,47,44,55,39,0,0,0,0,185
KINGS,332200226034,YESHIVAT OHEL TORAH,Elementary,JEWISH,20,28,17,16,18,16,0,14,16,0,0,0,0,0,17,0,35,197
KINGS,332200226037,ZVI DOV ROTH ACA - YESHIVA RAMBAM,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,0,15,25,14,15,0,0,0,0,69
KINGS,332200226044,MEVAKSHAI HASHEM,Elementary,JEWISH,49,54,54,64,56,30,0,30,30,0,0,0,0,0,53,0,53,473
KINGS,332200226066,YESHIVA BAIS CHAYA ESTHER,Elementary,JEWISH,21,22,20,26,14,20,0,14,9,13,0,0,0,0,52,0,41,252
KINGS,332200226113,YESHIVAT MEKOR HAIM,Elementary,JEWISH,25,19,19,10,12,16,0,9,7,11,15,13,0,0,19,0,24,199
KINGS,332200226125,YESHIVA OHR YISRAEL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,17,19,16,16,0,0,0,0,68
KINGS,332200226139,MESIVTA MEOR HATORAH,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,28,42,46,37,89,0,0,0,0,242
KINGS,332200226161,MERCAZ GAN OF FLATBUSH/YESHIVA OHEL,Elementary,JEWISH,9,6,9,7,5,8,0,6,0,0,0,8,0,0,0,0,0,58
KINGS,332200226183,BAIS SHIFRA,Elementary,JEWISH,26,26,18,0,0,0,0,0,0,0,0,0,0,0,24,0,45,139
KINGS,332200226215,YAD YISROEL,Special School,JEWISH,0,0,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,24
KINGS,332200226263,BNOS ESTHER MALKA,Other,JEWISH,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,7
KINGS,332200226299,MEVAKSHAI TORAH,Other,JEWISH,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31
KINGS,332200226487,CROWN HEIGHTS YESHIVAH,Elementary,JEWISH,22,18,22,24,19,22,0,21,0,13,0,0,0,0,27,0,40,228
KINGS,332200226488,PROSPECT PARK BNOS LEAH HIGH SCH,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,65,58,55,56,0,0,0,0,234
KINGS,332200226920,JOSEPH S GRUSS YESHIVA HIGH SCH,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,22,20,16,22,0,0,0,0,80
KINGS,332200226926,MIRRER YESHIVA HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,51,39,43,0,0,0,0,133
KINGS,332200226937,TORAH VODAATH HIGH SCHOOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,17,32,26,13,0,0,0,0,88
KINGS,332200226954,YESHIVA OF KINGS BAY,Elementary,JEWISH,18,14,15,10,16,13,0,15,19,0,0,0,0,0,24,0,0,144
KINGS,332200226964,YESHIVA TORAH VODAATH,Elementary,JEWISH,71,72,70,49,42,47,0,47,50,0,0,0,0,0,71,0,29,548
KINGS,332200226966,YESHIVA TORAS EMES KAMENITZ,Elementary,JEWISH,13,22,18,24,10,20,0,21,21,0,0,0,0,0,15,0,13,177
KINGS,332200227462,PROSPECT PARK YESHIVA,Elementary,JEWISH,41,39,46,57,47,55,0,54,52,0,0,0,0,0,48,0,66,505
KINGS,332200228238,MIRRER YESHIVA ELEMENTARY SCHOOL,Elementary,JEWISH,30,46,40,31,42,38,0,45,37,0,0,0,0,0,74,0,20,403
KINGS,332200228580,YESHIVA DERECH HATORAH,K-12 School,JEWISH,31,22,26,21,23,19,0,20,26,9,0,9,10,0,16,0,15,247
KINGS,332200228584,YESHIVA TIFERETH ELIMELECH,K-12 School,JEWISH,34,39,35,34,39,43,0,50,44,38,39,35,34,0,41,35,15,555
KINGS,332200229143,MESIVTA TIFERES YISROEL,K-12 School,JEWISH,57,56,54,55,60,58,0,58,60,38,46,37,31,0,53,0,52,715
KINGS,332200229145,YESHIVA AHAVAS TORAH,Elementary,JEWISH,18,16,22,18,22,20,0,19,13,0,0,0,0,0,25,13,0,186
KINGS,332200229244,MASORES BAIS YAAKOV ELEMENTARY,Elementary,JEWISH,52,49,56,65,71,47,0,66,54,0,0,0,0,0,57,0,60,577
KINGS,332200229475,YESHIVA VYELIPOL,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,25,26,27,28,0,0,0,0,106
KINGS,332200229577,NEFESH ACADEMY,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,8,10,18,13,0,0,0,0,49
KINGS,332200229642,STEP-SPECIAL TORAH EDUC PROG,Special School,JEWISH,0,0,0,0,0,0,16,0,0,0,0,0,0,15,0,0,0,31
KINGS,332200229795,CONGREGATION LEV BAIS YAAKOV,K-12 School,JEWISH,49,50,51,52,50,42,0,32,43,32,32,39,22,0,61,0,43,598
KINGS,332200229867,BONIM LAMOKOM,Special School,JEWISH,0,0,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,37
KINGS,332200229911,YESHIVA BIRCHAS SHMUEL,Junior Senior School,JEWISH,0,0,0,0,0,3,0,9,4,12,15,21,20,0,0,0,0,84
KINGS,332200229972,TALMUD TORAH OHEL YOCHANAN,Elementary,JEWISH,78,91,66,80,74,53,0,55,57,0,0,0,0,0,79,0,81,714
KINGS,332200995520,CORTELYOU EARLY CHILDHOOD CENTER,Elementary,INDEPENDENT,14,23,6,11,15,0,0,0,0,0,0,0,0,0,31,0,70,170
KINGS,332200998736,EBENEZER PREP SCHOOL,Elementary,INDEPENDENT,5,7,13,11,15,6,0,9,6,0,0,0,0,0,7,0,9,88
KINGS,332200999476,NEW VISTAS ACADEMY,K-12 School,INDEPENDENT,4,5,4,5,6,5,0,6,5,6,5,4,5,0,6,0,0,66
KINGS,332300999180,PEOPLE'S ELEMENTARY SCHOOL,Elementary,INDEPENDENT,47,45,40,45,42,39,0,38,40,0,0,0,0,0,41,0,33,410
KINGS,333200125708,CRISTO REY BROOKLYN HIGH SCHOOL,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,77,96,80,71,0,0,0,0,324
KINGS,333200126023,ST BRIGID CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,19,17,17,17,19,28,0,22,17,0,0,0,0,0,13,0,31,200
KINGS,333200126072,ST FRANCES CABRINI CATHOLIC ACADEMY,Elementary,ROMAN CATHOLIC - BROOKLYN DIOCESE,14,18,17,20,18,28,0,22,22,0,0,0,0,0,13,0,40,212
QUEENS,342400125875,CATHEDRAL PREP SCHOOL AND SEMINARY,Senior High,ROMAN CATHOLIC - BROOKLYN DIOCESE,0,0,0,0,0,0,0,0,0,42,38,32,34,0,0,0,0,146
