County,BEDS Code,School Name,Grade Org,Affiliation,GR1,GR2,GR3,GR4,GR5,GR6,UGE,GR7,GR8,GR9,GR10,GR11,GR12,UGS,FULLK,HALFK,PREK,Enrollment
ORANGE,4.41202E+11,Uta Of Kiryas Joel - Paradise,Other,JEWISH,0,0,0,0,274,280,0,266,254,0,0,0,0,0,0,0,0,1074
ORANGE,4.41202E+11,Uta Of Kiryas Joel - Koznits,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25
ORANGE,4.41202E+11,Uta Of Kiryas Joel - Mb,Other,JEWISH,0,0,0,0,0,0,0,0,103,50,55,0,0,0,0,0,0,208
ORANGE,4.41301E+11,Most Precious Blood School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,13,7,19,8,9,11,0,11,15,0,0,0,0,0,18,0,37,148
ORANGE,4.41302E+11,Fox Hill School,Elementary,INDEPENDENT,1,4,5,3,8,2,0,3,5,0,0,0,0,0,7,0,0,38
ORANGE,4.41302E+11,Harmony Christian School,K-12 School,CHRISTIAN FUNDAMENTALIST,14,22,14,21,15,24,0,22,11,12,16,13,14,0,17,0,22,237
ORANGE,4.41302E+11,Montgomery Montessori School Inc,Elementary,INDEPENDENT,8,5,3,7,1,5,0,1,0,0,0,0,0,0,8,0,36,74
ORANGE,4.41302E+11,Ms Claire'S Montesori Llc,Elementary,INDEPENDENT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,73,80
ORANGE,4.41302E+11,School Time Children'S Center,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41
ORANGE,4.41302E+11,Montgomery Nursery School,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,46
ORANGE,4.416E+11,Bishop Dunn Memorial School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,20,26,24,26,30,29,0,34,29,0,0,0,0,0,19,0,15,252
ORANGE,4.416E+11,San Miguel Academy Of Newburgh,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,17,14,0,17,14,0,0,0,0,0,0,0,0,62
ORANGE,4.416E+11,Nora Cronin Presentation Academy,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,14,15,0,15,11,0,0,0,0,0,0,0,0,55
ORANGE,4.416E+11,Sacred Heart School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,26,17,17,17,15,19,0,6,17,0,0,0,0,0,12,0,40,186
ORANGE,4.416E+11,Congregation Mesifta Ohr Hatalmud,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,20,22,21,18,0,0,0,0,81
ORANGE,4.41601E+11,Windsor Academy,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
ORANGE,4.41801E+11,Calvary Christian School,Junior Senior School,CHRISTIAN FUNDAMENTALIST,0,0,3,0,0,0,0,0,0,2,1,1,2,0,0,0,0,9
ORANGE,4.41801E+11,Fei Tian Academy Of The Arts,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,3,11,14,23,29,60,0,0,0,0,140
ORANGE,4.41904E+11,Tuxedo Park School,Elementary,INDEPENDENT,15,13,18,15,26,31,0,32,26,10,0,0,0,0,12,0,8,206
ORANGE,4.42101E+11,St Stephen & St Edward School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,13,17,22,8,17,21,0,15,20,0,0,0,0,0,17,0,62,212
ORANGE,4.42102E+11,Bellvale School,Elementary,CHRISTIAN FUNDAMENTALIST,2,6,3,4,2,3,0,4,3,0,0,0,0,0,1,0,2,30
ORLEANS,4.50802E+11,Orleans County Christian School,Junior Senior School,CHRISTIAN FUNDAMENTALIST,1,1,0,1,2,3,0,3,2,2,3,3,1,0,0,0,0,22
OSWEGO,4.60701E+11,Dexterville Sda Church School,Middle School,SEVENTH-DAY ADVENTIST,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4
OSWEGO,4.613E+11,Trinity Catholic School,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,19,19,17,19,19,16,0,0,0,0,0,0,0,0,15,0,34,158
OSWEGO,4.61301E+11,Oswego Community Christian School,Elementary,CHRISTIAN FUNDAMENTALIST,11,11,9,7,8,7,0,5,3,0,0,0,0,0,12,0,19,92
OTSEGO,4.70502E+11,Pathfinder Village,Special School,INDEPENDENT,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,23
OTSEGO,4.71102E+11,"Springbrook New York, Inc",Special School,INDEPENDENT,0,0,0,0,0,0,21,0,0,0,0,0,0,68,0,0,0,89
OTSEGO,4.71401E+11,Oneonta Community Christian School,K-12 School,BAPTIST,8,4,0,7,4,4,0,3,3,4,0,0,1,5,10,0,11,64
OTSEGO,4.71702E+11,Brookwood School (The),Elementary,INDEPENDENT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,21
PUTNAM,4.80102E+11,Hudson Valley Christian Academy,Elementary,CHRISTIAN FUNDAMENTALIST,3,7,7,4,4,0,0,0,0,0,0,0,0,0,4,0,11,40
PUTNAM,4.80102E+11,Saint James The Apostle School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,21,22,16,21,18,14,0,16,16,0,0,0,0,0,15,0,37,196
PUTNAM,4.80103E+11,Mission Church Academy And Preschool,Elementary,CHRISTIAN FUNDAMENTALIST,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,44,59
PUTNAM,4.80402E+11,Manitou School (The),Elementary,INDEPENDENT,12,4,7,0,11,2,0,0,0,0,0,0,0,0,5,0,40,81
PUTNAM,4.80602E+11,Longview School,Junior Senior School,INDEPENDENT,2,0,0,0,1,2,0,3,1,8,2,3,2,0,1,0,0,25
PUTNAM,4.80602E+11,Green Chimneys School For Little Folks,Junior Senior School,INDEPENDENT,1,8,14,21,28,35,0,32,40,32,17,11,10,0,0,0,0,249
RENSSELAER,4.90301E+11,Holy Spirit School,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,18,8,18,10,10,22,0,9,12,0,0,0,0,0,14,0,94,215
RENSSELAER,4.90302E+11,Woodland Hill Montessori School,Elementary,INDEPENDENT,26,26,20,22,15,20,0,15,16,0,0,0,0,0,18,0,87,265
RENSSELAER,4.90501E+11,Saint Mary'S Academy-Elementary,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,6,8,5,8,1,8,0,8,6,0,0,0,0,0,6,0,21,77
RENSSELAER,4.90502E+11,Hoosac School,Junior Senior School,EPISCOPAL,0,0,0,0,0,0,0,0,3,5,19,30,47,0,0,0,0,104
RENSSELAER,4.90601E+11,Catholic Central High School,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,0,0,32,32,51,65,84,77,0,0,0,0,341
RENSSELAER,4.90602E+11,Oakwood Christian School,Elementary,CHRISTIAN FUNDAMENTALIST,6,4,8,9,1,4,0,1,3,0,2,0,0,0,7,0,7,52
RENSSELAER,4.90801E+11,La Salle Institute,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,13,0,44,35,61,78,70,71,0,0,0,0,372
RENSSELAER,4.90804E+11,Saint Jude The Apostle School,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,15,21,23,20,20,16,0,0,0,0,0,0,0,0,13,0,75,203
RENSSELAER,4.90805E+11,Vanderheyden Hall,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,2,4,14,6,13,29,0,0,0,0,68
RENSSELAER,4.91201E+11,Doane Stuart School (The),K-12 School,INDEPENDENT,7,8,6,12,8,8,0,14,20,25,34,35,41,0,5,0,6,229
RENSSELAER,4.91303E+11,Robert C Parker School,Elementary,INDEPENDENT,12,6,10,9,9,9,0,6,13,0,0,0,0,0,10,0,24,108
RENSSELAER,4.917E+11,Sacred Heart School,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,13,12,20,17,12,17,0,0,0,0,0,0,0,0,14,0,60,165
RENSSELAER,4.91701E+11,Redemption Christian Academy,Junior Senior School,BAPTIST,1,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,8
RENSSELAER,4.91701E+11,Emma Willard School,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,0,78,88,91,101,0,0,0,0,358
RENSSELAER,4.91701E+11,Susan Odell Taylor School (The),Elementary,INDEPENDENT,10,8,11,11,10,10,0,7,7,0,0,0,0,0,9,0,23,106
ROCKLAND,5.00101E+11,Albertus Magnus High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,0,104,124,123,117,0,0,0,0,468
ROCKLAND,5.00101E+11,Rockland Jewish Academy,Elementary,JEWISH,13,9,9,6,5,0,0,0,0,0,0,0,0,0,13,0,14,69
ROCKLAND,5.00101E+11,Hebrew Academy-Ohr Menachem Chabad,Elementary,JEWISH,12,7,10,8,0,7,0,3,0,0,0,0,0,0,11,0,28,86
ROCKLAND,5.00102E+11,Rockland Country Day School,K-12 School,INDEPENDENT,7,7,11,5,5,6,0,5,4,7,12,21,19,0,4,0,5,118
ROCKLAND,5.00102E+11,Blue Rock School,Elementary,INDEPENDENT,7,11,10,13,13,8,0,9,7,0,0,0,0,0,7,4,0,89
ROCKLAND,5.00108E+11,Saint Anthony School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,15,19,16,24,17,21,0,21,14,0,0,0,0,0,27,0,17,191
ROCKLAND,5.00201E+11,Saint Gregory Barbarigo School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,20,27,27,28,30,0,26,40,0,0,0,0,0,41,0,13,277
ROCKLAND,5.00202E+11,Children Of Mary Nursery Kindergarten,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,63
ROCKLAND,5.00301E+11,Saint Dominics School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,2,2,9,6,6,0,16,20,0,0,0,0,19,0,0,0,80
ROCKLAND,5.00302E+11,Pre-School Playhouse,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,23
ROCKLAND,5.00304E+11,Saint Paul School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,15,18,20,17,22,0,17,11,0,0,0,0,0,13,0,56,214
ROCKLAND,5.00305E+11,Summit School (The),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,155
ROCKLAND,5.00308E+11,Saint Margaret School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,23,30,29,23,13,0,23,25,0,0,0,0,0,36,0,39,266
ROCKLAND,5.00401E+11,Sacred Heart School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,27,19,24,28,28,21,0,27,24,0,0,0,0,0,33,0,58,289
ROCKLAND,5.00401E+11,Congregation Bais Chana Malka,K-12 School,JEWISH,19,19,22,22,23,14,0,12,11,8,16,7,12,0,21,0,19,225
ROCKLAND,5.00401E+11,Congregation Kolel Chasidel Rachmistrivka,Elementary,JEWISH,32,30,30,29,28,27,0,24,18,0,0,0,0,0,28,0,80,326
ROCKLAND,5.00401E+11,Bais Yaakov Of Ramapo,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,30,30,27,32,0,0,0,0,119
ROCKLAND,5.00401E+11,Yeshivas Ohr Reuven,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,15,17,16,18,0,0,0,0,66
ROCKLAND,5.00401E+11,Yeshiva Darchei Noam,Elementary,JEWISH,26,27,22,25,25,22,0,32,18,0,0,0,0,0,24,0,20,241
ROCKLAND,5.00401E+11,Ateres Bais Yaakov Academy Of Rockland,K-12 School,JEWISH,27,31,24,29,20,25,0,0,0,0,0,0,0,0,32,0,0,188
ROCKLAND,5.00401E+11,Congregation Ateres Tzvi,Elementary,JEWISH,14,15,11,10,10,6,0,15,4,0,0,0,0,0,6,0,7,98
ROCKLAND,5.00402E+11,Pascack Valley Learning Center,Junior Senior School,INDEPENDENT,0,0,9,7,7,14,0,7,15,11,10,10,14,0,0,0,0,104
ROCKLAND,5.00402E+11,Mesifta Beth Shraga,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,22,19,12,19,0,0,0,0,72
ROCKLAND,5.00402E+11,Shaarei Torah Of Rockland,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,24,16,15,16,0,0,0,0,71
ROCKLAND,5.00402E+11,Yeshiva Bais Hachinuch,Elementary,JEWISH,0,0,7,7,12,10,0,12,7,0,0,0,0,0,0,0,0,55
ROCKLAND,5.00402E+11,Congregation Yeshiva Noiam Mgodim,Elementary,JEWISH,26,24,30,25,17,18,0,14,15,0,0,0,0,0,26,0,28,223
ROCKLAND,5.00402E+11,Congregation Talmud Torah D'Chasidei Bobov Of Monsey,Junior Senior School,JEWISH,80,85,98,81,81,73,0,72,76,73,65,44,33,0,99,0,78,1038
ROCKLAND,5.00402E+11,Mesivta Maamar Mordechai,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,10,14,9,13,0,0,0,0,46
ROCKLAND,5.00402E+11,Skill Building Center (The),Elementary,JEWISH,15,7,6,8,7,7,19,6,8,0,0,0,0,1,13,0,5,102
ROCKLAND,5.00402E+11,Bais Trany Of Monsey,Junior Senior School,JEWISH,41,25,34,30,29,30,0,25,28,16,19,20,0,0,46,0,117,460
ROCKLAND,5.00402E+11,Bobover Yeshiva Of Monsey,Junior Senior School,JEWISH,28,31,29,28,25,26,0,23,28,0,0,0,0,0,26,0,88,332
ROCKLAND,5.00402E+11,Congregation Machon Tiferes Bachurim,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
ROCKLAND,5.00402E+11,Bnei Yakov Yosef Of Monsey,Elementary,JEWISH,52,30,28,29,31,29,0,28,23,0,0,0,0,0,29,0,114,393
ROCKLAND,5.00402E+11,Monsey Beis Chaya Mushka-High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,40,40,25,15,0,0,0,0,120
ROCKLAND,5.00402E+11,Congregation Koifer Nefesh,Elementary,JEWISH,21,23,29,27,18,22,0,9,16,21,0,0,0,0,28,0,91,305
ROCKLAND,5.00402E+11,Imrei Shufer,Elementary,JEWISH,16,14,9,15,10,12,0,13,12,0,0,0,0,0,9,0,20,130
ROCKLAND,5.00402E+11,Bais Yaakov Ayeles Hashachar Inc,Elementary,JEWISH,2,2,2,2,2,3,0,5,0,0,0,0,0,0,2,0,0,20
ROCKLAND,5.00402E+11,Congregation Yeshiva Of Greater Monsey Inc,Elementary,JEWISH,44,23,23,23,22,15,0,0,0,0,0,0,0,0,44,0,40,234
ROCKLAND,5.00402E+11,Congregation Yeshivas Meon Hatorah,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,15,11,12,7,0,0,0,0,45
ROCKLAND,5.00402E+11,Congregation Mesifta,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,9,7,7,5,0,0,0,0,28
ROCKLAND,5.00402E+11,Bais Yaakov Elementary School Of Rockland,Elementary,JEWISH,67,47,44,28,0,0,0,0,0,0,0,0,0,0,67,0,56,309
ROCKLAND,5.00402E+11,Mesivta Ahavas Hatorah,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,19,19,20,10,0,0,0,0,68
ROCKLAND,5.00402E+11,Mesivta Of Yeshiva D'Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,20,22,25,0,0,0,0,67
ROCKLAND,5.00402E+11,Congregation Yetev Lev Of Monsey - Girls,Elementary,JEWISH,42,32,24,25,0,0,0,0,0,0,0,0,0,0,41,0,100,264
ROCKLAND,5.00402E+11,Yeshiva Ohr Torah,Junior Senior School,JEWISH,0,0,0,0,0,0,0,34,33,34,49,25,10,0,0,0,0,185
ROCKLAND,5.00402E+11,Cong Khal Yereim Yesh Bais Hillel,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,11,30,34,20,0,0,0,0,95
ROCKLAND,5.00402E+11,Mosdos Sanz Of Monsey,Elementary,JEWISH,25,26,0,0,0,0,0,0,0,0,0,0,0,0,26,0,21,98
ROCKLAND,5.00402E+11,Congregation Borov Inc,Elementary,JEWISH,28,27,28,22,21,22,0,9,9,16,0,0,0,0,30,0,101,313
ROCKLAND,5.00402E+11,Congregation Tiferes Yisroel,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,0,0,22
ROCKLAND,5.00402E+11,Yeshiva Kinyan Torah,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,27,26,18,0,0,0,0,0,71
ROCKLAND,5.00402E+11,Congregation Yeshous Moshe Viznitz,Elementary,JEWISH,25,23,25,22,0,0,0,0,0,0,0,0,0,0,25,0,25,145
ROCKLAND,5.00402E+11,Congregation Yetev Lev Of Monsey - Boys Site,Elementary,JEWISH,45,35,42,38,28,27,0,30,19,0,0,0,0,0,30,0,97,391
ROCKLAND,5.00402E+11,Yeshiva Tiferes Shmuel,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,16
ROCKLAND,5.00402E+11,Yeshiva Oholei Shem Dnitra,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,16,17,16,0,0,0,0,0,49
ROCKLAND,5.00402E+11,Yeshiva Of Spring Valley-Girls Div,Other,JEWISH,114,107,106,104,91,92,0,114,98,0,0,0,0,0,93,0,176,1095
ROCKLAND,5.00402E+11,Bnos Zion Of Bobov Monsey,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
ROCKLAND,5.00402E+11,Congregation Bais Chinuch Ateres Bnos,Other,JEWISH,0,0,0,0,0,0,0,0,0,19,16,12,0,0,0,0,0,47
ROCKLAND,5.00402E+11,Congregation Bais Malka,Other,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,52,111
ROCKLAND,5.00402E+11,Yeshiva Darkei Emunah - 1,Other,JEWISH,28,28,0,0,0,0,0,0,0,0,0,0,0,0,24,0,37,117
ROCKLAND,5.00402E+11,Talmud Torah Darkei Avos - Monsey,Other,JEWISH,24,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,27,76
ROCKLAND,5.00402E+11,Yeshiva Of Bobov Monsey,Other,JEWISH,0,0,0,0,0,0,0,0,0,28,26,32,0,0,0,0,0,86
ROCKLAND,5.00402E+11,Bais Binyomin Academy,Other,JEWISH,0,0,0,0,0,0,0,0,0,14,9,8,0,0,0,0,0,31
ROCKLAND,5.00402E+11,Ateres Bais Yaakov Academy Of Rockland 2,Other,JEWISH,0,0,0,0,0,0,0,23,30,35,40,43,32,0,0,0,28,231
ROCKLAND,5.00402E+11,Yeshiva Of Spring Valley,Elementary,JEWISH,81,77,84,81,79,75,0,85,81,0,0,0,0,0,87,0,0,730
ROCKLAND,5.00402E+11,A H Schreiber Hebrew Academy Of Rockland,Elementary,JEWISH,33,34,35,29,39,23,5,30,28,0,0,0,0,0,33,0,37,326
ROCKLAND,5.00402E+11,Beth Rochel School-Girls,K-12 School,JEWISH,109,108,117,90,93,88,0,88,96,83,84,87,67,0,110,0,94,1314
ROCKLAND,5.00402E+11,Yeshiva Beth David,Elementary,JEWISH,83,79,88,84,84,84,0,54,26,0,0,0,0,0,182,0,101,865
ROCKLAND,5.00402E+11,Bais Yaakov High School Of Spring Valley,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,107,94,104,100,0,0,0,0,405
ROCKLAND,5.00402E+11,Yeshiva Ahavath Israel-Bnos Visnitz,K-12 School,JEWISH,291,341,276,282,293,257,0,229,252,234,222,192,200,0,327,0,475,3871
ROCKLAND,5.00402E+11,United Talmudical Academy,K-12 School,JEWISH,224,211,205,158,191,167,0,170,135,132,118,134,136,0,500,0,0,2481
ROCKLAND,5.00402E+11,Cong Machzikei Hadas Of Belz,Elementary,JEWISH,100,52,55,53,44,36,0,27,47,0,0,0,0,0,50,0,0,464
ROCKLAND,5.00402E+11,Yeshiva High School Of Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,24,30,24,45,0,0,0,0,123
ROCKLAND,5.00402E+11,Yeshiva Beth Mikroh,Elementary,JEWISH,61,70,50,85,54,63,0,72,51,0,0,0,0,0,61,0,41,608
ROCKLAND,5.00402E+11,Bais Yaakov Chofetz Chaim-Pomona,Elementary,JEWISH,35,35,28,44,31,43,0,35,40,0,0,0,0,0,34,0,36,361
ROCKLAND,5.00402E+11,Bas Mikroh,Elementary,JEWISH,49,48,54,47,55,58,0,33,35,0,0,0,0,0,48,0,44,471
ROCKLAND,5.00402E+11,Talmud Torah Khal Adas Yereim,Elementary,JEWISH,31,31,31,30,32,30,0,30,30,30,26,0,0,0,29,0,54,384
ROCKLAND,5.00402E+11,Yeshiva Degel Hatorah,Elementary,JEWISH,25,21,27,25,25,21,0,26,15,0,0,0,0,0,27,0,15,227
ROCKLAND,5.00402E+11,Bais Shifra Miriam,K-12 School,JEWISH,22,11,25,28,19,21,0,25,25,26,16,22,23,0,21,0,14,298
ROCKLAND,5.00402E+11,Rockland Institute For Special Education,Junior Senior School,JEWISH,0,0,0,0,0,0,20,0,0,0,0,0,0,33,0,0,0,53
ROCKLAND,5.00402E+11,Yeshiva Tzoin Yosef,Junior Senior School,JEWISH,62,60,55,57,51,56,0,55,59,30,32,27,0,0,53,0,24,621
ROCKLAND,5.00402E+11,Yeshiva Avir Yaakov,K-12 School,JEWISH,296,292,286,265,289,243,0,251,234,199,154,150,193,0,238,0,702,3792
ROCKLAND,5.00402E+11,Yeshiva Shaar Ephraim,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,25,20,28,0,0,0,0,73
ROCKLAND,5.00402E+11,Yeshiva Gedolah Of South Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,18,22,16,26,0,0,0,0,82
ROCKLAND,5.00402E+11,Bnos Esther Pupa,K-12 School,JEWISH,47,32,29,46,31,35,0,31,39,31,29,25,29,0,45,0,47,496
ROCKLAND,5.00402E+11,Congregation Bais Malka,K-12 School,JEWISH,64,51,50,48,54,59,0,50,51,37,37,47,40,0,0,0,0,588
ROCKLAND,5.00402E+11,Mesivta Ziev Hatorah,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,14
ROCKLAND,5.00402E+11,Mosdos Sanz Klausenburg Of Monsey,Elementary,JEWISH,47,53,50,49,50,44,0,44,25,17,17,0,0,0,74,0,92,562
ROCKLAND,5.00402E+11,Shaarei Arazim Of Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,23,26,20,12,0,0,0,0,81
ROCKLAND,5.00402E+11,Congregation Noam E Lisenk,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,48,48,55,0,0,0,0,151
ROCKLAND,5.00402E+11,Bais Yaakov D'Rav Hirsch,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,19,21,28,35,0,0,0,0,103
ROCKLAND,5.00402E+11,Cheder Chabad Of Monsey,Elementary,JEWISH,51,49,42,45,46,37,0,36,35,0,0,0,0,0,50,0,36,427
ROCKLAND,5.00402E+11,Bais Yehuda,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,29,30,23,0,0,0,0,0,82
ROCKLAND,5.00403E+11,Cornerstone Christian School,Elementary,CHRISTIAN FUNDAMENTALIST,17,21,12,12,10,9,0,6,5,0,0,0,0,0,9,19,0,120
ROCKLAND,5.00403E+11,Yeshiva Darkei Emunah,Elementary,JEWISH,0,0,16,17,15,16,0,18,18,0,0,0,0,0,0,0,0,100
ROCKLAND,5.00403E+11,Congregation Birchos Yosef,Elementary,JEWISH,25,18,14,11,13,0,0,0,0,0,0,0,0,0,18,0,0,99
ROCKLAND,5.00403E+11,Green Meadow Waldorf School,K-12 School,INDEPENDENT,22,22,30,28,16,28,0,12,12,8,26,24,22,0,30,36,27,343
ROCKLAND,5.00403E+11,Rockland Learning Center,Elementary,INDEPENDENT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,15
ST. LAWRENCE,5.10201E+11,Saint Mary School,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,7,9,5,6,8,8,0,0,0,0,0,0,0,0,8,0,12,63
ST. LAWRENCE,5.10202E+11,Little River Community School,K-12 School,INDEPENDENT,9,2,1,3,3,3,0,3,1,5,5,2,1,0,3,0,0,41
ST. LAWRENCE,5.11101E+11,Saint James School,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,8,10,8,11,10,8,0,0,0,0,0,0,0,0,11,0,18,84
ST. LAWRENCE,5.12001E+11,Trinity Catholic School,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,22,18,31,19,21,14,0,0,0,0,0,0,0,0,25,0,25,175
ST. LAWRENCE,5.12001E+11,Holy Name Of Jesus Academy,K-12 School,ROMAN CATHOLIC - OGDENSBURG DIOCESE,2,3,6,5,4,9,0,6,15,21,19,18,18,0,1,0,2,129
ST. LAWRENCE,5.12202E+11,Deer Crossing Amish School,Elementary,MENNONITES,4,4,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,20
ST. LAWRENCE,5.12405E+11,Townline School,Elementary,MENNONITES,1,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,13
ST. LAWRENCE,5.12405E+11,Mud Lake School,Elementary,MENNONITES,2,4,2,3,2,4,0,2,1,0,0,0,0,0,0,0,0,20
ST. LAWRENCE,5.12405E+11,Plimpton School,Elementary,MENNONITES,5,2,5,3,4,3,0,2,2,0,0,0,0,0,0,0,0,26
ST. LAWRENCE,5.12405E+11,Twin Maples,Elementary,MENNONITES,4,3,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,19
ST. LAWRENCE,5.12405E+11,Elm Grove School,Elementary,MENNONITES,3,3,3,2,3,2,0,2,2,0,0,0,0,0,0,0,0,20
ST. LAWRENCE,5.12405E+11,Anderson Valley School,Elementary,MENNONITES,2,4,4,2,2,3,0,2,2,0,0,0,0,0,0,0,0,21
ST. LAWRENCE,5.12405E+11,Locust Grove School,Elementary,MENNONITES,4,3,2,2,3,4,0,2,3,0,0,0,0,0,0,0,0,23
ST. LAWRENCE,5.12405E+11,Maple Ridge School,Elementary,MENNONITES,4,3,8,3,3,2,0,2,2,0,0,0,0,0,0,0,0,27
ST. LAWRENCE,5.12405E+11,Pleasant View School,Elementary,MENNONITES,3,1,2,3,2,2,0,2,2,0,0,0,0,0,0,0,0,17
ST. LAWRENCE,5.12405E+11,Riverview School,Elementary,MENNONITES,3,2,2,2,2,3,0,2,4,0,0,0,0,0,0,0,0,20
SARATOGA,5.20102E+11,Oak Hill School,Elementary,INDEPENDENT,0,0,1,6,7,1,0,7,2,0,0,0,0,0,0,0,0,24
SARATOGA,5.20102E+11,Ketchum-Grande School,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,1,2,8,10,9,0,0,0,0,30
SARATOGA,5.20303E+11,St George'S School,Elementary,EPISCOPAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,46,69
SARATOGA,5.20303E+11,Mother Teresa Academy,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,55,75
SARATOGA,5.20303E+11,Saratoga Academy Of The Arts & Sciences,Elementary,INDEPENDENT,11,1,7,4,0,0,0,0,0,0,0,0,0,0,29,0,30,82
SARATOGA,5.20303E+11,Sara Marie School (The),Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,29,63
SARATOGA,5.20402E+11,King'S School (The),K-12 School,CHRISTIAN FUNDAMENTALIST,5,14,11,6,11,15,0,12,9,13,10,10,8,0,8,0,0,132
