County,BEDS Code,School Name,Grade Org Desc,Affiliation,GR 1,GR 2,GR 3,GR 4,GR 5,GR 6,GR 7,GR 8,GR 9,GR 10,GR 11,GR 12,UGE,UGS,FULLK,HALFK,PREK,Enrollment
ONTARIO,430700998673,Moodie'S Children'S Hours School,Elementary,INDEPENDENT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,11
ORANGE,440102996083,Hudson Hills Academy,Elementary,INDEPENDENT,6,19,5,10,10,10,4,7,0,0,0,0,0,0,10,0,11,92
ORANGE,440102996173,Birch School (The),Junior Senior School,INDEPENDENT,1,3,2,2,0,6,1,2,3,1,1,0,0,0,0,0,0,22
ORANGE,440301996121,West Point Middle School,Middle School,INDEPENDENT,0,0,0,0,69,56,69,67,0,0,0,0,0,0,0,0,0,261
ORANGE,440301996660,New York Military Academy,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,13,11,5,7,14,0,0,0,0,0,50
ORANGE,440301997129,Storm King School,Junior Senior School,INDEPENDENT,0,0,0,0,0,0,0,12,22,36,39,40,0,0,0,0,0,149
ORANGE,440401759101,Aef Chapel Field School,K-12 School,PRESBYTERIAN,9,6,15,9,9,15,11,13,26,24,29,32,0,0,10,0,10,218
ORANGE,440601145071,John S Burke Catholic High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,108,135,133,130,0,0,0,0,0,506
ORANGE,440601145074,Saint John'S School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,15,18,14,17,23,8,21,24,0,0,0,0,0,0,25,0,0,165
ORANGE,440901996154,Holy Angels Of The Hudson Valley,Elementary,INDEPENDENT,5,4,0,4,2,3,0,0,0,0,0,0,0,0,9,0,21,48
ORANGE,441000145081,Our Lady Of Mount Carmel School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,14,11,18,23,21,14,17,16,0,0,0,0,0,0,19,0,20,173
ORANGE,441000445847,Middletown Sda Church School,Elementary,SEVENTH-DAY ADVENTIST,6,6,4,6,3,6,2,3,0,0,0,0,0,0,8,0,10,54
ORANGE,441000997719,"Nysarc Inc, Orange County Chapter",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,103,140
ORANGE,441000999534,New Beginnings Montessori School,Elementary,INDEPENDENT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,93,117
ORANGE,441201145086,Sacred Heart School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,25,27,28,27,26,20,28,28,0,0,0,0,0,0,18,0,22,249
ORANGE,441201148378,Thevenet Montessori School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,15,11,13,0,0,0,0,0,0,0,0,0,0,0,12,0,54,105
ORANGE,441201225703,Zichron Yakov D'Radasihts,Senior High,JEWISH,0,0,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,21
ORANGE,441201229273,Congregation Bnei Yoel School,K-12 School,JEWISH,131,129,128,121,92,129,93,105,99,119,120,132,0,0,393,0,0,1791
ORANGE,441201229930,Sheri Torah,K-12 School,JEWISH,256,246,216,200,196,182,156,164,131,155,84,136,0,0,813,0,0,2935
ORANGE,441201319543,St Paul Christian Education Center,Elementary,LUTHERAN,10,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,100,126
ORANGE,441202228240,Uta Of Kiryas Joel-Boys,Junior Senior School,JEWISH,312,307,267,276,245,282,214,202,168,146,0,0,0,0,524,0,188,3131
ORANGE,441202228249,Uta Of Kiryas Joel-Girls,K-12 School,JEWISH,330,308,277,282,272,253,237,239,220,201,205,95,0,0,320,0,260,3499
ORANGE,441301147141,Most Precious Blood School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,23,15,10,18,14,14,5,14,0,0,0,0,0,0,10,0,22,145
ORANGE,441301805702,Fox Hill School,Elementary,INDEPENDENT,3,2,4,3,2,5,6,7,0,0,0,0,0,0,4,0,0,36
ORANGE,441301808513,Harmony Christian School,K-12 School,CHRISTIAN FUNDAMENTALIST,14,20,15,20,12,16,12,16,16,16,19,19,0,0,19,0,19,233
ORANGE,441301996070,Montgomery Montessori School Inc,Elementary,INDEPENDENT,5,5,4,10,3,3,0,0,0,0,0,0,0,0,13,0,24,67
ORANGE,441301996162,Ms Claire'S Montesori Llc,Elementary,INDEPENDENT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,80,83
ORANGE,441301996178,School Time Children'S Center,Other,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,56
ORANGE,441600145069,Bishop Dunn Memorial School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,18,27,26,29,27,30,37,32,0,0,0,0,0,0,27,0,22,275
ORANGE,441600145510,San Miguel Academy Of Newburgh,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,16,16,15,15,0,0,0,0,0,0,0,0,0,62
ORANGE,441600145592,Nora Cronin Presentation Academy,Middle School,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,14,14,15,15,0,0,0,0,0,0,0,0,0,58
ORANGE,441600149355,Sacred Heart School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,17,9,9,16,7,15,18,9,0,0,0,0,0,0,12,0,5,117
ORANGE,441600229607,Congregation Mesifta Ohr Hatalmud,Senior High,JEWISH,0,0,0,0,0,0,0,0,19,20,12,17,0,0,0,0,0,68
ORANGE,441800808644,Calvary Christian School,Junior Senior School,CHRISTIAN FUNDAMENTALIST,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
ORANGE,441800995574,Fei Tian Academy Of The Arts,Junior Senior School,INDEPENDENT,0,0,0,0,0,2,4,9,16,29,38,49,0,0,0,0,0,147
ORANGE,441903997088,Tuxedo Park School,Elementary,INDEPENDENT,14,14,21,27,32,28,26,33,12,0,0,0,0,0,10,0,20,237
ORANGE,442101145089,St Stephen & St Edward School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,15,10,17,15,19,22,17,28,0,0,0,0,0,0,14,0,23,180
ORANGE,442101809921,Bellvale School,Elementary,CHRISTIAN FUNDAMENTALIST,4,4,3,4,5,5,2,3,0,0,0,0,0,0,0,4,0,34
ORLEANS,450801809551,Orleans County Christian School,Junior Senior School,CHRISTIAN FUNDAMENTALIST,0,1,2,2,3,2,0,4,4,3,0,4,0,0,0,0,0,25
OSWEGO,460102805690,Fellowship Baptist Academy,Other,INDEPENDENT,4,4,3,1,1,2,0,0,0,0,0,0,0,0,3,0,0,18
OSWEGO,460701425457,Dexterville Sda Church School,Elementary,SEVENTH-DAY ADVENTIST,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,6
OSWEGO,461300185528,Trinity Catholic School,Elementary,ROMAN CATHOLIC - SYRACUSE DIOCESE,20,18,20,18,11,18,0,0,0,0,0,0,0,0,22,0,67,194
OSWEGO,461300808392,Oswego Community Christian School,Elementary,CHRISTIAN FUNDAMENTALIST,12,9,8,7,4,6,7,2,0,0,0,0,0,0,15,0,19,89
OSWEGO,461801805690,Fellowship Baptist Academy,Elementary,CHRISTIAN FUNDAMENTALIST,4,4,3,1,1,2,0,0,0,0,0,0,0,0,3,0,0,18
OTSEGO,470501997072,Pathfinder Village,Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,25
OTSEGO,471101997806,"Springbrook New York, Inc",Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,17,76,0,0,0,93
OTSEGO,471400859056,Oneonta Community Christian School,Junior Senior School,BAPTIST,5,7,6,6,5,6,10,0,3,7,3,4,0,0,7,0,8,77
OTSEGO,471701999556,Brookwood School (The),Elementary,INDEPENDENT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,34,46
PUTNAM,480101809662,Hudson Valley Christian Academy,Elementary,CHRISTIAN FUNDAMENTALIST,8,5,10,6,6,5,0,0,0,0,0,0,0,0,9,0,7,56
PUTNAM,480101998681,Hampton Schools,Elementary,INDEPENDENT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,18
PUTNAM,480102145019,Saint James The Apostle School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,18,27,21,14,18,18,16,24,0,0,0,0,0,0,32,0,26,214
PUTNAM,480102805983,Mission Church Academy And Preschool,Elementary,CHRISTIAN FUNDAMENTALIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,38,49
PUTNAM,480401996170,Manitou School (The),Elementary,INDEPENDENT,5,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,20,38
PUTNAM,480601996087,Longview School,Junior Senior School,INDEPENDENT,0,1,0,2,4,1,4,3,3,4,4,2,0,0,0,0,0,28
PUTNAM,480601996550,Green Chimneys School For Little Folks,Junior Senior School,INDEPENDENT,1,7,12,13,24,28,34,36,25,23,20,9,0,0,0,0,0,232
RENSSELAER,490301115686,Holy Spirit School,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,17,16,10,18,17,13,9,9,0,0,0,0,0,0,12,0,97,218
RENSSELAER,490301999028,Woodland Hill Montessori School,Elementary,INDEPENDENT,25,24,19,23,17,18,17,15,0,0,0,0,0,0,38,0,93,289
RENSSELAER,490501117509,Saint Mary'S Academy-Elementary,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,10,9,5,11,14,5,7,7,0,0,0,0,0,0,11,0,20,99
RENSSELAER,490501506666,Hoosac School,Junior Senior School,EPISCOPAL,0,0,0,0,0,0,0,2,13,28,41,30,0,0,0,0,0,114
RENSSELAER,490601115663,Saint Augustine'S School,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,12,17,12,8,14,10,0,0,0,0,0,0,0,0,15,0,27,115
RENSSELAER,490601115672,Catholic Central High School,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,0,27,35,93,94,75,92,0,0,0,0,0,416
RENSSELAER,490801116667,La Salle Institute,Junior Senior School,ROMAN CATHOLIC - ALBANY DIOCESE,0,0,0,0,0,18,39,57,74,79,76,62,0,0,0,0,0,405
RENSSELAER,490804115704,Saint Jude The Apostle School,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,27,18,24,28,24,19,0,0,0,0,0,0,0,0,23,0,73,236
RENSSELAER,490804998235,Vanderheyden Hall,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,3,10,2,3,0,0,0,0,0,18
RENSSELAER,491200995972,Doane Stuart School (The),K-12 School,INDEPENDENT,8,16,9,11,10,18,21,25,34,39,37,51,0,0,6,0,8,293
RENSSELAER,491302999322,Robert C Parker School,Elementary,INDEPENDENT,9,8,9,10,7,14,12,16,0,0,0,0,0,0,7,0,25,117
RENSSELAER,491700115756,Sacred Heart School,Elementary,ROMAN CATHOLIC - ALBANY DIOCESE,24,20,18,17,20,13,0,0,0,0,0,0,0,0,25,0,49,186
RENSSELAER,491700858430,Redemption Christian Academy,Junior Senior School,BAPTIST,0,2,1,2,0,0,1,1,1,1,1,0,0,0,2,0,1,13
RENSSELAER,491700997083,Emma Willard School,Senior High,INDEPENDENT,0,0,0,0,0,0,0,0,81,100,86,77,0,0,0,0,0,344
RENSSELAER,491700999668,Susan Odell Taylor School (The),Elementary,INDEPENDENT,10,11,8,7,4,9,0,0,0,0,0,0,0,0,10,0,19,78
ROCKLAND,500101145198,Albertus Magnus High School,Senior High,ROMAN CATHOLIC - ARCHDIOCESE OF NY,0,0,0,0,0,0,0,0,124,129,118,133,0,0,0,0,0,504
ROCKLAND,500101226114,Rockland Jewish Academy,Elementary,JEWISH,9,9,13,5,8,0,0,0,0,0,0,0,0,0,16,0,25,85
ROCKLAND,500101229658,Hebrew Academy-Ohr Menachem Chabad,Elementary,JEWISH,13,13,0,10,3,4,3,0,0,0,0,0,0,0,9,0,13,68
ROCKLAND,500101996670,Rockland Country Day School,K-12 School,INDEPENDENT,9,4,8,6,3,5,5,10,12,13,18,21,0,0,2,0,1,117
ROCKLAND,500101999089,Blue Rock School,Elementary,INDEPENDENT,7,9,8,10,8,12,13,9,0,0,0,0,0,0,8,3,0,87
ROCKLAND,500108145040,Saint Anthony School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,22,26,25,32,26,20,19,26,0,0,0,0,0,0,30,0,11,237
ROCKLAND,500201145043,Saint Gregory Barbarigo School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,37,31,45,29,31,47,31,29,0,0,0,0,0,0,23,0,14,317
ROCKLAND,500201998806,Children Of Mary Nursery Kindergarten,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,31,39
ROCKLAND,500301145260,Saint Dominics School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,2,6,0,1,11,11,15,17,0,0,0,0,0,17,0,0,0,80
ROCKLAND,500301999199,Pre-School Playhouse,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,86,102
ROCKLAND,500304145050,Saint Paul School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,18,25,16,27,20,13,24,23,0,0,0,0,0,0,23,0,41,230
ROCKLAND,500304998107,Summit School (The),Special School,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,141
ROCKLAND,500308145046,Saint Margaret School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,30,33,25,20,22,26,19,22,0,0,0,0,0,0,31,0,48,276
ROCKLAND,500401145051,Sacred Heart School,Elementary,ROMAN CATHOLIC - ARCHDIOCESE OF NY,24,25,25,24,26,29,19,20,0,0,0,0,0,0,26,0,39,257
ROCKLAND,500401225586,Congregation Bais Chana Malka,Other,JEWISH,22,18,19,15,9,11,8,18,10,16,13,0,0,0,38,0,47,244
ROCKLAND,500401226004,Congregation Kolel Chasidel Rachmistrivka,Elementary,JEWISH,30,29,27,26,21,18,0,0,0,0,0,0,0,0,27,0,54,232
ROCKLAND,500401229384,Bais Yaakov Of Ramapo,Senior High,JEWISH,0,0,0,0,0,0,0,0,28,32,27,28,0,0,0,0,0,115
ROCKLAND,500401229393,Yeshivas Ohr Reuven,Senior High,JEWISH,0,0,0,0,0,0,0,0,15,19,15,12,0,0,0,0,0,61
ROCKLAND,500401229597,Yeshiva Darchei Noam,Elementary,JEWISH,28,23,25,27,35,20,21,26,0,0,0,0,0,0,27,0,20,252
ROCKLAND,500401229697,Ateres Bais Yaakov Academy Of Rockland,K-12 School,JEWISH,23,27,25,27,25,31,29,30,40,31,33,30,0,0,27,0,33,411
ROCKLAND,500401229856,Congregation Ateres Tzvi,Elementary,JEWISH,17,13,12,13,20,16,10,14,0,0,0,0,0,0,20,0,16,151
ROCKLAND,500401996118,Pascack Valley Learning Center,Junior Senior School,INDEPENDENT,0,0,6,15,8,15,12,9,10,13,14,10,0,0,0,0,0,112
ROCKLAND,500402206673,Mesifta Beth Shraga,Senior High,JEWISH,0,0,0,0,0,0,0,0,16,22,21,20,0,0,0,0,0,79
ROCKLAND,500402207407,Shaarei Torah Of Rockland,Senior High,JEWISH,0,0,0,0,0,0,0,0,16,18,18,20,0,0,0,0,0,72
ROCKLAND,500402209903,Yeshiva Bais Hachinuch,Elementary,JEWISH,0,0,5,7,11,12,13,12,0,0,0,0,0,0,0,0,0,60
ROCKLAND,500402220016,Congregation Yeshiva Noiam Mgodim,Elementary,JEWISH,19,29,24,18,20,15,16,19,0,0,0,0,0,0,53,0,11,224
ROCKLAND,500402225047,Congregation Talmud Torah D'Chasidei Bobov Of Monsey,Junior Senior School,JEWISH,74,56,57,55,54,48,48,44,30,28,24,0,0,0,79,0,88,685
ROCKLAND,500402225056,Mesivta Maamar Mordechai,Senior High,JEWISH,0,0,0,0,0,0,0,0,9,9,9,11,0,0,0,0,0,38
ROCKLAND,500402225490,Skill Building Center (The),Elementary,JEWISH,8,4,3,6,3,6,7,7,0,0,0,0,8,0,13,0,7,72
ROCKLAND,500402225496,Bais Trany Of Monsey,Elementary,JEWISH,31,25,25,27,22,26,17,15,19,0,0,0,0,0,29,0,98,334
ROCKLAND,500402225550,Bobover Yeshiva Of Monsey,Junior Senior School,JEWISH,27,25,26,25,22,26,22,16,29,19,31,0,0,0,26,0,27,321
ROCKLAND,500402225586,Congregation Bais Chana Malka,Junior Senior School,JEWISH,22,18,19,15,9,11,8,18,10,16,13,0,0,0,38,0,47,244
ROCKLAND,500402225587,Congregation Machon Tiferes Bachurim,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19
ROCKLAND,500402225674,Bnei Yakov Yosef Of Monsey,Elementary,JEWISH,26,29,30,28,23,19,0,0,0,0,0,0,0,0,30,0,79,264
ROCKLAND,500402225708,Monsey Beis Chaya Mushka-High School,Senior High,JEWISH,0,0,0,0,0,0,0,0,26,13,26,15,0,0,0,0,0,80
ROCKLAND,500402225721,Congregation Koifer Nefesh,Elementary,JEWISH,30,26,17,21,9,11,16,0,0,0,0,0,0,0,25,0,52,207
ROCKLAND,500402225751,Imrei Shufer,Elementary,JEWISH,9,13,14,16,16,12,16,0,0,0,0,0,0,0,12,0,26,134
ROCKLAND,500402225984,Bais Yaakov Ayeles Hashachar Inc,Elementary,JEWISH,5,1,4,5,5,2,3,0,0,0,0,0,0,0,3,0,1,29
ROCKLAND,500402226030,Bais Chinuch L'Bonois,Elementary,JEWISH,45,25,25,24,22,22,20,18,14,0,0,0,0,0,31,0,28,274
ROCKLAND,500402226086,Congregation Yeshiva Of Greater Monsey Inc,Elementary,JEWISH,23,22,19,15,0,0,0,0,0,0,0,0,0,0,22,0,39,140
ROCKLAND,500402226093,Congregation Yeshivas Meon Hatorah,Senior High,JEWISH,0,0,0,0,0,0,0,0,17,13,17,18,0,0,0,0,0,65
ROCKLAND,500402226096,Congregation Mesifta,Senior High,JEWISH,0,0,0,0,0,0,0,0,10,12,9,0,0,0,0,0,0,31
ROCKLAND,500402226104,Bais Yaakov Elementary School Of Rockland,Elementary,JEWISH,41,26,0,0,0,0,0,0,0,0,0,0,0,0,44,0,60,171
ROCKLAND,500402226129,Mesivta Ahavas Hatorah,Senior High,JEWISH,0,0,0,0,0,0,0,0,15,9,9,0,0,0,0,0,0,33
ROCKLAND,500402226134,Mesivta Of Yeshiva D'Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,23,21,20,0,0,0,0,0,0,64
ROCKLAND,500402226135,Congregation Yetev Lev Of Monsey - Girls,Elementary,JEWISH,26,31,19,17,16,13,11,20,0,0,0,0,0,0,39,0,110,302
ROCKLAND,500402226150,Yeshiva Ohr Torah,Junior Senior School,JEWISH,0,0,0,0,0,0,45,38,38,49,38,39,0,0,0,0,0,247
ROCKLAND,500402226151,Cong Khal Yereim Yesh Bais Hillel,Senior High,JEWISH,0,0,0,0,0,0,0,0,20,20,20,17,0,0,0,0,0,77
ROCKLAND,500402226156,Mosdos Sanz Of Monsey,Elementary,JEWISH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,55,78
ROCKLAND,500402226163,Congregation Borov Inc,Elementary,JEWISH,19,21,23,13,13,6,16,0,0,0,0,0,0,0,17,20,16,164
ROCKLAND,500402226164,Congregation Tiferes Yisroel,Senior High,JEWISH,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
ROCKLAND,500402226168,Yeshiva Kinyan Torah,Senior High,JEWISH,0,0,0,0,0,0,0,0,16,27,19,0,0,0,0,0,0,62
ROCKLAND,500402226175,Areivim,Other,JEWISH,0,0,0,0,0,0,0,0,0,10,11,4,0,0,0,0,0,25
ROCKLAND,500402226477,Yeshiva Of Spring Valley,Elementary,JEWISH,189,179,165,159,191,168,168,156,0,0,0,0,0,0,181,0,194,1750
ROCKLAND,500402226478,A H Schreiber Hebrew Academy Of Rockland,Elementary,JEWISH,31,33,36,23,31,27,31,46,0,0,0,0,0,0,33,0,33,324
ROCKLAND,500402226680,Beth Rochel School-Girls,K-12 School,JEWISH,111,89,95,88,89,95,86,82,88,71,77,75,0,0,102,0,93,1241
ROCKLAND,500402227455,Yeshiva Beth David,Elementary,JEWISH,83,83,83,80,56,53,55,26,56,0,0,0,0,0,153,0,84,812
ROCKLAND,500402227568,Bais Yaakov High School Of Spring Valley,Senior High,JEWISH,0,0,0,0,0,0,0,0,98,107,97,86,0,1,0,0,0,389
ROCKLAND,500402227589,Yeshiva Ahavath Israel-Bnos Visnitz,K-12 School,JEWISH,265,278,280,250,222,250,218,226,191,208,193,164,0,0,489,0,262,3496
ROCKLAND,500402228423,United Talmudical Academy,K-12 School,JEWISH,199,151,166,142,143,125,142,118,129,131,114,105,0,0,389,0,0,2054
ROCKLAND,500402228547,Cong Machzikei Hadas Of Belz,Elementary,JEWISH,99,49,40,34,26,42,30,35,0,0,0,0,0,0,51,0,0,406
ROCKLAND,500402228999,Yeshiva High School Of Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,29,28,26,22,0,0,0,0,0,105
ROCKLAND,500402229080,Yeshiva Beth Mikroh,Elementary,JEWISH,44,80,48,60,67,55,58,45,0,0,0,0,0,0,67,0,52,576
ROCKLAND,500402229084,Bais Yaakov Chofetz Chaim-Pomona,Elementary,JEWISH,28,45,30,47,41,43,35,38,0,0,0,0,0,0,37,0,40,384
ROCKLAND,500402229085,Bas Mikroh,Elementary,JEWISH,48,45,51,54,32,33,33,33,0,0,0,0,0,0,44,0,41,414
ROCKLAND,500402229103,Talmud Torah Khal Adas Yereim,Elementary,JEWISH,30,27,30,29,26,29,23,23,0,0,0,0,0,0,27,0,33,277
ROCKLAND,500402229165,Yeshiva Degel Hatorah,Elementary,JEWISH,25,23,23,21,25,20,26,17,0,0,0,0,0,0,18,0,17,215
ROCKLAND,500402229279,Congregation Ohr Yitzchok,Junior Senior School,JEWISH,0,0,0,0,0,0,0,0,20,20,20,20,0,0,86,0,0,166
ROCKLAND,500402229299,Bais Shifra Miriam,K-12 School,JEWISH,25,23,19,19,21,26,24,17,24,26,23,17,0,0,14,0,17,295
ROCKLAND,500402229315,Rockland Institute For Special Education,Junior Senior School,JEWISH,1,0,3,4,2,0,5,4,6,4,2,5,4,10,0,0,0,50
ROCKLAND,500402229325,Yeshiva Tzoin Yosef,Junior Senior School,JEWISH,60,55,53,57,56,54,48,55,28,27,25,0,0,0,56,0,33,607
ROCKLAND,500402229520,Yeshiva Avir Yaakov,K-12 School,JEWISH,292,297,260,264,216,252,239,172,162,128,244,177,0,0,382,0,666,3751
ROCKLAND,500402229528,Yeshiva Shaar Ephraim,Senior High,JEWISH,0,0,0,0,0,0,0,0,30,59,56,87,0,0,0,0,0,232
ROCKLAND,500402229549,Yeshiva Gedolah Of South Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,14,22,17,16,0,0,0,0,0,69
ROCKLAND,500402229565,Bnos Esther Pupa,K-12 School,JEWISH,25,41,28,29,29,33,30,29,24,30,33,28,0,0,27,0,47,433
ROCKLAND,500402229623,Congregation Bais Malka,K-12 School,JEWISH,48,47,46,50,45,49,36,39,43,39,30,31,0,0,51,0,53,607
ROCKLAND,500402229696,Mesivta Ziev Hatorah,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,22
ROCKLAND,500402229806,Mosdos Sanz Klausenburg Of Monsey,Elementary,JEWISH,47,47,46,41,42,23,28,24,0,0,0,0,0,0,69,0,85,452
ROCKLAND,500402229816,Shaarei Arazim Of Monsey,Senior High,JEWISH,0,0,0,0,0,0,0,0,23,20,12,22,0,0,0,0,0,77
ROCKLAND,500402229834,Congregation Noam E Lisenk,Senior High,JEWISH,0,0,0,0,0,0,0,0,0,39,76,51,0,0,0,0,0,166
ROCKLAND,500402229896,Bais Yaakov D'Rav Hirsch,Senior High,JEWISH,0,0,0,0,0,0,0,0,30,42,32,37,0,0,0,0,0,141
ROCKLAND,500402229918,Cheder Chabad Of Monsey,Elementary,JEWISH,41,38,40,35,34,36,30,38,0,0,0,0,0,0,35,0,35,362
ROCKLAND,500402229966,Bais Yehuda,Senior High,JEWISH,0,0,0,0,0,0,0,0,27,43,29,0,0,0,0,0,0,99
ROCKLAND,500402808884,Cornerstone Christian School,Elementary,CHRISTIAN FUNDAMENTALIST,20,22,21,10,10,9,12,5,0,0,0,0,0,0,24,0,0,133
ROCKLAND,500402995550,Yeshiva Darkei Emunah,Elementary,JEWISH,20,18,15,17,14,18,18,0,0,0,0,0,0,0,24,0,39,183
ROCKLAND,500402995555,Congregation Birchos Yosef,Elementary,JEWISH,9,7,10,7,0,0,0,0,0,0,0,0,0,0,13,0,0,46
ROCKLAND,500402996054,Community Enrichment Center,Elementary,INDEPENDENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
ROCKLAND,500402996676,Green Meadow Waldorf School,K-12 School,INDEPENDENT,31,28,27,27,19,18,14,26,26,30,29,22,0,0,24,38,20,379
ROCKLAND,500402999409,Rockland Learning Center,Elementary,INDEPENDENT,8,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,30
ST. LAWRENCE,510201155004,Saint Mary School,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,5,5,7,8,8,12,0,0,0,0,0,0,0,0,9,0,19,73
ST. LAWRENCE,510201999730,Little River Community School,K-12 School,INDEPENDENT,3,4,2,2,5,2,8,4,2,1,1,3,0,0,2,0,0,39
ST. LAWRENCE,511101155007,Saint James School,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,13,14,16,11,12,6,0,0,0,0,0,0,0,0,16,0,12,100
ST. LAWRENCE,512001155896,Trinity Catholic School,Elementary,ROMAN CATHOLIC - OGDENSBURG DIOCESE,34,18,20,16,28,19,0,0,0,0,0,0,0,0,31,0,21,187
ST. LAWRENCE,512001185654,Holy Name Of Jesus Academy,K-12 School,ROMAN CATHOLIC - OGDENSBURG DIOCESE,7,5,7,4,10,9,12,8,23,20,19,10,0,0,3,0,0,137
ST. LAWRENCE,512201656117,Deer Crossing Amish School,Elementary,MENNONITES,3,4,2,3,0,5,0,4,0,0,0,0,0,0,0,0,0,21
ST. LAWRENCE,512404658926,Townline School,Elementary,MENNONITES,2,3,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,19
ST. LAWRENCE,512404658927,Mud Lake School,Elementary,MENNONITES,2,3,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,15
ST. LAWRENCE,512404658928,Plimpton School,Elementary,MENNONITES,6,3,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,25
ST. LAWRENCE,512404658929,Twin Maples,Elementary,MENNONITES,2,2,2,2,2,3,4,3,0,0,0,0,0,0,0,0,0,20
ST. LAWRENCE,512404658930,Elm Grove School,Elementary,MENNONITES,3,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,18
ST. LAWRENCE,512404659077,Anderson Valley School,Elementary,MENNONITES,4,2,2,3,2,2,2,5,0,0,0,0,0,0,0,0,0,22
ST. LAWRENCE,512404659078,Locust Grove School,Elementary,MENNONITES,2,2,3,6,2,3,4,4,0,0,0,0,0,0,0,0,0,26
ST. LAWRENCE,512404659400,Maple Ridge School,Elementary,MENNONITES,8,3,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,24
ST. LAWRENCE,512404659622,Pleasant View School,Elementary,MENNONITES,4,3,2,2,2,3,4,3,0,0,0,0,0,0,0,0,0,23
ST. LAWRENCE,512404659981,Riverview School,Elementary,MENNONITES,2,2,2,3,2,4,3,3,0,0,0,0,0,0,0,0,0,21
SARATOGA,520101997785,Oak Hill School,Elementary,INDEPENDENT,0,2,3,0,6,1,4,7,0,0,0,0,0,0,0,0,0,23
