Year,Region,County Name,Gender Name,Enrollment by Gender
2011-2012,16,DALLAM COUNTY,Female,967
2011-2012,16,DALLAM COUNTY,Male,986
2011-2012,10,DALLAS COUNTY,Female,228218
2011-2012,10,DALLAS COUNTY,Male,238881
2011-2012,17,DAWSON COUNTY,Female,1186
2011-2012,17,DAWSON COUNTY,Male,1319
2011-2012,16,DEAF SMITH COUNTY,Female,2219
2011-2012,16,DEAF SMITH COUNTY,Male,2253
2011-2012,8,DELTA COUNTY,Female,488
2011-2012,8,DELTA COUNTY,Male,509
2011-2012,AL,DENTON COUNTY/ALL,Female,56164
2011-2012,AL,DENTON COUNTY/ALL,Male,59546
2011-2012,3,DEWITT COUNTY,Female,2138
2011-2012,3,DEWITT COUNTY,Male,2336
2011-2012,17,DICKENS COUNTY,Female,190
2011-2012,17,DICKENS COUNTY,Male,195
2011-2012,20,DIMMIT COUNTY,Female,1191
2011-2012,20,DIMMIT COUNTY,Male,1186
2011-2012,16,DONLEY COUNTY,Female,309
2011-2012,16,DONLEY COUNTY,Male,308
2011-2012,2,DUVAL COUNTY,Female,1272
2011-2012,2,DUVAL COUNTY,Male,1315
2011-2012,14,EASTLAND COUNTY,Female,1466
2011-2012,14,EASTLAND COUNTY,Male,1520
2011-2012,18,ECTOR COUNTY,Female,14407
2011-2012,18,ECTOR COUNTY,Male,15087
2011-2012,15,EDWARDS COUNTY,Female,287
2011-2012,15,EDWARDS COUNTY,Male,288
2011-2012,19,EL PASO COUNTY,Female,89123
2011-2012,19,EL PASO COUNTY,Male,93573
2011-2012,10,ELLIS COUNTY,Female,15670
2011-2012,10,ELLIS COUNTY,Male,16830
2011-2012,11,ERATH COUNTY,Female,4923
2011-2012,11,ERATH COUNTY,Male,4783
2011-2012,12,FALLS COUNTY,Female,1165
2011-2012,12,FALLS COUNTY,Male,1299
2011-2012,10,FANNIN COUNTY,Female,2524
2011-2012,10,FANNIN COUNTY,Male,2735
2011-2012,13,FAYETTE COUNTY,Female,1810
2011-2012,13,FAYETTE COUNTY,Male,1816
2011-2012,14,FISHER COUNTY,Female,281
2011-2012,14,FISHER COUNTY,Male,298
2011-2012,17,FLOYD COUNTY,Female,646
2011-2012,17,FLOYD COUNTY,Male,731
2011-2012,9,FOARD COUNTY,Female,99
2011-2012,9,FOARD COUNTY,Male,114
2011-2012,4,FORT BEND COUNTY,Female,48738
2011-2012,4,FORT BEND COUNTY,Male,51830
2011-2012,8,FRANKLIN COUNTY,Female,769
2011-2012,8,FRANKLIN COUNTY,Male,801
2011-2012,12,FREESTONE COUNTY,Female,1740
2011-2012,12,FREESTONE COUNTY,Male,1911
2011-2012,20,FRIO COUNTY,Female,1547
2011-2012,20,FRIO COUNTY,Male,1660
2011-2012,17,GAINES COUNTY,Female,1591
2011-2012,17,GAINES COUNTY,Male,1629
2011-2012,AL,GALVESTON COUNTY/ALL,Female,37731
2011-2012,AL,GALVESTON COUNTY/ALL,Male,40006
2011-2012,17,GARZA COUNTY,Female,483
2011-2012,17,GARZA COUNTY,Male,484
2011-2012,13,GILLESPIE COUNTY,Female,1688
2011-2012,13,GILLESPIE COUNTY,Male,1830
2011-2012,18,GLASSCOCK COUNTY,Female,129
2011-2012,18,GLASSCOCK COUNTY,Male,153
2011-2012,3,GOLIAD COUNTY,Female,646
2011-2012,3,GOLIAD COUNTY,Male,712
2011-2012,13,GONZALES COUNTY,Female,1980
2011-2012,13,GONZALES COUNTY,Male,2104
2011-2012,16,GRAY COUNTY,Female,2052
2011-2012,16,GRAY COUNTY,Male,2043
2011-2012,10,GRAYSON COUNTY,Female,10190
2011-2012,10,GRAYSON COUNTY,Male,10927
2011-2012,7,GREGG COUNTY,Female,11705
2011-2012,7,GREGG COUNTY,Male,12401
2011-2012,6,GRIMES COUNTY,Female,2152
2011-2012,6,GRIMES COUNTY,Male,2174
2011-2012,AL,GUADALUPE COUNTY/ALL,Female,11325
2011-2012,AL,GUADALUPE COUNTY/ALL,Male,12155
2011-2012,17,HALE COUNTY,Female,3706
2011-2012,17,HALE COUNTY,Male,3942
2011-2012,16,HALL COUNTY,Female,370
2011-2012,16,HALL COUNTY,Male,414
2011-2012,12,HAMILTON COUNTY,Female,643
2011-2012,12,HAMILTON COUNTY,Male,732
2011-2012,16,HANSFORD COUNTY,Female,656
2011-2012,16,HANSFORD COUNTY,Male,685
2011-2012,9,HARDEMAN COUNTY,Female,338
2011-2012,9,HARDEMAN COUNTY,Male,386
2011-2012,5,HARDIN COUNTY,Female,5086
2011-2012,5,HARDIN COUNTY,Male,5613
2011-2012,4,HARRIS COUNTY,Female,406463
2011-2012,4,HARRIS COUNTY,Male,427985
2011-2012,7,HARRISON COUNTY,Female,6335
2011-2012,7,HARRISON COUNTY,Male,6703
2011-2012,16,HARTLEY COUNTY,Female,169
2011-2012,16,HARTLEY COUNTY,Male,169
2011-2012,14,HASKELL COUNTY,Female,438
2011-2012,14,HASKELL COUNTY,Male,512
2011-2012,13,HAYS COUNTY,Female,14669
2011-2012,13,HAYS COUNTY,Male,15674
2011-2012,16,HEMPHILL COUNTY,Female,448
2011-2012,16,HEMPHILL COUNTY,Male,459
2011-2012,7,HENDERSON COUNTY,Female,4963
2011-2012,7,HENDERSON COUNTY,Male,5437
2011-2012,1,HIDALGO COUNTY,Female,104505
2011-2012,1,HIDALGO COUNTY,Male,109064
2011-2012,12,HILL COUNTY,Female,3224
2011-2012,12,HILL COUNTY,Male,3348
2011-2012,17,HOCKLEY COUNTY,Female,2395
2011-2012,17,HOCKLEY COUNTY,Male,2475
2011-2012,11,HOOD COUNTY,Female,3585
2011-2012,11,HOOD COUNTY,Male,3961
2011-2012,8,HOPKINS COUNTY,Female,3196
2011-2012,8,HOPKINS COUNTY,Male,3387
2011-2012,6,HOUSTON COUNTY,Female,1505
2011-2012,6,HOUSTON COUNTY,Male,1613
2011-2012,18,HOWARD COUNTY,Female,2657
2011-2012,18,HOWARD COUNTY,Male,2751
2011-2012,19,HUDSPETH COUNTY,Female,372
2011-2012,19,HUDSPETH COUNTY,Male,362
2011-2012,10,HUNT COUNTY,Female,6856
2011-2012,10,HUNT COUNTY,Male,7506
2011-2012,16,HUTCHINSON COUNTY,Female,2157
2011-2012,16,HUTCHINSON COUNTY,Male,2220
2011-2012,15,IRION COUNTY,Female,148
2011-2012,15,IRION COUNTY,Male,181
2011-2012,9,JACK COUNTY,Female,748
2011-2012,9,JACK COUNTY,Male,819
2011-2012,3,JACKSON COUNTY,Female,1584
2011-2012,3,JACKSON COUNTY,Male,1669
2011-2012,5,JASPER COUNTY,Female,3208
2011-2012,5,JASPER COUNTY,Male,3409
2011-2012,18,JEFF DAVIS COUNTY,Female,161
2011-2012,18,JEFF DAVIS COUNTY,Male,193
2011-2012,5,JEFFERSON COUNTY,Female,20520
2011-2012,5,JEFFERSON COUNTY,Male,21240
2011-2012,1,JIM HOGG COUNTY,Female,542
2011-2012,1,JIM HOGG COUNTY,Male,557
2011-2012,2,JIM WELLS COUNTY,Female,4150
2011-2012,2,JIM WELLS COUNTY,Male,4419
2011-2012,11,JOHNSON COUNTY,Female,15306
2011-2012,11,JOHNSON COUNTY,Male,16327
2011-2012,14,JONES COUNTY,Female,1256
2011-2012,14,JONES COUNTY,Male,1367
2011-2012,3,KARNES COUNTY,Female,1170
2011-2012,3,KARNES COUNTY,Male,1210
2011-2012,10,KAUFMAN COUNTY,Female,12136
2011-2012,10,KAUFMAN COUNTY,Male,13017
2011-2012,AL,KENDALL COUNTY/ALL,Female,3735
2011-2012,AL,KENDALL COUNTY/ALL,Male,4169
2011-2012,2,KENEDY COUNTY,Female,30
2011-2012,2,KENEDY COUNTY,Male,55
2011-2012,17,KENT COUNTY,Female,80
2011-2012,17,KENT COUNTY,Male,75
2011-2012,20,KERR COUNTY,Female,3168
2011-2012,20,KERR COUNTY,Male,3590
2011-2012,15,KIMBLE COUNTY,Female,324
2011-2012,15,KIMBLE COUNTY,Male,336
2011-2012,17,KING COUNTY,Female,44
2011-2012,17,KING COUNTY,Male,61
2011-2012,20,KINNEY COUNTY,Female,287
2011-2012,20,KINNEY COUNTY,Male,312
2011-2012,2,KLEBERG COUNTY,Female,2540
2011-2012,2,KLEBERG COUNTY,Male,2705
2011-2012,9,KNOX COUNTY,Female,382
2011-2012,9,KNOX COUNTY,Male,366
2011-2012,20,LA SALLE COUNTY,Female,607
2011-2012,20,LA SALLE COUNTY,Male,607
2011-2012,8,LAMAR COUNTY,Female,4338
2011-2012,8,LAMAR COUNTY,Male,4457
2011-2012,17,LAMB COUNTY,Female,1490
2011-2012,17,LAMB COUNTY,Male,1639
2011-2012,12,LAMPASAS COUNTY,Female,1794
2011-2012,12,LAMPASAS COUNTY,Male,1887
2011-2012,3,LAVACA COUNTY,Female,1053
2011-2012,3,LAVACA COUNTY,Male,1112
2011-2012,13,LEE COUNTY,Female,1488
2011-2012,13,LEE COUNTY,Male,1562
2011-2012,6,LEON COUNTY,Female,1496
2011-2012,6,LEON COUNTY,Male,1612
2011-2012,4,LIBERTY COUNTY,Female,7131
2011-2012,4,LIBERTY COUNTY,Male,7478
2011-2012,12,LIMESTONE COUNTY,Female,1895
2011-2012,12,LIMESTONE COUNTY,Male,2144
2011-2012,16,LIPSCOMB COUNTY,Female,393
2011-2012,16,LIPSCOMB COUNTY,Male,450
2011-2012,2,LIVE OAK COUNTY,Female,829
2011-2012,2,LIVE OAK COUNTY,Male,871
2011-2012,13,LLANO COUNTY,Female,874
2011-2012,13,LLANO COUNTY,Male,962
2011-2012,17,LUBBOCK COUNTY,Female,23394
2011-2012,17,LUBBOCK COUNTY,Male,24290
2011-2012,17,LYNN COUNTY,Female,629
2011-2012,17,LYNN COUNTY,Male,660
2011-2012,6,MADISON COUNTY,Female,1300
2011-2012,6,MADISON COUNTY,Male,1306
2011-2012,8,MARION COUNTY,Female,579
2011-2012,8,MARION COUNTY,Male,641
2011-2012,18,MARTIN COUNTY,Female,491
2011-2012,18,MARTIN COUNTY,Male,518
2011-2012,15,MASON COUNTY,Female,319
2011-2012,15,MASON COUNTY,Male,356
2011-2012,3,MATAGORDA COUNTY,Female,3409
2011-2012,3,MATAGORDA COUNTY,Male,3687
2011-2012,20,MAVERICK COUNTY,Female,7307
2011-2012,20,MAVERICK COUNTY,Male,7705
2011-2012,15,MCCULLOCH COUNTY,Female,713
2011-2012,15,MCCULLOCH COUNTY,Male,786
2011-2012,12,MCLENNAN COUNTY,Female,22044
2011-2012,12,MCLENNAN COUNTY,Male,23317
2011-2012,2,MCMULLEN COUNTY,Female,113
2011-2012,2,MCMULLEN COUNTY,Male,107
2011-2012,20,MEDINA COUNTY,Female,4412
2011-2012,20,MEDINA COUNTY,Male,4721
2011-2012,15,MENARD COUNTY,Female,150
2011-2012,15,MENARD COUNTY,Male,180
2011-2012,18,MIDLAND COUNTY,Female,12119
2011-2012,18,MIDLAND COUNTY,Male,12754
2011-2012,AL,MILAM COUNTY/ALL,Female,2185
2011-2012,AL,MILAM COUNTY/ALL,Male,2365
2011-2012,12,MILLS COUNTY,Female,424
2011-2012,12,MILLS COUNTY,Male,433
2011-2012,14,MITCHELL COUNTY,Female,699
2011-2012,14,MITCHELL COUNTY,Male,747
2011-2012,9,MONTAGUE COUNTY,Female,1649
2011-2012,9,MONTAGUE COUNTY,Male,1643
2011-2012,6,MONTGOMERY COUNTY,Female,45285
2011-2012,6,MONTGOMERY COUNTY,Male,47592
2011-2012,16,MOORE COUNTY,Female,2482
2011-2012,16,MOORE COUNTY,Male,2751
2011-2012,8,MORRIS COUNTY,Female,1045
2011-2012,8,MORRIS COUNTY,Male,1211
2011-2012,17,MOTLEY COUNTY,Female,87
2011-2012,17,MOTLEY COUNTY,Male,110
2011-2012,7,NACOGDOCHES COUNTY,Female,5321
2011-2012,7,NACOGDOCHES COUNTY,Male,5811
2011-2012,12,NAVARRO COUNTY,Female,4572
2011-2012,12,NAVARRO COUNTY,Male,5078
2011-2012,5,NEWTON COUNTY,Female,979
2011-2012,5,NEWTON COUNTY,Male,1086
2011-2012,14,NOLAN COUNTY,Female,1518
2011-2012,14,NOLAN COUNTY,Male,1579
2011-2012,2,NUECES COUNTY,Female,30391
2011-2012,2,NUECES COUNTY,Male,32119
2011-2012,16,OCHILTREE COUNTY,Female,1120
2011-2012,16,OCHILTREE COUNTY,Male,1245
2011-2012,16,OLDHAM COUNTY,Female,388
2011-2012,16,OLDHAM COUNTY,Male,521
2011-2012,5,ORANGE COUNTY,Female,7373
2011-2012,5,ORANGE COUNTY,Male,8084
2011-2012,11,PALO PINTO COUNTY,Female,2366
2011-2012,11,PALO PINTO COUNTY,Male,2546
2011-2012,7,PANOLA COUNTY,Female,1982
2011-2012,7,PANOLA COUNTY,Male,2158
2011-2012,11,PARKER COUNTY,Female,9358
2011-2012,11,PARKER COUNTY,Male,9904
2011-2012,16,PARMER COUNTY,Female,1199
2011-2012,16,PARMER COUNTY,Male,1260
2011-2012,18,PECOS COUNTY,Female,1412
2011-2012,18,PECOS COUNTY,Male,1526
2011-2012,6,POLK COUNTY,Female,3379
2011-2012,6,POLK COUNTY,Male,3665
2011-2012,16,POTTER COUNTY,Female,18066
2011-2012,16,POTTER COUNTY,Male,18972
2011-2012,18,PRESIDIO COUNTY,Female,863
2011-2012,18,PRESIDIO COUNTY,Male,963
2011-2012,7,RAINS COUNTY,Female,759
2011-2012,7,RAINS COUNTY,Male,877
2011-2012,16,RANDALL COUNTY,Female,4380
2011-2012,16,RANDALL COUNTY,Male,4688
2011-2012,18,REAGAN COUNTY,Female,418
2011-2012,18,REAGAN COUNTY,Male,402
2011-2012,20,REAL COUNTY,Female,190
2011-2012,20,REAL COUNTY,Male,211
2011-2012,8,RED RIVER COUNTY,Female,1089
2011-2012,8,RED RIVER COUNTY,Male,1188
2011-2012,18,REEVES COUNTY,Female,1103
2011-2012,18,REEVES COUNTY,Male,1202
2011-2012,3,REFUGIO COUNTY,Female,642
2011-2012,3,REFUGIO COUNTY,Male,710
2011-2012,16,ROBERTS COUNTY,Female,100
2011-2012,16,ROBERTS COUNTY,Male,117
2011-2012,6,ROBERTSON COUNTY,Female,1524
2011-2012,6,ROBERTSON COUNTY,Male,1692
2011-2012,10,ROCKWALL COUNTY,Female,9239
2011-2012,10,ROCKWALL COUNTY,Male,9744
2011-2012,15,RUNNELS COUNTY,Female,1002
2011-2012,15,RUNNELS COUNTY,Male,1086
2011-2012,7,RUSK COUNTY,Female,3887
2011-2012,7,RUSK COUNTY,Male,4105
2011-2012,7,SABINE COUNTY,Female,795
2011-2012,7,SABINE COUNTY,Male,778
2011-2012,7,SAN AUGUSTINE COUNTY,Female,627
2011-2012,7,SAN AUGUSTINE COUNTY,Male,688
2011-2012,6,SAN JACINTO COUNTY,Female,1766
2011-2012,6,SAN JACINTO COUNTY,Male,1838
2011-2012,2,SAN PATRICIO COUNTY,Female,7033
2011-2012,2,SAN PATRICIO COUNTY,Male,7467
2011-2012,15,SAN SABA COUNTY,Female,453
2011-2012,15,SAN SABA COUNTY,Male,517
2011-2012,15,SCHLEICHER COUNTY,Female,282
2011-2012,15,SCHLEICHER COUNTY,Male,305
2011-2012,14,SCURRY COUNTY,Female,1579
2011-2012,14,SCURRY COUNTY,Male,1650
2011-2012,14,SHACKELFORD COUNTY,Female,336
2011-2012,14,SHACKELFORD COUNTY,Male,303
2011-2012,7,SHELBY COUNTY,Female,2688
2011-2012,7,SHELBY COUNTY,Male,2895
2011-2012,16,SHERMAN COUNTY,Female,469
2011-2012,16,SHERMAN COUNTY,Male,500
2011-2012,7,SMITH COUNTY,Female,17354
2011-2012,7,SMITH COUNTY,Male,18668
2011-2012,11,SOMERVELL COUNTY,Female,855
2011-2012,11,SOMERVELL COUNTY,Male,966
2011-2012,1,STARR COUNTY,Female,8731
2011-2012,1,STARR COUNTY,Male,9033
2011-2012,14,STEPHENS COUNTY,Female,723
2011-2012,14,STEPHENS COUNTY,Male,777
2011-2012,15,STERLING COUNTY,Female,105
2011-2012,15,STERLING COUNTY,Male,132
2011-2012,14,STONEWALL COUNTY,Female,144
2011-2012,14,STONEWALL COUNTY,Male,113
2011-2012,15,SUTTON COUNTY,Female,425
2011-2012,15,SUTTON COUNTY,Male,486
2011-2012,16,SWISHER COUNTY,Female,764
2011-2012,16,SWISHER COUNTY,Male,785
2011-2012,11,TARRANT COUNTY,Female,169476
2011-2012,11,TARRANT COUNTY,Male,178097
2011-2012,14,TAYLOR COUNTY,Female,14778
2011-2012,14,TAYLOR COUNTY,Male,15445
2011-2012,18,TERRELL COUNTY,Female,52
2011-2012,18,TERRELL COUNTY,Male,79
2011-2012,17,TERRY COUNTY,Female,1134
2011-2012,17,TERRY COUNTY,Male,1163
2011-2012,9,THROCKMORTON COUNTY,Female,138
2011-2012,9,THROCKMORTON COUNTY,Male,184
2011-2012,8,TITUS COUNTY,Female,3482
2011-2012,8,TITUS COUNTY,Male,3607
2011-2012,15,TOM GREEN COUNTY,Female,8972
2011-2012,15,TOM GREEN COUNTY,Male,9559
2011-2012,13,TRAVIS COUNTY,Female,74424
2011-2012,13,TRAVIS COUNTY,Male,78800
2011-2012,6,TRINITY COUNTY,Female,1091
2011-2012,6,TRINITY COUNTY,Male,1107
2011-2012,5,TYLER COUNTY,Female,1749
2011-2012,5,TYLER COUNTY,Male,1804
2011-2012,7,UPSHUR COUNTY,Female,3381
2011-2012,7,UPSHUR COUNTY,Male,3788
2011-2012,18,UPTON COUNTY,Female,377
2011-2012,18,UPTON COUNTY,Male,375
2011-2012,20,UVALDE COUNTY,Female,3014
2011-2012,20,UVALDE COUNTY,Male,3049
2011-2012,15,VAL VERDE COUNTY,Female,5216
2011-2012,15,VAL VERDE COUNTY,Male,5381
2011-2012,AL,VAN ZANDT COUNTY/ALL,Female,4794
2011-2012,AL,VAN ZANDT COUNTY/ALL,Male,5112
2011-2012,3,VICTORIA COUNTY,Female,7567
2011-2012,3,VICTORIA COUNTY,Male,7821
2011-2012,6,WALKER COUNTY,Female,3520
2011-2012,6,WALKER COUNTY,Male,3786
2011-2012,4,WALLER COUNTY,Female,4417
2011-2012,4,WALLER COUNTY,Male,4811
2011-2012,18,WARD COUNTY,Female,1057
2011-2012,18,WARD COUNTY,Male,1093
2011-2012,6,WASHINGTON COUNTY,Female,2512
2011-2012,6,WASHINGTON COUNTY,Male,2790
2011-2012,1,WEBB COUNTY,Female,33366
2011-2012,1,WEBB COUNTY,Male,35157
2011-2012,3,WHARTON COUNTY,Female,3924
2011-2012,3,WHARTON COUNTY,Male,4193
2011-2012,16,WHEELER COUNTY,Female,551
2011-2012,16,WHEELER COUNTY,Male,592
2011-2012,9,WICHITA COUNTY,Female,10381
2011-2012,9,WICHITA COUNTY,Male,10870
2011-2012,9,WILBARGER COUNTY,Female,1263
2011-2012,9,WILBARGER COUNTY,Male,1289
2011-2012,1,WILLACY COUNTY,Female,2147
2011-2012,1,WILLACY COUNTY,Male,2353
2011-2012,13,WILLIAMSON COUNTY,Female,50427
2011-2012,13,WILLIAMSON COUNTY,Male,53673
2011-2012,20,WILSON COUNTY,Female,4079
2011-2012,20,WILSON COUNTY,Male,4418
2011-2012,18,WINKLER COUNTY,Female,799
2011-2012,18,WINKLER COUNTY,Male,831
2011-2012,11,WISE COUNTY,Female,4380
2011-2012,11,WISE COUNTY,Male,4712
2011-2012,7,WOOD COUNTY,Female,3056
2011-2012,7,WOOD COUNTY,Male,3173
2011-2012,17,YOAKUM COUNTY,Female,1026
2011-2012,17,YOAKUM COUNTY,Male,1037
2011-2012,9,YOUNG COUNTY,Female,1708
2011-2012,9,YOUNG COUNTY,Male,1775
2011-2012,1,ZAPATA COUNTY,Female,1663
2011-2012,1,ZAPATA COUNTY,Male,1817
2011-2012,20,ZAVALA COUNTY,Female,1277
2011-2012,20,ZAVALA COUNTY,Male,1274
