Year,Region,County Name,Gender Name,Enrollment by Gender
2013-2014,15,CROCKETT COUNTY,Male,401
2013-2014,17,CROSBY COUNTY,Female,585
2013-2014,17,CROSBY COUNTY,Male,610
2013-2014,18,CULBERSON COUNTY,Female,242
2013-2014,18,CULBERSON COUNTY,Male,218
2013-2014,16,DALLAM COUNTY,Female,972
2013-2014,16,DALLAM COUNTY,Male,969
2013-2014,10,DALLAS COUNTY,Female,238026
2013-2014,10,DALLAS COUNTY,Male,248380
2013-2014,17,DAWSON COUNTY,Female,1280
2013-2014,17,DAWSON COUNTY,Male,1410
2013-2014,16,DEAF SMITH COUNTY,Female,2206
2013-2014,16,DEAF SMITH COUNTY,Male,2179
2013-2014,8,DELTA COUNTY,Female,483
2013-2014,8,DELTA COUNTY,Male,509
2013-2014,AL,DENTON COUNTY/ALL,Female,58583
2013-2014,AL,DENTON COUNTY/ALL,Male,62560
2013-2014,3,DEWITT COUNTY,Female,2217
2013-2014,3,DEWITT COUNTY,Male,2376
2013-2014,17,DICKENS COUNTY,Female,201
2013-2014,17,DICKENS COUNTY,Male,197
2013-2014,20,DIMMIT COUNTY,Female,1249
2013-2014,20,DIMMIT COUNTY,Male,1208
2013-2014,16,DONLEY COUNTY,Female,295
2013-2014,16,DONLEY COUNTY,Male,275
2013-2014,2,DUVAL COUNTY,Female,1268
2013-2014,2,DUVAL COUNTY,Male,1307
2013-2014,14,EASTLAND COUNTY,Female,1404
2013-2014,14,EASTLAND COUNTY,Male,1522
2013-2014,18,ECTOR COUNTY,Female,15649
2013-2014,18,ECTOR COUNTY,Male,16387
2013-2014,15,EDWARDS COUNTY,Female,281
2013-2014,15,EDWARDS COUNTY,Male,288
2013-2014,19,EL PASO COUNTY,Female,87541
2013-2014,19,EL PASO COUNTY,Male,92091
2013-2014,10,ELLIS COUNTY,Female,16004
2013-2014,10,ELLIS COUNTY,Male,17000
2013-2014,11,ERATH COUNTY,Female,4682
2013-2014,11,ERATH COUNTY,Male,4535
2013-2014,12,FALLS COUNTY,Female,1074
2013-2014,12,FALLS COUNTY,Male,1193
2013-2014,10,FANNIN COUNTY,Female,2611
2013-2014,10,FANNIN COUNTY,Male,2744
2013-2014,13,FAYETTE COUNTY,Female,1875
2013-2014,13,FAYETTE COUNTY,Male,1855
2013-2014,14,FISHER COUNTY,Female,253
2013-2014,14,FISHER COUNTY,Male,287
2013-2014,17,FLOYD COUNTY,Female,596
2013-2014,17,FLOYD COUNTY,Male,656
2013-2014,9,FOARD COUNTY,Female,103
2013-2014,9,FOARD COUNTY,Male,120
2013-2014,4,FORT BEND COUNTY,Female,50428
2013-2014,4,FORT BEND COUNTY,Male,53894
2013-2014,8,FRANKLIN COUNTY,Female,810
2013-2014,8,FRANKLIN COUNTY,Male,837
2013-2014,12,FREESTONE COUNTY,Female,1767
2013-2014,12,FREESTONE COUNTY,Male,1905
2013-2014,20,FRIO COUNTY,Female,1592
2013-2014,20,FRIO COUNTY,Male,1743
2013-2014,17,GAINES COUNTY,Female,1692
2013-2014,17,GAINES COUNTY,Male,1750
2013-2014,AL,GALVESTON COUNTY/ALL,Female,38824
2013-2014,AL,GALVESTON COUNTY/ALL,Male,40934
2013-2014,17,GARZA COUNTY,Female,506
2013-2014,17,GARZA COUNTY,Male,606
2013-2014,13,GILLESPIE COUNTY,Female,1722
2013-2014,13,GILLESPIE COUNTY,Male,1839
2013-2014,18,GLASSCOCK COUNTY,Female,133
2013-2014,18,GLASSCOCK COUNTY,Male,164
2013-2014,3,GOLIAD COUNTY,Female,640
2013-2014,3,GOLIAD COUNTY,Male,729
2013-2014,13,GONZALES COUNTY,Female,1992
2013-2014,13,GONZALES COUNTY,Male,2142
2013-2014,16,GRAY COUNTY,Female,2041
2013-2014,16,GRAY COUNTY,Male,2137
2013-2014,10,GRAYSON COUNTY,Female,10487
2013-2014,10,GRAYSON COUNTY,Male,11131
2013-2014,7,GREGG COUNTY,Female,11638
2013-2014,7,GREGG COUNTY,Male,12317
2013-2014,6,GRIMES COUNTY,Female,2171
2013-2014,6,GRIMES COUNTY,Male,2276
2013-2014,AL,GUADALUPE COUNTY/ALL,Female,11919
2013-2014,AL,GUADALUPE COUNTY/ALL,Male,12627
2013-2014,17,HALE COUNTY,Female,3589
2013-2014,17,HALE COUNTY,Male,3789
2013-2014,16,HALL COUNTY,Female,335
2013-2014,16,HALL COUNTY,Male,371
2013-2014,12,HAMILTON COUNTY,Female,617
2013-2014,12,HAMILTON COUNTY,Male,695
2013-2014,16,HANSFORD COUNTY,Female,692
2013-2014,16,HANSFORD COUNTY,Male,726
2013-2014,9,HARDEMAN COUNTY,Female,365
2013-2014,9,HARDEMAN COUNTY,Male,382
2013-2014,5,HARDIN COUNTY,Female,4941
2013-2014,5,HARDIN COUNTY,Male,5531
2013-2014,4,HARRIS COUNTY,Female,423166
2013-2014,4,HARRIS COUNTY,Male,445309
2013-2014,7,HARRISON COUNTY,Female,6343
2013-2014,7,HARRISON COUNTY,Male,6774
2013-2014,16,HARTLEY COUNTY,Female,166
2013-2014,16,HARTLEY COUNTY,Male,166
2013-2014,14,HASKELL COUNTY,Female,429
2013-2014,14,HASKELL COUNTY,Male,462
2013-2014,13,HAYS COUNTY,Female,15586
2013-2014,13,HAYS COUNTY,Male,16709
2013-2014,16,HEMPHILL COUNTY,Female,492
2013-2014,16,HEMPHILL COUNTY,Male,482
2013-2014,7,HENDERSON COUNTY,Female,5030
2013-2014,7,HENDERSON COUNTY,Male,5341
2013-2014,1,HIDALGO COUNTY,Female,108770
2013-2014,1,HIDALGO COUNTY,Male,113950
2013-2014,12,HILL COUNTY,Female,3215
2013-2014,12,HILL COUNTY,Male,3278
2013-2014,17,HOCKLEY COUNTY,Female,2449
2013-2014,17,HOCKLEY COUNTY,Male,2484
2013-2014,11,HOOD COUNTY,Female,3663
2013-2014,11,HOOD COUNTY,Male,3991
2013-2014,8,HOPKINS COUNTY,Female,3215
2013-2014,8,HOPKINS COUNTY,Male,3426
2013-2014,6,HOUSTON COUNTY,Female,1514
2013-2014,6,HOUSTON COUNTY,Male,1568
2013-2014,18,HOWARD COUNTY,Female,2803
2013-2014,18,HOWARD COUNTY,Male,2942
2013-2014,19,HUDSPETH COUNTY,Female,321
2013-2014,19,HUDSPETH COUNTY,Male,352
2013-2014,10,HUNT COUNTY,Female,6970
2013-2014,10,HUNT COUNTY,Male,7634
2013-2014,16,HUTCHINSON COUNTY,Female,2153
2013-2014,16,HUTCHINSON COUNTY,Male,2233
2013-2014,15,IRION COUNTY,Female,140
2013-2014,15,IRION COUNTY,Male,182
2013-2014,9,JACK COUNTY,Female,739
2013-2014,9,JACK COUNTY,Male,829
2013-2014,3,JACKSON COUNTY,Female,1715
2013-2014,3,JACKSON COUNTY,Male,1816
2013-2014,5,JASPER COUNTY,Female,3146
2013-2014,5,JASPER COUNTY,Male,3321
2013-2014,18,JEFF DAVIS COUNTY,Female,132
2013-2014,18,JEFF DAVIS COUNTY,Male,138
2013-2014,5,JEFFERSON COUNTY,Female,20567
2013-2014,5,JEFFERSON COUNTY,Male,21369
2013-2014,1,JIM HOGG COUNTY,Female,536
2013-2014,1,JIM HOGG COUNTY,Male,562
2013-2014,2,JIM WELLS COUNTY,Female,4135
2013-2014,2,JIM WELLS COUNTY,Male,4456
2013-2014,11,JOHNSON COUNTY,Female,15580
2013-2014,11,JOHNSON COUNTY,Male,16661
2013-2014,14,JONES COUNTY,Female,1296
2013-2014,14,JONES COUNTY,Male,1401
2013-2014,AL,KARNES COUNTY/ALL,Female,1221
2013-2014,AL,KARNES COUNTY/ALL,Male,1234
2013-2014,10,KAUFMAN COUNTY,Female,12519
2013-2014,10,KAUFMAN COUNTY,Male,13145
2013-2014,AL,KENDALL COUNTY/ALL,Female,4002
2013-2014,AL,KENDALL COUNTY/ALL,Male,4440
2013-2014,2,KENEDY COUNTY,Female,36
2013-2014,2,KENEDY COUNTY,Male,46
2013-2014,17,KENT COUNTY,Female,66
2013-2014,17,KENT COUNTY,Male,72
2013-2014,20,KERR COUNTY,Female,3203
2013-2014,20,KERR COUNTY,Male,3585
2013-2014,15,KIMBLE COUNTY,Female,326
2013-2014,15,KIMBLE COUNTY,Male,340
2013-2014,17,KING COUNTY,Female,52
2013-2014,17,KING COUNTY,Male,61
2013-2014,20,KINNEY COUNTY,Female,304
2013-2014,20,KINNEY COUNTY,Male,337
2013-2014,2,KLEBERG COUNTY,Female,2494
2013-2014,2,KLEBERG COUNTY,Male,2653
2013-2014,9,KNOX COUNTY,Female,383
2013-2014,9,KNOX COUNTY,Male,404
2013-2014,20,LA SALLE COUNTY,Female,707
2013-2014,20,LA SALLE COUNTY,Male,661
2013-2014,8,LAMAR COUNTY,Female,4298
2013-2014,8,LAMAR COUNTY,Male,4385
2013-2014,17,LAMB COUNTY,Female,1455
2013-2014,17,LAMB COUNTY,Male,1588
2013-2014,12,LAMPASAS COUNTY,Female,1824
2013-2014,12,LAMPASAS COUNTY,Male,1876
2013-2014,3,LAVACA COUNTY,Female,1130
2013-2014,3,LAVACA COUNTY,Male,1134
2013-2014,13,LEE COUNTY,Female,1490
2013-2014,13,LEE COUNTY,Male,1572
2013-2014,6,LEON COUNTY,Female,1490
2013-2014,6,LEON COUNTY,Male,1596
2013-2014,AL,LIBERTY COUNTY/ALL,Female,7196
2013-2014,AL,LIBERTY COUNTY/ALL,Male,7650
2013-2014,12,LIMESTONE COUNTY,Female,1948
2013-2014,12,LIMESTONE COUNTY,Male,2232
2013-2014,16,LIPSCOMB COUNTY,Female,408
2013-2014,16,LIPSCOMB COUNTY,Male,440
2013-2014,2,LIVE OAK COUNTY,Female,877
2013-2014,2,LIVE OAK COUNTY,Male,889
2013-2014,13,LLANO COUNTY,Female,878
2013-2014,13,LLANO COUNTY,Male,947
2013-2014,17,LUBBOCK COUNTY,Female,24272
2013-2014,17,LUBBOCK COUNTY,Male,25335
2013-2014,17,LYNN COUNTY,Female,661
2013-2014,17,LYNN COUNTY,Male,703
2013-2014,6,MADISON COUNTY,Female,1328
2013-2014,6,MADISON COUNTY,Male,1360
2013-2014,8,MARION COUNTY,Female,607
2013-2014,8,MARION COUNTY,Male,608
2013-2014,18,MARTIN COUNTY,Female,547
2013-2014,18,MARTIN COUNTY,Male,568
2013-2014,15,MASON COUNTY,Female,338
2013-2014,15,MASON COUNTY,Male,368
2013-2014,3,MATAGORDA COUNTY,Female,3356
2013-2014,3,MATAGORDA COUNTY,Male,3666
2013-2014,20,MAVERICK COUNTY,Female,7311
2013-2014,20,MAVERICK COUNTY,Male,7806
2013-2014,15,MCCULLOCH COUNTY,Female,723
2013-2014,15,MCCULLOCH COUNTY,Male,834
2013-2014,12,MCLENNAN COUNTY,Female,22615
2013-2014,12,MCLENNAN COUNTY,Male,23917
2013-2014,2,MCMULLEN COUNTY,Female,128
2013-2014,2,MCMULLEN COUNTY,Male,117
2013-2014,20,MEDINA COUNTY,Female,4632
2013-2014,20,MEDINA COUNTY,Male,4829
2013-2014,15,MENARD COUNTY,Female,153
2013-2014,15,MENARD COUNTY,Male,164
2013-2014,18,MIDLAND COUNTY,Female,12457
2013-2014,18,MIDLAND COUNTY,Male,13571
2013-2014,AL,MILAM COUNTY/ALL,Female,2240
2013-2014,AL,MILAM COUNTY/ALL,Male,2425
2013-2014,12,MILLS COUNTY,Female,413
2013-2014,12,MILLS COUNTY,Male,456
2013-2014,14,MITCHELL COUNTY,Female,706
2013-2014,14,MITCHELL COUNTY,Male,749
2013-2014,9,MONTAGUE COUNTY,Female,1684
2013-2014,9,MONTAGUE COUNTY,Male,1693
2013-2014,6,MONTGOMERY COUNTY,Female,47738
2013-2014,6,MONTGOMERY COUNTY,Male,50112
2013-2014,16,MOORE COUNTY,Female,2463
2013-2014,16,MOORE COUNTY,Male,2668
2013-2014,8,MORRIS COUNTY,Female,973
2013-2014,8,MORRIS COUNTY,Male,1158
2013-2014,17,MOTLEY COUNTY,Female,76
2013-2014,17,MOTLEY COUNTY,Male,88
2013-2014,7,NACOGDOCHES COUNTY,Female,5396
2013-2014,7,NACOGDOCHES COUNTY,Male,5860
2013-2014,12,NAVARRO COUNTY,Female,4739
2013-2014,12,NAVARRO COUNTY,Male,5202
2013-2014,5,NEWTON COUNTY,Female,964
2013-2014,5,NEWTON COUNTY,Male,1058
2013-2014,14,NOLAN COUNTY,Female,1480
2013-2014,14,NOLAN COUNTY,Male,1660
2013-2014,2,NUECES COUNTY,Female,30602
2013-2014,2,NUECES COUNTY,Male,32390
2013-2014,16,OCHILTREE COUNTY,Female,1167
2013-2014,16,OCHILTREE COUNTY,Male,1266
2013-2014,16,OLDHAM COUNTY,Female,382
2013-2014,16,OLDHAM COUNTY,Male,494
2013-2014,5,ORANGE COUNTY,Female,7275
2013-2014,5,ORANGE COUNTY,Male,7929
2013-2014,11,PALO PINTO COUNTY,Female,2271
2013-2014,11,PALO PINTO COUNTY,Male,2436
2013-2014,7,PANOLA COUNTY,Female,1913
2013-2014,7,PANOLA COUNTY,Male,2140
2013-2014,11,PARKER COUNTY,Female,9621
2013-2014,11,PARKER COUNTY,Male,10144
2013-2014,16,PARMER COUNTY,Female,1174
2013-2014,16,PARMER COUNTY,Male,1203
2013-2014,18,PECOS COUNTY,Female,1500
2013-2014,18,PECOS COUNTY,Male,1638
2013-2014,6,POLK COUNTY,Female,3283
2013-2014,6,POLK COUNTY,Male,3595
2013-2014,16,POTTER COUNTY,Female,18337
2013-2014,16,POTTER COUNTY,Male,19127
2013-2014,18,PRESIDIO COUNTY,Female,844
2013-2014,18,PRESIDIO COUNTY,Male,917
2013-2014,7,RAINS COUNTY,Female,766
2013-2014,7,RAINS COUNTY,Male,854
2013-2014,16,RANDALL COUNTY,Female,4523
2013-2014,16,RANDALL COUNTY,Male,4897
2013-2014,18,REAGAN COUNTY,Female,466
2013-2014,18,REAGAN COUNTY,Male,452
2013-2014,20,REAL COUNTY,Female,230
2013-2014,20,REAL COUNTY,Male,228
2013-2014,8,RED RIVER COUNTY,Female,1064
2013-2014,8,RED RIVER COUNTY,Male,1129
2013-2014,18,REEVES COUNTY,Female,1214
2013-2014,18,REEVES COUNTY,Male,1277
2013-2014,3,REFUGIO COUNTY,Female,676
2013-2014,3,REFUGIO COUNTY,Male,735
2013-2014,16,ROBERTS COUNTY,Female,99
2013-2014,16,ROBERTS COUNTY,Male,113
2013-2014,6,ROBERTSON COUNTY,Female,1570
2013-2014,6,ROBERTSON COUNTY,Male,1655
2013-2014,10,ROCKWALL COUNTY,Female,9553
2013-2014,10,ROCKWALL COUNTY,Male,10088
2013-2014,15,RUNNELS COUNTY,Female,1010
2013-2014,15,RUNNELS COUNTY,Male,1072
2013-2014,7,RUSK COUNTY,Female,4073
2013-2014,7,RUSK COUNTY,Male,4177
2013-2014,7,SABINE COUNTY,Female,785
2013-2014,7,SABINE COUNTY,Male,799
2013-2014,7,SAN AUGUSTINE COUNTY,Female,594
2013-2014,7,SAN AUGUSTINE COUNTY,Male,626
2013-2014,6,SAN JACINTO COUNTY,Female,1603
2013-2014,6,SAN JACINTO COUNTY,Male,1829
2013-2014,2,SAN PATRICIO COUNTY,Female,7157
2013-2014,2,SAN PATRICIO COUNTY,Male,7534
2013-2014,15,SAN SABA COUNTY,Female,475
2013-2014,15,SAN SABA COUNTY,Male,486
2013-2014,15,SCHLEICHER COUNTY,Female,284
2013-2014,15,SCHLEICHER COUNTY,Male,306
2013-2014,14,SCURRY COUNTY,Female,1568
2013-2014,14,SCURRY COUNTY,Male,1682
2013-2014,14,SHACKELFORD COUNTY,Female,307
2013-2014,14,SHACKELFORD COUNTY,Male,293
2013-2014,7,SHELBY COUNTY,Female,2742
2013-2014,7,SHELBY COUNTY,Male,2919
2013-2014,16,SHERMAN COUNTY,Female,491
2013-2014,16,SHERMAN COUNTY,Male,515
2013-2014,7,SMITH COUNTY,Female,17763
2013-2014,7,SMITH COUNTY,Male,18968
2013-2014,11,SOMERVELL COUNTY,Female,913
2013-2014,11,SOMERVELL COUNTY,Male,948
2013-2014,1,STARR COUNTY,Female,8727
2013-2014,1,STARR COUNTY,Male,8931
2013-2014,14,STEPHENS COUNTY,Female,730
2013-2014,14,STEPHENS COUNTY,Male,784
2013-2014,15,STERLING COUNTY,Female,142
2013-2014,15,STERLING COUNTY,Male,172
2013-2014,14,STONEWALL COUNTY,Female,129
2013-2014,14,STONEWALL COUNTY,Male,112
2013-2014,15,SUTTON COUNTY,Female,464
2013-2014,15,SUTTON COUNTY,Male,484
2013-2014,16,SWISHER COUNTY,Female,774
2013-2014,16,SWISHER COUNTY,Male,785
2013-2014,11,TARRANT COUNTY,Female,173653
2013-2014,11,TARRANT COUNTY,Male,183473
2013-2014,14,TAYLOR COUNTY,Female,18005
2013-2014,14,TAYLOR COUNTY,Male,18087
2013-2014,18,TERRELL COUNTY,Female,48
2013-2014,18,TERRELL COUNTY,Male,92
2013-2014,17,TERRY COUNTY,Female,1166
2013-2014,17,TERRY COUNTY,Male,1199
2013-2014,9,THROCKMORTON COUNTY,Female,125
2013-2014,9,THROCKMORTON COUNTY,Male,164
2013-2014,8,TITUS COUNTY,Female,3502
2013-2014,8,TITUS COUNTY,Male,3603
2013-2014,15,TOM GREEN COUNTY,Female,9420
2013-2014,15,TOM GREEN COUNTY,Male,9931
2013-2014,13,TRAVIS COUNTY,Female,77045
2013-2014,13,TRAVIS COUNTY,Male,81581
2013-2014,6,TRINITY COUNTY,Female,1109
2013-2014,6,TRINITY COUNTY,Male,1142
2013-2014,5,TYLER COUNTY,Female,1712
2013-2014,5,TYLER COUNTY,Male,1856
2013-2014,7,UPSHUR COUNTY,Female,3355
2013-2014,7,UPSHUR COUNTY,Male,3775
2013-2014,18,UPTON COUNTY,Female,415
2013-2014,18,UPTON COUNTY,Male,392
2013-2014,20,UVALDE COUNTY,Female,2950
2013-2014,20,UVALDE COUNTY,Male,3050
2013-2014,15,VAL VERDE COUNTY,Female,5323
2013-2014,15,VAL VERDE COUNTY,Male,5541
2013-2014,AL,VAN ZANDT COUNTY/ALL,Female,4769
2013-2014,AL,VAN ZANDT COUNTY/ALL,Male,5085
2013-2014,3,VICTORIA COUNTY,Female,7552
2013-2014,3,VICTORIA COUNTY,Male,8018
2013-2014,6,WALKER COUNTY,Female,3624
2013-2014,6,WALKER COUNTY,Male,3860
2013-2014,4,WALLER COUNTY,Female,4677
2013-2014,4,WALLER COUNTY,Male,4976
2013-2014,18,WARD COUNTY,Female,1153
2013-2014,18,WARD COUNTY,Male,1191
2013-2014,6,WASHINGTON COUNTY,Female,2479
2013-2014,6,WASHINGTON COUNTY,Male,2776
2013-2014,1,WEBB COUNTY,Female,33866
2013-2014,1,WEBB COUNTY,Male,35411
2013-2014,3,WHARTON COUNTY,Female,4029
2013-2014,3,WHARTON COUNTY,Male,4265
2013-2014,16,WHEELER COUNTY,Female,551
2013-2014,16,WHEELER COUNTY,Male,636
2013-2014,9,WICHITA COUNTY,Female,10387
2013-2014,9,WICHITA COUNTY,Male,11017
2013-2014,9,WILBARGER COUNTY,Female,1188
2013-2014,9,WILBARGER COUNTY,Male,1209
2013-2014,1,WILLACY COUNTY,Female,2167
2013-2014,1,WILLACY COUNTY,Male,2339
2013-2014,13,WILLIAMSON COUNTY,Female,52955
2013-2014,13,WILLIAMSON COUNTY,Male,56148
2013-2014,20,WILSON COUNTY,Female,4118
2013-2014,20,WILSON COUNTY,Male,4480
2013-2014,18,WINKLER COUNTY,Female,904
2013-2014,18,WINKLER COUNTY,Male,937
2013-2014,11,WISE COUNTY,Female,4225
2013-2014,11,WISE COUNTY,Male,4678
2013-2014,7,WOOD COUNTY,Female,3058
2013-2014,7,WOOD COUNTY,Male,3136
2013-2014,17,YOAKUM COUNTY,Female,1097
2013-2014,17,YOAKUM COUNTY,Male,1090
2013-2014,9,YOUNG COUNTY,Female,1732
2013-2014,9,YOUNG COUNTY,Male,1776
2013-2014,1,ZAPATA COUNTY,Female,1729
2013-2014,1,ZAPATA COUNTY,Male,1892
2013-2014,20,ZAVALA COUNTY,Female,1244
2013-2014,20,ZAVALA COUNTY,Male,1302
